AmphoraIdentifier,AmphoraIdentifier,AmphoricTypeTitle,AreaTitle,FindingPlaceTitle,FindingPlaceLatitude,FindingPlaceLongitude,FullTranscription,SimplifiedTranscription,,ProductionPlaceTitle,,,,,,,,,
14174,14174,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|L'C'M^Y|,LCMY,,Haza del Olivo,,,,,,,,,
14177,14177,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,[LC(MY)],LCMY,,Haza del Olivo,,,,,,,,,
14178,14178,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,L'CM^Y,LCMY,,Haza del Olivo,,,,,,,,,
14183,14183,Dressel 20,Orlen,"an der Aarstrasse, Keller 379",50.181629,8.186805,|PP'CM*,PPCM,,Haza del Olivo,,,,,,,,,
14200,14200,Dressel 20,Orlen,Taunusstein,50.181629,8.186805,|M~M'{C·}SA[N^T^O?],MMCSANTO & MMCSAPI,,El Tejarillo,,,,,,,,,
14203,14203,Dressel 20,Orlen,an der Aarstrasse,50.181629,8.186805,|M'M'CSAN^T^O',MMCSANTO,,El Tejarillo,,,,,,,,,
14207,14207,Dressel 20,Orlen,an der Aarstrasse,50.181629,8.186805,|MMCSV[R],MMCSVR,,Alcolea del Río,,,,,,,,,
14207,14207,Dressel 20,Orlen,an der Aarstrasse,50.181629,8.186805,|MMCSV[R],MMCSVR,,El Tejarillo,,,,,,,,,
14225,14225,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,p'CL'O'D^I'I'CEL[I],PCLODIICELI,,Arva,,,,,,,,,
14228,14228,Dressel 20,Orlen,an der Aarstrasse,50.181629,8.186805,[P]C'ICELI|,PCICELI,,Arva,,,,,,,,,
14257,14257,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|IIIENN^IIV^L((corona))|,IIIENNIIVL,,huerta del río,,,,,,,,,
14266,14266,Dressel 20,Orlen,an der Aarstrasse,50.181629,8.186805,|[III]ENN^IIVL((palma))|,IIIENNIIVL?,,huerta del río,,,,,,,,,
14269,14269,Dressel 20,Orlen,Taunusstein,50.181629,8.186805,|FIGEDOPP|,FIGEDOPP,,,,,,,,,,,
14274,14274,Dressel 20,Orlen,Taunusstein,50.181629,8.186805,|EROTICIA^NI|,EROTICIANI,,Las Delicias,,,,,,,,,
14285,14285,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,"LFCARES, sine imagine",LFCARES,,Alcotrista,,,,,,,,,
14299,14299,Dressel 20,Orlen,Taunusstein,50.181629,8.186805,|L'FCCVFCM''*,LFCCVFCM…,,,,,,,,,,,
14308,14308,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|L·FCCVFS|,LFCCVFS,,Cerro de los Pesebres,,,,,,,,,
14308,14308,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|L·FCCVFS|,LFCCVFS,,Villacisneros,,,,,,,,,
14309,14309,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,[L]F'C'C'V'FS|,LFCCVFS,,Cerro de los Pesebres,,,,,,,,,
14309,14309,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,[L]F'C'C'V'FS|,LFCCVFS,,Villacisneros,,,,,,,,,
14310,14310,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|LFCCVFS|,LFCCVFS,,Cerro de los Pesebres,,,,,,,,,
14310,14310,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|LFCCVFS|,LFCCVFS,,Villacisneros,,,,,,,,,
14311,14311,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|L·FCCVFS|,LFCCVFS,,Cerro de los Pesebres,,,,,,,,,
14311,14311,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|L·FCCVFS|,LFCCVFS,,Villacisneros,,,,,,,,,
14322,14322,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,L'FCF[P],LFCFP?,,Las Monjas,,,,,,,,,
14340,14340,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,[EFDS],EFDS,,La Catria,,,,,,,,,
14343,14343,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,"SFE, sine imagine",SFE,,,,,,,,,,,
14351,14351,Dressel 20,Orlen,Taunusstein,50.181629,8.186805,|L·F·F·G|,LFFG,,Villacisneros,,,,,,,,,
14352,14352,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|LFF*,LFF...,,Las Ánimas,,,,,,,,,
14357,14357,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,"LFFV, sine imagine",LFFV,,La Mallena,,,,,,,,,
14357,14357,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,"LFFV, sine imagine",LFFV,,Villar de Brenes,,,,,,,,,
14360,14360,Dressel 20,Orlen,Taunusstein,50.181629,8.186805,|S·F·F'|,SFF,,,,,,,,,,,
14364,14364,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|·F·L'·Q·R·|,FLQR?,,,,,,,,,,,
14380,14380,Dressel 20,Orlen,Taunusstein,50.181629,8.186805,|CFSAT[M],CFSATM,,,,,,,,,,,
14384,14384,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|PQFLFL',PQFLFL,,La Catria,,,,,,,,,
14419,14419,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|QIAF''+,QIAF...,,,,,,,,,,,
14420,14420,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|QIAFS|,QIAFS,,Malpica,,,,,,,,,
14433,14433,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|Q·I·AS|,QIAS,,,,,,,,,,,
14434,14434,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|QI·AF'S',QIAFS?,,Malpica,,,,,,,,,
14438,14438,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|Q·I·A*,QIA...,,Malpica,,,,,,,,,
14456,14456,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|LIDFITA|,LIDFITA,,Doña Mencía,,,,,,,,,
14460,14460,Dressel 20,Orlen,"südöstlich Kastell, Keller 313 a in der westlichen Flucht der Aarstrasse",50.181629,8.186805,|G·I·F|,GIF,,,,,,,,,,,
14463,14463,Dressel 20,Orlen,Taunusstein,50.181629,8.186805,M'·I·M|,MIM,,La Catria,,,,,,,,,
14463,14463,Dressel 20,Orlen,Taunusstein,50.181629,8.186805,M'·I·M|,MIM,,Peñaflor,,,,,,,,,
14485,14485,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|QIMFN+,QIMFN...,,Malpica,,,,,,,,,
14486,14486,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|QIMFN|,QIMFN,,Malpica,,,,,,,,,
14499,14499,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,[QI]M'·F'S!|,QIMFS,,,,,,,,,,,
14501,14501,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|Q'IMNOV''*,QIMNOV,,,,,,,,,,,
14502,14502,Dressel 20,Orlen,an der Aarstrasse,50.181629,8.186805,|QIM·S'|,QIMS,,Arva,,,,,,,,,
14523,14523,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|L'·I·T|,LIT,,,,,,,,,,,
14524,14524,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|L·IT',LIT,,,,,,,,,,,
14527,14527,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|LI·T'|,LIT,,,,,,,,,,,
14548,14548,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|IVL'·E'G''N'^A'^S'|,IVLEGNAS,,,,,,,,,,,
14557,14557,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|LIVN[IM]/|ELIS·[SI],LIVNIMELISSI,,Las Delicias,,,,,,,,,
14558,14558,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|FSCIM|/|NIANO|,FSCIMNIANO,,,,,,,,,,,
14558,14558,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|LIVNIM/|ELIS·SI,LIVNIMELISSI,,,,,,,,,,,
14567,14567,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,[L]·IVN''[I],LIVNI,,,,,,,,,,,
14575,14575,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|IIIV'N^I'M'E'L'I'S'S'I'|/|ETMELISSE'·|,IIIVNMELISSIETMELISSE,,Las Delicias,,,,,,,,,
14577,14577,Dressel 20,Orlen,"südlich und sudöslich von Kastell, vor abgerundeter Südostecke, Holzkeller 302, A,B,C",50.181629,8.186805,|IIIVN^I·M^ELISSI'|/[E]T'M'E'L'I'S'S'E((hedera))|,IIIVNMELISSIETMELISSE,,Las Delicias,,,,,,,,,
14580,14580,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|I'I'I'V'N^I'·M^ELISSE'/|ETMELISSE((hedera)),IIIVNMELISSIETMELISSE,,Las Delicias,,,,,,,,,
14587,14587,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,[III]V'N^IM[ELISSI]/[ETMELIS'[SE],IIIVNMELISSIETMELISSE,,Las Delicias,,,,,,,,,
14607,14607,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|SAL·ALFO|,SALALFO,,La Catria,,,,,,,,,
14613,14613,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|S'·MFL·((hedera))(---)|,SMFL,,,,,,,,,,,
14617,14617,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,[G]M·M·F|,GMMF?,,Azanaque-Castillejo,,,,,,,,,
14625,14625,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|LMMT',LMMT,,,,,,,,,,,
14632,14632,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|QMR|,QMR,,,,,,,,,,,
14635,14635,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|QMR|,QMR,,,,,,,,,,,
14637,14637,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|Q·M·R|,QMR,,,,,,,,,,,
14638,14638,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|Q·M[R],QMR,,,,,,,,,,,
14641,14641,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,"QMR, sine imagine",QMR,,,,,,,,,,,
14643,14643,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|QMR|,QMR,,,,,,,,,,,
14662,14662,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|PMs| & |PMZ|,PMS & PMZ,,,,,,,,,,,
14669,14669,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|MAVR|,MAVR,,,,,,,,,,,
14681,14681,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,P'nn|,PNN,,Alcolea del Río,,,,,,,,,
14681,14681,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,P'nn|,PNN,,Arva,,,,,,,,,
14681,14681,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,P'nn|,PNN,,El Tejarillo,,,,,,,,,
14681,14681,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,P'nn|,PNN,,Tostoneras,,,,,,,,,
14682,14682,Dressel 20,Orlen,Keller 377,50.181629,8.186805,|·P·N·N|,PNN,,Alcolea del Río,,,,,,,,,
14682,14682,Dressel 20,Orlen,Keller 377,50.181629,8.186805,|·P·N·N|,PNN,,Arva,,,,,,,,,
14682,14682,Dressel 20,Orlen,Keller 377,50.181629,8.186805,|·P·N·N|,PNN,,El Tejarillo,,,,,,,,,
14682,14682,Dressel 20,Orlen,Keller 377,50.181629,8.186805,|·P·N·N|,PNN,,Tostoneras,,,,,,,,,
14683,14683,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,[·P·NN],PNN,,Alcolea del Río,,,,,,,,,
14683,14683,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,[·P·NN],PNN,,Arva,,,,,,,,,
14683,14683,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,[·P·NN],PNN,,El Tejarillo,,,,,,,,,
14683,14683,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,[·P·NN],PNN,,Tostoneras,,,,,,,,,
14684,14684,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|PNN| & +N'·N{AR}|,PNN & PNNAR,,Alcolea del Río,,,,,,,,,
14684,14684,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|PNN| & +N'·N{AR}|,PNN & PNNAR,,Arva,,,,,,,,,
14684,14684,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|PNN| & +N'·N{AR}|,PNN & PNNAR,,El Tejarillo,,,,,,,,,
14684,14684,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|PNN| & +N'·N{AR}|,PNN & PNNAR,,Tostoneras,,,,,,,,,
14705,14705,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|L''NR~VFI|,LNRVFI,,,,,,,,,,,
14708,14708,Dressel 20,Orlen,"an der Aarstrasse, Grabung 1913, Nr.16.",50.181629,8.186805,|C'N'A'C'OR|,CNACOR?,,,,,,,,,,,
14711,14711,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,DOM'[S],DOMS,,Alcolea del Río,,,,,,,,,
14721,14721,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,"DOMS, sine imagine",DOMS,,Alcolea del Río,,,,,,,,,
14766,14766,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|L'PMOA|,LPMOA,,,,,,,,,,,
14770,14770,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|APP|,APP,,,,,,,,,,,
14788,14788,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,[PO]P'VLI|,POPVLI,,La Catria,,,,,,,,,
14788,14788,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,[PO]P'VLI|,POPVLI,,Los Guerras,,,,,,,,,
14800,14800,Dressel 20,Orlen,"Brunnen 296, Ostseite von Keller 306 vor der südöstlichen Kastellrundung.",50.181629,8.186805,|L·Q·S|,LQS,,Alcolea del Río,,,,,,,,,
14801,14801,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|L·Q'[S],LQS,,Alcolea del Río,,,,,,,,,
14810,14810,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|LQS'|,LQS,,Alcolea del Río,,,,,,,,,
14811,14811,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|LQ[S],LQS,,Alcolea del Río,,,,,,,,,
14819,14819,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|LQSK'|,LQSK?,,Alcolea del Río,,,,,,,,,
14825,14825,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,[GRA]/[DOS],GRADOS,,Peñaflor,,,,,,,,,
14842,14842,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|GR*,GR...,,,,,,,,,,,
14873,14873,Dressel 20,Orlen,aus Keller 385,50.181629,8.186805,+FSS|,...FSS,,,,,,,,,,,
14877,14877,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,"QSASC, sine imagine",QSASC,,Cerro de los Pesebres,,,,,,,,,
14933,14933,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|F((hedera))SCIM|/|NIANO|,FSCIMNIANO,,Las Delicias,,,,,,,,,
14945,14945,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|ST·PR|,STPR,,Arva,,,,,,,,,
14946,14946,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,+T·PR|,...TPR,,,,,,,,,,,
14947,14947,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,|STP'R|,STPR,,Arva,,,,,,,,,
14951,14951,Dressel 20,Orlen,Keller 436,50.181629,8.186805,|C·TY'+,CTY...,,La Graja,,,,,,,,,
14957,14957,Dressel 20,Orlen,"Langbau 268, über den Kekkern 270, 271, 272",50.181629,8.186805,[QVCVIR],QVCVIR,,Villar de Brenes,,,,,,,,,
14965,14965,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,VMFC|,VMFC,,La Catria,,,,,,,,,
14970,14970,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,[L]V'V'A'|,LVVA,,,,,,,,,,,
14988,14988,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,VIRG|,VIRG,,Villar de Brenes,,,,,,,,,
14994,14994,Dressel 20,Orlen,Zugmantel,50.181629,8.186805,VIR·+,VIR...,,,,,,,,,,,
12013,12013,Dressel 20,Osterburken,"Lesefund, unstrat. von J.Volk u.H.Pokorny augel.Vgl.Fundber,Bad.-Wúrtt.5,1980,212",49.429975,9.422521,*PC·ETN|,...PCETN,,,,,,,,,,,
12699,12699,Dressel 20,Passau,Passau,48.574308,13.464016,|PC<LOD^IICE^LI(-)|,PCLODIICELI,,Arva,,,,,,,,,
12700,12700,Dressel 20,Regensburg,Regensburg,49.034512,12.119234,|L·S·L·P((amphora))|,LSLP,,La Catria,,,,,,,,,
12701,12701,Dressel 20,Regensburg,Regensburg,49.034512,12.119234,|QIMFN|,QIMFN,,Malpica,,,,,,,,,
12702,12702,Dressel 20,Regensburg,Regensburg,49.034512,12.119234,|COI|,COI,,,,,,,,,,,
14489,14489,Dressel 20,Regensburg,Gärtnerei Wartner,49.034512,12.119234,"QIMFN, sine imagine",QIMFN,,Malpica,,,,,,,,,
14857,14857,Dressel 20,Regensburg,Kumpfmühlerstrasse 52a,49.034512,12.119234,|L·S·L·P((anfora)),LSLP,,La Catria,,,,,,,,,
18852,18852,Dressel 20,Regensburg,Periode 2 (Vicus 14/1).,49.034512,12.119234,|QIMFN|,QIMFN,,Malpica,,,,,,,,,
18853,18853,Dressel 20,Regensburg,Kumpfmühl,49.034512,12.119234,|PC^A^EH^E|,PCAEHER,,La Mallena,,,,,,,,,
18854,18854,Dressel 20,Regensburg,Kumpfmühl,49.034512,12.119234,|PMZ',PMZ,,huerta del río,,,,,,,,,
18855,18855,Dressel 20,Regensburg,Kumpfmühl,49.034512,12.119234,|AP((amphora))|,AP,,,,,,,,,,,
18856,18856,Dressel 20,Regensburg,Kumpfmühl,49.034512,12.119234,A.P*,AP,,,,,,,,,,,
18857,18857,Dressel 20,Regensburg,"Phase 2B (Vicus 13/16, Nr. 100).",49.034512,12.119234,|L·S·L·P((amphora))|,LSLP,,La Catria,,,,,,,,,
18858,18858,Dressel 20,Regensburg,"Phase 1B/Periode 2 (Vicus 10/15-6, Nr. 10).",49.034512,12.119234,|C·TOSSA|,CTOSESAL?,,,,,,,,,,,
18859,18859,Dressel 20,Regensburg,Kumpfmühl,49.034512,12.119234,*M|,...M,,,,,,,,,,,
14075,14075,Dressel 20,Remagen,Remagen,50.575927,7.238334,"ACIRGIF, sine imagine",ACIRGIF,,,,,,,,,,,
14087,14087,Dressel 20,Remagen,Remagen,50.575927,7.238334,"ACIRGI, sine imagine",ACIRGI,,Itálica,,,,,,,,,
14590,14590,Dressel 20,Remagen,Remagen,50.575927,7.238334,"IIIVNMELISSIETMELISSE, sine imagine",IIIVNMELISSIETMELISSE,,Las Delicias,,,,,,,,,
27860,27860,Dressel 20,Rheinhessen,"Vor der Kirche, Lesefunde, 1900",49.833333,8.166667,|A'(-)ORGE|,A…ORGE,,,,,,,,,,,
27861,27861,Dressel 20,Rheinhessen,"chemische Fabrik Dr. Jacob, 1924",49.833333,8.166667,[KV·FIC·CEPA]/[C]OL·LEOPAR'',KVFICCEPACOLLEOPAR,,El Pinzón,,,,,,,,,
27861,27861,Dressel 20,Rheinhessen,"chemische Fabrik Dr. Jacob, 1924",49.833333,8.166667,[KV·FIC·CEPA]/[C]OL·LEOPAR'',KVFICCEPACOLLEOPAR,,El Portillo,,,,,,,,,
27861,27861,Dressel 20,Rheinhessen,"chemische Fabrik Dr. Jacob, 1924",49.833333,8.166667,[KV·FIC·CEPA]/[C]OL·LEOPAR'',KVFICCEPACOLLEOPAR,,Madueño,,,,,,,,,
27862,27862,Dressel 20,Rheinhessen,Bad Kreuznach,49.833333,8.166667,|QIM+,QIM…,,,,,,,,,,,
27863,27863,Dressel 20,Rheinhessen,Bad Kreuznach,49.833333,8.166667,|SIS^EN|,SISEN,,La Catria,,,,,,,,,
27864,27864,Dressel 20,Rheinhessen,"Rahnacker, Lesefunde 1960-80",49.833333,8.166667,|CI(---)|?,?,,,,,,,,,,,
27865,27865,Dressel 20,Rheinhessen,canabae,49.833333,8.166667,|PMV|,PMV,,,,,,,,,,,
27866,27866,Dressel 20,Rheinhessen,Tierhäupter,49.833333,8.166667,[IIIV]N'[M]ELSS''[I]|/[ET]MELIS'SE|,IIIVNMELISSIETMELISSE,,Las Delicias,,,,,,,,,
27867,27867,Dressel 20,Rheinhessen,Bad Kreuznach,49.833333,8.166667,|L'I'D'FIT^AL|,LIDFITAL,,,,,,,,,,,
27868,27868,Dressel 20,Rheinhessen,Bad Kreuznach,49.833333,8.166667,|MIM|,MIM,,La Catria,,,,,,,,,
27868,27868,Dressel 20,Rheinhessen,Bad Kreuznach,49.833333,8.166667,|MIM|,MIM,,Peñaflor,,,,,,,,,
27869,27869,Dressel 20,Rheinhessen,Bad Kreuznach,49.833333,8.166667,[II]IENN[^I]I'VL,IIIENNIIVL,,huerta del río,,,,,,,,,
27870,27870,Dressel 20,Rheinhessen,Bosenheim,49.833333,8.166667,?,?,,,,,,,,,,,
27871,27871,Dressel 20,Rheinhessen,Bad Kreuznach,49.833333,8.166667,|CEFP|,CEFP,,La Catria,,,,,,,,,
27872,27872,Dressel 20,Rheinhessen,"chemische Fabrik Dr. Jacob, 1924",49.833333,8.166667,|VIRCIN|,VIRCIN,,Villar de Brenes,,,,,,,,,
27873,27873,Dressel 20,Rheinhessen,Kastellgrabung 1977/78,49.833333,8.166667,|AELFO|,AELFO,,La Catria,,,,,,,,,
27874,27874,Dressel 20,Rheinhessen,Kirchstrasse 19,49.833333,8.166667,?,?,,,,,,,,,,,
27875,27875,Dressel 20,Rheinhessen,"Kastellgelände, Aushub 3. Gymnasium",49.833333,8.166667,|DOMS|,DOMS,,Alcolea del Río,,,,,,,,,
27876,27876,Dressel 20,Rheinhessen,Villa,49.833333,8.166667,|SCA^LCEL[S],SCALCELS,,Cerro de los Pesebres,,,,,,,,,
27877,27877,Dressel 20,Rheinhessen,"Vor der Kirche, Römische Villa, 5.3.1998",49.833333,8.166667,|EROTICI|,EROTICI,,,,,,,,,,,
27878,27878,Dressel 20,Rheinhessen,Bingen,49.833333,8.166667,|PRI*,PRI…,,,,,,,,,,,
27879,27879,Dressel 20,Rheinhessen,Abböschungarbeiten für die linksrheinische Eisenbhan,49.833333,8.166667,|LCA~X| & |LCN^X| & |LCM^X|,LCAX & LCNX & LCMX,,,,,,,,,,,
27880,27880,Dressel 20,Rheinhessen,Bad Kreuznach,49.833333,8.166667,|DOMS|,DOMS,,Alcolea del Río,,,,,,,,,
27881,27881,Dressel 20,Rheinhessen,Bad Kreuznach,49.833333,8.166667,|L·A·L|,LAL,,Las Valbuenas,,,,,,,,,
27881,27881,Dressel 20,Rheinhessen,Bad Kreuznach,49.833333,8.166667,|L·A·L|,LAL,,Tarancón,,,,,,,,,
27882,27882,Dressel 20,Rheinhessen,Bad Kreuznach,49.833333,8.166667,|VIRC|,VIRC,,Villar de Brenes,,,,,,,,,
27883,27883,Dressel 20,Rheinhessen,Bad Kreuznach,49.833333,8.166667,[CAN^T]ON^IQVI^E''T''I''|,CANTONIQVIETI,,Alcolea del Río,,,,,,,,,
27885,27885,Dressel 20,Rheinhessen,Bad Kreuznach,49.833333,8.166667,|RAM| & |MAr|,RAM & MAR,,,,,,,,,,,
27886,27886,Dressel 20,Rheinhessen,Bad Kreuznach,49.833333,8.166667,|LFC·A·GAL,LFCAGAL,,Alcotrista,,,,,,,,,
27887,27887,Dressel 20,Rheinhessen,"Industriestrasse, Firma Hercules, Profil E-F, Bl. 13.4, Fundstück-Nr. 20, 8.9.1999",49.833333,8.166667,[EXO]F''C'B'E'L,EXOFCBEL,,,,,,,,,,,
27887,27887,Dressel 20,Rheinhessen,"Industriestrasse, Firma Hercules, Profil E-F, Bl. 13.4, Fundstück-Nr. 20, 8.9.1999",49.833333,8.166667,E'XOF'C'BEL,EXOFCBEL,,,,,,,,,,,
27888,27888,Dressel 20,Rheinhessen,Bad Kreuznach,49.833333,8.166667,IIIE'N'N^IIV^L((palma))|,IIIENNIVL((PALMA)),,huerta del río,,,,,,,,,
27889,27889,Dressel 20,Rheinhessen,Kastell,49.833333,8.166667,|IICAMILI|/|MELISSI|,IICAMILIMELISSI,,Arva,,,,,,,,,
27889,27889,Dressel 20,Rheinhessen,Kastell,49.833333,8.166667,|IICAMILI|/|MELISSI|,IICAMILIMELISSI,,Las Delicias,,,,,,,,,
27890,27890,Dressel 20,Rheinhessen,Bad Kreuznach,49.833333,8.166667,|AGRICOLA^E|,AGRICOLAE,,Casa de Mingaobez,,,,,,,,,
27891,27891,Dressel 20,Rheinhessen,"Friedhofstrasse, 1950",49.833333,8.166667,Q·F·LVPI|,QFLVPI,,Las Sesenta,,,,,,,,,
27892,27892,Dressel 20,Rheinhessen,Bad Kreuznach,49.833333,8.166667,|PORC·PR|,PORCPR,,La Catria,,,,,,,,,
27895,27895,Dressel 20,Rheinhessen,Eisenbahnbau,49.833333,8.166667,|CA^LPV^R·N|,CALPVRN,,,,,,,,,,,
27896,27896,Dressel 20,Rheinhessen,"Constrasse, Haus Espenschied, Grab 2, 8.4.1914",49.833333,8.166667,|ACIRGIF|,ACIRGIF,,,,,,,,,,,
30669,30669,Dressel 20,Rheinhessen,Baz Kreunach,49.833333,8.166667,+P·A|,…PA,,,,,,,,,,,
36999,36999,Dressel 20,Rheinhessen,Abböschungarbeiten für die linksrheinische Eisenbhan,49.833333,8.166667,"ACIRGI, sine imagine",ACIRGI,,Itálica,,,,,,,,,
13946,13946,Dressel 20,Rheinzabern,Rheinzabern,49.117784,8.279373,"LAF, sine imagine",LAF,,La Catria,,,,,,,,,
14243,14243,Dressel 20,Rheinzabern,"Rheinzabern, Kr.Germersheim",49.117784,8.279373,"DEDIMVS, sine imagine",DEDIMVS,,,,,,,,,,,
14277,14277,Dressel 20,Rheinzabern,Rheinzabern,49.117784,8.279373,"EVETYCHI+, sine imagine",EVETYCHI...,,,,,,,,,,,
14342,14342,Dressel 20,Rheinzabern,"Rheinzabern, Kr.Germersheim",49.117784,8.279373,[S·F·E],SFE,,,,,,,,,,,
14057,14057,Dressel 20,Riegel am Kaiserstuhl,Neubau Gemeindewohnhaus 1956,48.151113,7.749145,PA^T'V|,PATV?,,,,,,,,,,,
14025,14025,Dressel 20,Risstissen,Risstissen,48.270991,9.825866,|C·AN^TON^IQVI^E[TI],CANTONIQVIETI,,Alcolea del Río,,,,,,,,,
14779,14779,Dressel 20,Risstissen,Bahnhofstrasse,48.270991,9.825866,|[P]ASS·ERAr^i|,PASSERARI?,,La Umbría de Moratalla,,,,,,,,,
32244,32244,Dressel 20,Rommerskirchen,Hoeningen,51.035167,6.692361,|ACIRGI|,ACIRGI,,Itálica,,,,,,,,,
32245,32245,Dressel 20,Rommerskirchen,Nettesheim-Butzheim,51.035167,6.692361,|QVIN+,QVIN…,,,,,,,,,,,
32246,32246,Dressel 20,Rommerskirchen,Gill,51.035167,6.692361,QMR|,QMR,,,,,,,,,,,
32247,32247,Dressel 20,Rommerskirchen,Gill,51.035167,6.692361,|MR.,MR,,,,,,,,,,,
32248,32248,Dressel 20,Rommerskirchen,Sinsteden,51.035167,6.692361,VIII·,VIII,,,,,,,,,,,
7337,7337,Dressel 20,Rommerskirchen,Nettesheim-Butzheim,51.035167,6.692361,|G'·M·M·F|,GMMF,,Azanaque-Castillejo,,,,,,,,,
7341,7341,Dressel 20,Rommerskirchen,Oekhoven,51.035167,6.692361,LIVNIM'|/[ELI]S·SI|,LIVNIMELISSI,,Las Delicias,,,,,,,,,
14229,14229,Dressel 20,Rosbach vor der H?he,Kastell Kapersburg,50.3,8.716667,[PC]ICE[LI],PCICELI,,Arva,,,,,,,,,
