id,lat,long,type,site,code,place
15707,53.966667,-1.083333,Dressel 20,York,CCCOV,Britania
15724,53.966667,-1.083333,Dressel 20,York,QRAMUSPALMAECRAMUSPALAMAEC,Britania
15735,53.966667,-1.083333,Dressel 20,York,QCCE,Britania
15765,53.966667,-1.083333,Dressel 20,York,LCM,Britania
15776,53.966667,-1.083333,Dressel 20,York,LCOC,Britania
15851,53.966667,-1.083333,Dressel 20,York,LFCARES,Britania
15889,53.966667,-1.083333,Dressel 20,York,VECAT,Britania
15899,53.966667,-1.083333,Dressel 20,York,CEFP,Britania
15907,53.966667,-1.083333,Dressel 20,York,MFS,Britania
15927,53.966667,-1.083333,Dressel 20,York,IIIENNIVLHEDERA,Britania
16024,53.966667,-1.083333,Dressel 20,York,PORLFS,Britania
16070,53.966667,-1.083333,Dressel 20,York,HISPSAENI,Britania
16075,53.966667,-1.083333,Dressel 20,York,HISPSAENICORONA,Britania
16077,53.966667,-1.083333,Dressel 20,York,CENHISPSAE,Britania
16101,53.966667,-1.083333,Dressel 20,York,CIALB,Britania
16198,53.966667,-1.083333,Dressel 20,York,LIT,Britania
16224,53.966667,-1.083333,Dressel 20,York,PIVLICRISPI,Britania
16253,53.966667,-1.083333,Dressel 20,York,IIIVNIMELISSETMELISSE,Britania
16259,53.966667,-1.083333,Dressel 20,York,LIVNIMELISSI,Britania
16264,53.966667,-1.083333,Dressel 20,York,VNMELISI,Britania
16273,53.966667,-1.083333,Dressel 20,York,LIVNMELISSI,Britania
16299,53.966667,-1.083333,Dressel 20,York,IIIVNMELISSIETMELISSEHEDERA,Britania
16327,53.966667,-1.083333,Dressel 20,York,CLPVHEDERA,Britania
16346,53.966667,-1.083333,Dressel 20,York,RM,Britania
16427,53.966667,-1.083333,Dressel 20,York,MARS,Britania
16439,53.966667,-1.083333,Dressel 20,York,PMOCVFIGEDO,Britania
16464,53.966667,-1.083333,Dressel 20,York,PNN,Britania
16472,53.966667,-1.083333,Dressel 20,York,PNN,Britania
16476,53.966667,-1.083333,Dressel 20,York,PNN,Britania
16495,53.966667,-1.083333,Dressel 20,York,PALMAPNNARPALMA,Britania
16501,53.966667,-1.083333,Dressel 20,York,SNR,Britania
16686,53.966667,-1.083333,Dressel 20,York,FIGBA,Britania
16716,53.966667,-1.083333,Dressel 20,York,ROMVLHEDERAF,Britania
16852,53.966667,-1.083333,Dressel 20,York,SAXOFERREO,Britania
16853,53.966667,-1.083333,Dressel 20,York,SAXOFERREO,Britania
16855,53.966667,-1.083333,Dressel 20,York,SAXOFERREO,Britania
16866,53.966667,-1.083333,Dressel 20,York,SAXOFER,Britania
16895,53.966667,-1.083333,Dressel 20,York,FSCIMNIANI,Britania
17129,53.966667,-1.083333,Dressel 20,York,ISM,Britania
17143,53.966667,-1.083333,Dressel 20,York,PE,Britania
17170,53.966667,-1.083333,Dressel 20,York,AA,Britania
14081,50.774122,6.084726,Dressel 20,Aachen,ACIRGI,Germania
13944,50.382382,6.93291,Dressel 20,Adenau,GAF,Germania
14086,50.382382,6.93291,Dressel 20,Adenau,ACIRGI,Germania
14036,50.28721,8.944586,Dressel 20,Altenstadt,CANTQVI,Germania
14227,50.28721,8.944586,Dressel 20,Altenstadt,PCLICELI,Germania
14356,50.28721,8.944586,Dressel 20,Altenstadt,LFFV,Germania
14428,50.28721,8.944586,Dressel 20,Altenstadt,QIAFS,Germania
14435,50.28721,8.944586,Dressel 20,Altenstadt,QIAF,Germania
27368,50.28721,8.944586,Dressel 20,Altenstadt,FLQR,Germania
14282,51.733333,6.283333,Dressel 20,Altkalkar,LFC,Germania
14370,51.733333,6.283333,Dressel 20,Altkalkar,LFO,Germania
18861,51.733333,6.283333,Dressel 20,Altkalkar,SAXOFERRI,Germania
18862,51.733333,6.283333,Dressel 20,Altkalkar,TATASIATICCI,Germania
18863,51.733333,6.283333,Dressel 20,Altkalkar,QIAF,Germania
27386,49.746574,8.115128,Dressel 20,Alzey,QIAFS,Germania
27387,49.746574,8.115128,Dressel 20,Alzey,LIVNIMELISSI,Germania
27388,49.746574,8.115128,Dressel 20,Alzey,IIIVNMELISSIETMELISSE,Germania
27389,49.746574,8.115128,Dressel 20,Alzey,LCHE,Germania
27390,49.746574,8.115128,Dressel 20,Alzey,CAEFM,Germania
27391,49.746574,8.115128,Dressel 20,Alzey,SLFCL,Germania
27392,49.746574,8.115128,Dressel 20,Alzey,CSL,Germania
27393,49.746574,8.115128,Dressel 20,Alzey,LCFPC,Germania
27394,49.746574,8.115128,Dressel 20,Alzey,POPVLI,Germania
27395,49.746574,8.115128,Dressel 20,Alzey,PVAFAV,Germania
27396,49.746574,8.115128,Dressel 20,Alzey,QAHVAE,Germania
5590,47.733333,10.733333,Dressel 20,Auerberg,QIV,Germania
5591,47.733333,10.733333,Dressel 20,Auerberg,SCLC,Germania
14152,48.805827,9.241809,Dressel 20,Bad Cannstatt,MCFRICD,Germania
14197,48.805827,9.241809,Dressel 20,Bad Cannstatt,MCS,Germania
14208,48.805827,9.241809,Dressel 20,Bad Cannstatt,MMCSVR,Germania
14210,48.805827,9.241809,Dressel 20,Bad Cannstatt,MMCSANTO,Germania
14256,48.805827,9.241809,Dressel 20,Bad Cannstatt,IIIENNIIVL,Germania
14294,48.805827,9.241809,Dressel 20,Bad Cannstatt,LFFCV,Germania
14298,48.805827,9.241809,Dressel 20,Bad Cannstatt,LFCCVFC,Germania
14378,48.805827,9.241809,Dressel 20,Bad Cannstatt,MFS,Germania
14500,48.805827,9.241809,Dressel 20,Bad Cannstatt,QIMFS,Germania
14520,48.805827,9.241809,Dressel 20,Bad Cannstatt,LIT,Germania
14598,48.805827,9.241809,Dressel 20,Bad Cannstatt,ALFO,Germania
14674,48.805827,9.241809,Dressel 20,Bad Cannstatt,QNDAND,Germania
14714,48.805827,9.241809,Dressel 20,Bad Cannstatt,DOMS,Germania
14750,48.805827,9.241809,Dressel 20,Bad Cannstatt,APAMPHORACOAPAMPHORAQCO,Germania
14774,48.805827,9.241809,Dressel 20,Bad Cannstatt,QPPHRYX,Germania
14804,48.805827,9.241809,Dressel 20,Bad Cannstatt,LQS,Germania
14823,48.805827,9.241809,Dressel 20,Bad Cannstatt,MQSR,Germania
14915,48.805827,9.241809,Dressel 20,Bad Cannstatt,SAXOFERRI,Germania
14993,48.805827,9.241809,Dressel 20,Bad Cannstatt,VIRAV,Germania
14003,50.332737,7.717548,Dressel 20,Bad Ems,MAEMRVS,Germania
14258,50.332737,7.717548,Dressel 20,Bad Ems,IIIENNIIVLCORONA,Germania
14492,50.332737,7.717548,Dressel 20,Bad Ems,QIIMFN,Germania
14813,50.332737,7.717548,Dressel 20,Bad Ems,LQS,Germania
14818,50.332737,7.717548,Dressel 20,Bad Ems,LQSK,Germania
14541,48.757631,8.242458,Dressel 20,Baden-Baden,CIVR,Germania
14832,48.757631,8.242458,Dressel 20,Baden-Baden,CRKAL,Germania
14410,49.841396,7.867127,Dressel 20,Bad Kreuznach,HISPSAE,Germania
27906,49.841396,7.867127,Dressel 20,Bad Kreuznach,IICAMILIMELISSI,Germania
27907,49.841396,7.867127,Dressel 20,Bad Kreuznach,LFCFP,Germania
11976,49.229708,9.156485,Dressel 20,Bad Wimpfen,ACIRGI,Germania
11985,49.229708,9.156485,Dressel 20,Bad Wimpfen,QVIA,Germania
12002,49.229708,9.156485,Dressel 20,Bad Wimpfen,PNNSH,Germania
12009,49.229708,9.156485,Dressel 20,Bad Wimpfen,MVL,Germania
13970,49.229708,9.156485,Dressel 20,Bad Wimpfen,LA,Germania
13981,49.229708,9.156485,Dressel 20,Bad Wimpfen,CAS,Germania
14090,49.229708,9.156485,Dressel 20,Bad Wimpfen,ACIRCI,Germania
14291,49.229708,9.156485,Dressel 20,Bad Wimpfen,LFCCVCAT,Germania
14312,49.229708,9.156485,Dressel 20,Bad Wimpfen,LFCCVFS,Germania
14418,49.229708,9.156485,Dressel 20,Bad Wimpfen,QHEDERAIHEDERAA,Germania
14436,49.229708,9.156485,Dressel 20,Bad Wimpfen,QIAFSF,Germania
14529,49.229708,9.156485,Dressel 20,Bad Wimpfen,LIT,Germania
14626,49.229708,9.156485,Dressel 20,Bad Wimpfen,QMMCER,Germania
14640,49.229708,9.156485,Dressel 20,Bad Wimpfen,QMR,Germania
14739,49.229708,9.156485,Dressel 20,Bad Wimpfen,PORODV,Germania
20658,49.229708,9.156485,Dressel 20,Bad Wimpfen,LFCCVCAT,Germania
13952,47.968555,10.21178,Dressel 20,Benningen,CAFSMCAFFM,Germania
14589,49.966747,7.899198,Dressel 20,Bingen,IIIVNMELISSIETMELISSE,Germania
14794,49.966747,7.899198,Dressel 20,Bingen,MQFF,Germania
14937,49.966747,7.899198,Dressel 20,Bingen,FSCIMNIANO,Germania
14237,49.966116,7.88476,Dressel 20,Bingerbrﾁck,CALPVRNI,Germania
14038,50.73438,7.095485,Dressel 20,Bonn,CANTQVIETI,Germania
14073,50.73438,7.095485,Dressel 20,Bonn,ACIRGIF,Germania
14088,50.73438,7.095485,Dressel 20,Bonn,ACIRGI,Germania
14099,50.73438,7.095485,Dressel 20,Bonn,AGRICOLAE,Germania
14220,50.73438,7.095485,Dressel 20,Bonn,IICAMILIMELISSI,Germania
14233,50.73438,7.095485,Dressel 20,Bonn,CCRASSISAI,Germania
14248,50.73438,7.095485,Dressel 20,Bonn,CEFP,Germania
14303,50.73438,7.095485,Dressel 20,Bonn,LFCCVFCM,Germania
14349,50.73438,7.095485,Dressel 20,Bonn,DFF,Germania
14449,50.73438,7.095485,Dressel 20,Bonn,CIALB,Germania
14565,50.73438,7.095485,Dressel 20,Bonn,LIVNIMELISSI,Germania
14584,50.73438,7.095485,Dressel 20,Bonn,IIIVNMELISSIETMELISSE,Germania
14585,50.73438,7.095485,Dressel 20,Bonn,IIIVNMELISSIETMELISSE,Germania
14622,50.73438,7.095485,Dressel 20,Bonn,GMMF,Germania
14651,50.73438,7.095485,Dressel 20,Bonn,PMSC,Germania
14690,50.73438,7.095485,Dressel 20,Bonn,PNN,Germania
14693,50.73438,7.095485,Dressel 20,Bonn,PNN,Germania
14707,50.73438,7.095485,Dressel 20,Bonn,SEXN,Germania
14803,50.73438,7.095485,Dressel 20,Bonn,LQS,Germania
14848,50.73438,7.095485,Dressel 20,Bonn,PORPS,Germania
14891,50.73438,7.095485,Dressel 20,Bonn,LSERALB,Germania
14904,50.73438,7.095485,Dressel 20,Bonn,ASAENI,Germania
14917,50.73438,7.095485,Dressel 20,Bonn,SAXOFERREO,Germania
14922,50.73438,7.095485,Dressel 20,Bonn,SAXFERRIVS,Germania
14928,50.73438,7.095485,Dressel 20,Bonn,SCALCELS,Germania
14995,50.73438,7.095485,Dressel 20,Bonn,VIR,Germania
17921,50.73438,7.095485,Dressel 20,Bonn,CIVENALBEP,Germania
20477,50.73438,7.095485,Dressel 20,Bonn,GAF,Germania
14028,48.6457,10.825275,Dressel 20,Burghöfe,CANTONIQVIETI,Germania
14096,48.6457,10.825275,Dressel 20,Burghöfe,AFRICANI,Germania
14327,50.433886,8.672684,Dressel 20,Butzbach,QFC,Germania
14344,50.433886,8.672684,Dressel 20,Butzbach,SFE,Germania
14459,50.433886,8.672684,Dressel 20,Butzbach,LIDFITALICAE,Germania
14493,50.433886,8.672684,Dressel 20,Butzbach,QIMFN,Germania
14507,50.433886,8.672684,Dressel 20,Butzbach,QIMF,Germania
14657,50.433886,8.672684,Dressel 20,Butzbach,PMV,Germania
14244,50.210231,7.69445,Dressel 20,Dahlheim,DEMOSTENE,Germania
37054,49.871674,8.650271,Dressel 20,Darmstadt,AGRICOLAE,Germania
27403,49.897382,8.846132,Dressel 20,Dieburg,PARVA,Germania
27403,49.897382,8.846132,Dressel 20,Dieburg,PNN,Germania
27404,49.897382,8.846132,Dressel 20,Dieburg,QMR,Germania
27406,49.897382,8.846132,Dressel 20,Dieburg,FSCIMNIANO,Germania
27407,49.897382,8.846132,Dressel 20,Dieburg,LFCCVCAT,Germania
27408,49.897382,8.846132,Dressel 20,Dieburg,IIMINACRETCAL,Germania
27409,49.897382,8.846132,Dressel 20,Dieburg,EFC,Germania
27410,49.897382,8.846132,Dressel 20,Dieburg,QCM,Germania
27411,49.897382,8.846132,Dressel 20,Dieburg,SNR,Germania
27412,49.897382,8.846132,Dressel 20,Dieburg,PARVA,Germania
27413,49.897382,8.846132,Dressel 20,Dieburg,ACIRC,Germania
27414,49.897382,8.846132,Dressel 20,Dieburg,MMCSVR,Germania
27415,49.897382,8.846132,Dressel 20,Dieburg,FICINA,Germania
27416,49.897382,8.846132,Dressel 20,Dieburg,COL,Germania
27417,49.897382,8.846132,Dressel 20,Dieburg,IIIENNIVLPALMA,Germania
27418,49.897382,8.846132,Dressel 20,Dieburg,QFRRIV,Germania
27423,49.897382,8.846132,Dressel 20,Dieburg,AS,Germania
27423,49.897382,8.846132,Dressel 20,Dieburg,SVPERSTISFIIC,Germania
13963,50.390265,8.886115,Dressel 20,Echzell,PTAN,Germania
12698,48.85632,11.772216,Dressel 20,Eining,ACIRGI,Germania
14224,49.558592,8.071989,Dressel 20,Eisenberg,PCLODIICELI,Germania
14240,49.558592,8.071989,Dressel 20,Eisenberg,CALPC,Germania
14908,48.212485,9.657342,Dressel 20,Emerkingen,SATVRNINI,Germania
14726,49.828532,6.832807,Dressel 20,Ensch,DOMS,Germania
14124,48.561354,10.409055,Dressel 20,Faimingen,LCANTP,Germania
11994,48.815624,9.277806,Dressel 20,Fellbach,IICCLMM,Germania
14761,50.023811,6.541303,Dressel 20,Fliessem,APM,Germania
12016,50.11552,8.684167,Dressel 20,Frankfurt am Main,CCXV,Germania
12016,50.11552,8.684167,Dressel 20,Frankfurt am Main,FISCIRATIONISPATRIMONISPROVINCIAEBAETICAE,Germania
12016,50.11552,8.684167,Dressel 20,Frankfurt am Main,X,Germania
13945,50.11552,8.684167,Dressel 20,Frankfurt am Main,LHEDERAAHEDERAF,Germania
13955,50.11552,8.684167,Dressel 20,Frankfurt am Main,PORTPAH,Germania
13959,50.11552,8.684167,Dressel 20,Frankfurt am Main,SALS,Germania
13965,50.11552,8.684167,Dressel 20,Frankfurt am Main,LAP,Germania
13966,50.11552,8.684167,Dressel 20,Frankfurt am Main,LAPAET,Germania
13983,50.11552,8.684167,Dressel 20,Frankfurt am Main,CAS,Germania
13999,50.11552,8.684167,Dressel 20,Frankfurt am Main,MAEMRVS,Germania
14002,50.11552,8.684167,Dressel 20,Frankfurt am Main,MAEMRVS,Germania
14004,50.11552,8.684167,Dressel 20,Frankfurt am Main,FALBLIC,Germania
14047,50.11552,8.684167,Dressel 20,Frankfurt am Main,CAPF,Germania
14061,50.11552,8.684167,Dressel 20,Frankfurt am Main,TAASIATICI,Germania
14067,50.11552,8.684167,Dressel 20,Frankfurt am Main,ACIRGIF,Germania
14068,50.11552,8.684167,Dressel 20,Frankfurt am Main,ACIRGIF,Germania
14071,50.11552,8.684167,Dressel 20,Frankfurt am Main,ACIRG,Germania
14077,50.11552,8.684167,Dressel 20,Frankfurt am Main,ACIRGI,Germania
14078,50.11552,8.684167,Dressel 20,Frankfurt am Main,ACIRGI,Germania
14097,50.11552,8.684167,Dressel 20,Frankfurt am Main,AGRICOLAE,Germania
14098,50.11552,8.684167,Dressel 20,Frankfurt am Main,AGRICOLAE,Germania
14103,50.11552,8.684167,Dressel 20,Frankfurt am Main,ARAXIFM,Germania
14105,50.11552,8.684167,Dressel 20,Frankfurt am Main,PARVA,Germania
14106,50.11552,8.684167,Dressel 20,Frankfurt am Main,ARVP,Germania
14112,50.11552,8.684167,Dressel 20,Frankfurt am Main,BELL,Germania
14129,50.11552,8.684167,Dressel 20,Frankfurt am Main,QPALMACPALMAC,Germania
14138,50.11552,8.684167,Dressel 20,Frankfurt am Main,QCCE,Germania
14143,50.11552,8.684167,Dressel 20,Frankfurt am Main,QCCL,Germania
14146,50.11552,8.684167,Dressel 20,Frankfurt am Main,LCFPCHEDERALCFPCO,Germania
14149,50.11552,8.684167,Dressel 20,Frankfurt am Main,LCFPCO,Germania
14153,50.11552,8.684167,Dressel 20,Frankfurt am Main,LCHE,Germania
14159,50.11552,8.684167,Dressel 20,Frankfurt am Main,SCLC,Germania
14160,50.11552,8.684167,Dressel 20,Frankfurt am Main,SCLH,Germania
14169,50.11552,8.684167,Dressel 20,Frankfurt am Main,LCM,Germania
14176,50.11552,8.684167,Dressel 20,Frankfurt am Main,LCMY,Germania
14185,50.11552,8.684167,Dressel 20,Frankfurt am Main,QCM,Germania
14190,50.11552,8.684167,Dressel 20,Frankfurt am Main,QCR,Germania
14196,50.11552,8.684167,Dressel 20,Frankfurt am Main,MCS,Germania
14206,50.11552,8.684167,Dressel 20,Frankfurt am Main,MMCSVR,Germania
14217,50.11552,8.684167,Dressel 20,Frankfurt am Main,IICAMILIMELISSI,Germania
14231,50.11552,8.684167,Dressel 20,Frankfurt am Main,QCOCL,Germania
14232,50.11552,8.684167,Dressel 20,Frankfurt am Main,QCOCL,Germania
14236,50.11552,8.684167,Dressel 20,Frankfurt am Main,CALPVRNIC,Germania
14241,50.11552,8.684167,Dressel 20,Frankfurt am Main,FCERARIA,Germania
14245,50.11552,8.684167,Dressel 20,Frankfurt am Main,PEANT,Germania
14246,50.11552,8.684167,Dressel 20,Frankfurt am Main,MEEVPRO,Germania
14250,50.11552,8.684167,Dressel 20,Frankfurt am Main,CENHISPSAE,Germania
14251,50.11552,8.684167,Dressel 20,Frankfurt am Main,IIIENNIIVLPALMA,Germania
14270,50.11552,8.684167,Dressel 20,Frankfurt am Main,ELPIST,Germania
14271,50.11552,8.684167,Dressel 20,Frankfurt am Main,EROTIS,Germania
14278,50.11552,8.684167,Dressel 20,Frankfurt am Main,QFALB,Germania
14281,50.11552,8.684167,Dressel 20,Frankfurt am Main,LFC,Germania
14284,50.11552,8.684167,Dressel 20,Frankfurt am Main,LFCABAB,Germania
14290,50.11552,8.684167,Dressel 20,Frankfurt am Main,LFCCVCAT,Germania
14295,50.11552,8.684167,Dressel 20,Frankfurt am Main,LFCCVFCM,Germania
14300,50.11552,8.684167,Dressel 20,Frankfurt am Main,LFCCVVM,Germania
14301,50.11552,8.684167,Dressel 20,Frankfurt am Main,LFCCVFM,Germania
14307,50.11552,8.684167,Dressel 20,Frankfurt am Main,LFCCVFMS,Germania
14314,50.11552,8.684167,Dressel 20,Frankfurt am Main,LFCFP,Germania
14315,50.11552,8.684167,Dressel 20,Frankfurt am Main,LFCFP,Germania
14325,50.11552,8.684167,Dressel 20,Frankfurt am Main,QFC,Germania
14330,50.11552,8.684167,Dressel 20,Frankfurt am Main,QFCF,Germania
14337,50.11552,8.684167,Dressel 20,Frankfurt am Main,PORMFDIAB,Germania
14339,50.11552,8.684167,Dressel 20,Frankfurt am Main,MFDIA,Germania
14355,50.11552,8.684167,Dressel 20,Frankfurt am Main,LFFV,Germania
14361,50.11552,8.684167,Dressel 20,Frankfurt am Main,SFF,Germania
14374,50.11552,8.684167,Dressel 20,Frankfurt am Main,MFR,Germania
14376,50.11552,8.684167,Dressel 20,Frankfurt am Main,PORLFS,Germania
14389,50.11552,8.684167,Dressel 20,Frankfurt am Main,MFLAVI,Germania
14396,50.11552,8.684167,Dressel 20,Frankfurt am Main,PHILO,Germania
14398,50.11552,8.684167,Dressel 20,Frankfurt am Main,GALLICI,Germania
14400,50.11552,8.684167,Dressel 20,Frankfurt am Main,KVFIGGRVMCOLSICETASI,Germania
14402,50.11552,8.684167,Dressel 20,Frankfurt am Main,PQHEHE,Germania
14403,50.11552,8.684167,Dressel 20,Frankfurt am Main,XIIIIHP,Germania
14408,50.11552,8.684167,Dressel 20,Frankfurt am Main,HISPANSAENPALMA,Germania
14412,50.11552,8.684167,Dressel 20,Frankfurt am Main,DIA,Germania
14417,50.11552,8.684167,Dressel 20,Frankfurt am Main,QHEDERAIHEDERAA,Germania
14424,50.11552,8.684167,Dressel 20,Frankfurt am Main,QIAFS,Germania
14429,50.11552,8.684167,Dressel 20,Frankfurt am Main,QIAF,Germania
14437,50.11552,8.684167,Dressel 20,Frankfurt am Main,QIIALFS,Germania
14440,50.11552,8.684167,Dressel 20,Frankfurt am Main,CIALB,Germania
14442,50.11552,8.684167,Dressel 20,Frankfurt am Main,CIALB,Germania
14444,50.11552,8.684167,Dressel 20,Frankfurt am Main,CIALB,Germania
14465,50.11552,8.684167,Dressel 20,Frankfurt am Main,MIM,Germania
14467,50.11552,8.684167,Dressel 20,Frankfurt am Main,MIM,Germania
14477,50.11552,8.684167,Dressel 20,Frankfurt am Main,MIME,Germania
14479,50.11552,8.684167,Dressel 20,Frankfurt am Main,QIM,Germania
14491,50.11552,8.684167,Dressel 20,Frankfurt am Main,QIMFN,Germania
14498,50.11552,8.684167,Dressel 20,Frankfurt am Main,QIMFS,Germania
14514,50.11552,8.684167,Dressel 20,Frankfurt am Main,PIRETH,Germania
14515,50.11552,8.684167,Dressel 20,Frankfurt am Main,PERSEIPIRSEI,Germania
14522,50.11552,8.684167,Dressel 20,Frankfurt am Main,LIT,Germania
14526,50.11552,8.684167,Dressel 20,Frankfurt am Main,LHEDERAIHEDERAT,Germania
14534,50.11552,8.684167,Dressel 20,Frankfurt am Main,ILFT,Germania
14545,50.11552,8.684167,Dressel 20,Frankfurt am Main,PIVLICRISPI,Germania
14547,50.11552,8.684167,Dressel 20,Frankfurt am Main,PIVLICRISP,Germania
14550,50.11552,8.684167,Dressel 20,Frankfurt am Main,CIVLISVRI,Germania
14555,50.11552,8.684167,Dressel 20,Frankfurt am Main,LIVNIMELISSI,Germania
14556,50.11552,8.684167,Dressel 20,Frankfurt am Main,LIVNIMELISSI,Germania
14559,50.11552,8.684167,Dressel 20,Frankfurt am Main,FSCIMNIANO,Germania
14559,50.11552,8.684167,Dressel 20,Frankfurt am Main,LIVNIMELISSI,Germania
14561,50.11552,8.684167,Dressel 20,Frankfurt am Main,HEDERALIVNIMELISSI,Germania
14569,50.11552,8.684167,Dressel 20,Frankfurt am Main,IIIVNIMELISSIETMELISSE,Germania
14578,50.11552,8.684167,Dressel 20,Frankfurt am Main,IIIVNIMELISSIETMELISSEHEDERA,Germania
14581,50.11552,8.684167,Dressel 20,Frankfurt am Main,IIIVNIMELISSEETMELISSE,Germania
14582,50.11552,8.684167,Dressel 20,Frankfurt am Main,IIIVNIMELISSIETMELISSE,Germania
14596,50.11552,8.684167,Dressel 20,Frankfurt am Main,ALFO,Germania
14602,50.11552,8.684167,Dressel 20,Frankfurt am Main,ALFQ,Germania
14620,50.11552,8.684167,Dressel 20,Frankfurt am Main,GMMF,Germania
14623,50.11552,8.684167,Dressel 20,Frankfurt am Main,GMMF,Germania
14633,50.11552,8.684167,Dressel 20,Frankfurt am Main,QMR,Germania
14634,50.11552,8.684167,Dressel 20,Frankfurt am Main,QMR,Germania
14648,50.11552,8.684167,Dressel 20,Frankfurt am Main,MMROMMRC,Germania
14650,50.11552,8.684167,Dressel 20,Frankfurt am Main,PMS,Germania
14658,50.11552,8.684167,Dressel 20,Frankfurt am Main,LMVE,Germania
14660,50.11552,8.684167,Dressel 20,Frankfurt am Main,LMVE,Germania
14666,50.11552,8.684167,Dressel 20,Frankfurt am Main,IIMINACRETCAN,Germania
14678,50.11552,8.684167,Dressel 20,Frankfurt am Main,PNN,Germania
14687,50.11552,8.684167,Dressel 20,Frankfurt am Main,PNNSHSOLETLUNA,Germania
14689,50.11552,8.684167,Dressel 20,Frankfurt am Main,PNNVR,Germania
14694,50.11552,8.684167,Dressel 20,Frankfurt am Main,SNR,Germania
14698,50.11552,8.684167,Dressel 20,Frankfurt am Main,SNR,Germania
14712,50.11552,8.684167,Dressel 20,Frankfurt am Main,DOMS,Germania
14729,50.11552,8.684167,Dressel 20,Frankfurt am Main,DOM,Germania
14732,50.11552,8.684167,Dressel 20,Frankfurt am Main,CORBEL,Germania
14733,50.11552,8.684167,Dressel 20,Frankfurt am Main,CORBEL,Germania
14740,50.11552,8.684167,Dressel 20,Frankfurt am Main,ONESIM,Germania
14741,50.11552,8.684167,Dressel 20,Frankfurt am Main,OPTATIF,Germania
14743,50.11552,8.684167,Dressel 20,Frankfurt am Main,OPTATI,Germania
14744,50.11552,8.684167,Dressel 20,Frankfurt am Main,PHEDERAPAC,Germania
14751,50.11552,8.684167,Dressel 20,Frankfurt am Main,APAMPHORARAPCR,Germania
14752,50.11552,8.684167,Dressel 20,Frankfurt am Main,APC,Germania
14763,50.11552,8.684167,Dressel 20,Frankfurt am Main,CPMC,Germania
14775,50.11552,8.684167,Dressel 20,Frankfurt am Main,QPPRIX,Germania
14780,50.11552,8.684167,Dressel 20,Frankfurt am Main,PATERNI,Germania
14786,50.11552,8.684167,Dressel 20,Frankfurt am Main,POPVLI,Germania
14789,50.11552,8.684167,Dressel 20,Frankfurt am Main,PQFPQC,Germania
14792,50.11552,8.684167,Dressel 20,Frankfurt am Main,AQFVA,Germania
14796,50.11552,8.684167,Dressel 20,Frankfurt am Main,LQS,Germania
14802,50.11552,8.684167,Dressel 20,Frankfurt am Main,LQS,Germania
14807,50.11552,8.684167,Dressel 20,Frankfurt am Main,LQS,Germania
14808,50.11552,8.684167,Dressel 20,Frankfurt am Main,LQS,Germania
14816,50.11552,8.684167,Dressel 20,Frankfurt am Main,LQSK,Germania
14833,50.11552,8.684167,Dressel 20,Frankfurt am Main,PRMCASPRMCER,Germania
14834,50.11552,8.684167,Dressel 20,Frankfurt am Main,RIVCRUXESRM,Germania
14844,50.11552,8.684167,Dressel 20,Frankfurt am Main,PORPS,Germania
14845,50.11552,8.684167,Dressel 20,Frankfurt am Main,PORPS,Germania
14851,50.11552,8.684167,Dressel 20,Frankfurt am Main,LSAR,Germania
14858,50.11552,8.684167,Dressel 20,Frankfurt am Main,CSO,Germania
14907,50.11552,8.684167,Dressel 20,Frankfurt am Main,SATVRNINI,Germania
14910,50.11552,8.684167,Dressel 20,Frankfurt am Main,SAXOFERRI,Germania
14919,50.11552,8.684167,Dressel 20,Frankfurt am Main,SAXFERREO,Germania
14943,50.11552,8.684167,Dressel 20,Frankfurt am Main,SVRVS,Germania
27426,50.11552,8.684167,Dressel 20,Frankfurt am Main,D,Germania
27427,50.11552,8.684167,Dressel 20,Frankfurt am Main,TAASIATICI,Germania
27428,50.11552,8.684167,Dressel 20,Frankfurt am Main,LCHE,Germania
27429,50.11552,8.684167,Dressel 20,Frankfurt am Main,LIVNIMELISSIP,Germania
27430,50.11552,8.684167,Dressel 20,Frankfurt am Main,SFE,Germania
27431,50.11552,8.684167,Dressel 20,Frankfurt am Main,MOFHA,Germania
27432,50.11552,8.684167,Dressel 20,Frankfurt am Main,QMCALIA,Germania
27433,50.11552,8.684167,Dressel 20,Frankfurt am Main,SAXOFERREO,Germania
27434,50.11552,8.684167,Dressel 20,Frankfurt am Main,ARPL,Germania
37006,50.11552,8.684167,Dressel 20,Frankfurt am Main,MSMACIRGI,Germania
14728,49.551744,7.249441,Dressel 20,Freisen,DOMS,Germania
13960,50.3249,8.7409,Dressel 20,Friedberg,SALS,Germania
14085,50.3249,8.7409,Dressel 20,Friedberg,ACIRG,Germania
14490,50.3249,8.7409,Dressel 20,Friedberg,QIMFN,Germania
14656,50.3249,8.7409,Dressel 20,Friedberg,PMV,Germania
14836,50.3249,8.7409,Dressel 20,Friedberg,RIVES,Germania
14860,50.3249,8.7409,Dressel 20,Friedberg,CSP,Germania
14879,50.3249,8.7409,Dressel 20,Friedberg,QSASER,Germania
14955,50.3249,8.7409,Dressel 20,Friedberg,LVC,Germania
14999,50.3249,8.7409,Dressel 20,Friedberg,VRSI,Germania
14888,51.649739,6.473181,Dressel 20,Fﾁrstenberg,CSEMPOL,Germania
27441,49.753052,8.488592,Dressel 20,Gernsheim,PANNRVF,Germania
