,AmphoraIdentifier,AmphoricTypeTitle,AreaTitle,FindingPlaceTitle,FindingPlaceLatitude,FindingPlaceLongitude,FullTranscription,SimplifiedTranscription,,ProductionDateStartYear,ProductionDateEndYear,ProductionPlaceTitle,CountryTitle
,16857,Dressel 20,Newcastle upon Tyne,Newcastle,54.988056,-1.619444,|SAXOFE[RREO],SAXOFERREO,,,,Huerta de Belén,United Kingdom
,16883,Dressel 20,Newcastle upon Tyne,Benwell Hill,54.988056,-1.619444,[FSCIMNI]A''NO'',FSCIMNIANO,,,,Las Delicias,United Kingdom
,16884,Dressel 20,Newcastle upon Tyne,Benwell Hill,54.988056,-1.619444,"FSCIMNIANO, sine imagine",FSCIMNIANO,,,,Las Delicias,United Kingdom
,16917,Dressel 20,Newcastle upon Tyne,Benwell Hill,54.988056,-1.619444,[FSC]IM|/[NI]A'NO|,FSCIMNIANO,,,,Las Delicias,United Kingdom
,15679,Dressel 20,Newport,Brough (Petuaria),53.75,-0.633333,"IIAVRHERACLAEPATETFILFBAR, sine imagine",IIAVRHERACLAEPATETFILFBAR,,,,,United Kingdom
,15802,Dressel 20,Newport,Lower Machen,51.583333,-2.983333,"MMCS, sine imagine",MMCS,,,,,United Kingdom
,16885,Dressel 20,Newport,Brough (Petuaria),53.75,-0.633333,"FSCIMNIANO, sine imagine",FSCIMNIANO,,,,Las Delicias,United Kingdom
,15570,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|CAN^TONQ'+,CANTONQ...,,,,Alcolea del Río,United Kingdom
,15755,Dressel 20,Newstead,Newstead,53.066667,-1.216667,"MCFRI, sine imagine",MCFRI,,,,La Corregidora,United Kingdom
,15756,Dressel 20,Newstead,Newstead,53.066667,-1.216667,"PCFCLBE, ilegibile",PCFCLBE,,,,,United Kingdom
,15774,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|FC·M!^A|,FCMA,,,,,United Kingdom
,15820,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|MMCS~V^R|,MMCSVR,,,,Alcolea del Río,United Kingdom
,15820,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|MMCS~V^R|,MMCSVR,,,,El Tejarillo,United Kingdom
,16125,Dressel 20,Newstead,Newstead,53.066667,-1.216667,"M·I·M, sine imagine",MIM,,,,La Catria,United Kingdom
,16125,Dressel 20,Newstead,Newstead,53.066667,-1.216667,"M·I·M, sine imagine",MIM,,,,Peñaflor,United Kingdom
,16174,Dressel 20,Newstead,Newstead,53.066667,-1.216667,"LIQ, sine imagine",LIQ,,,,,United Kingdom
,16312,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|A·LF·O''|,ALFO,,,,La Catria,United Kingdom
,16422,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|C·M^AR^I·SI^LV^A^N^I|,CMARISILVANI,,85,85,El Temple,United Kingdom
,16426,Dressel 20,Newstead,Newstead,53.066667,-1.216667,*F'·M·A+,…FMA…,,,,,United Kingdom
,16441,Dressel 20,Newstead,Newstead,53.066667,-1.216667,"MON, sine imagine",MON,,,,,United Kingdom
,16538,Dressel 20,Newstead,Newstead,53.066667,-1.216667,"DOMS, sine imagine",DOMS,,,,Alcolea del Río,United Kingdom
,16561,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|BOPI|,BOPI,,,,,United Kingdom
,16631,Dressel 20,Newstead,Newstead,53.066667,-1.216667,"POR, sine imagine",POR,,,,,United Kingdom
,16668,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|L·Q·S|,LQS,,,,Alcolea del Río,United Kingdom
,16801,Dressel 20,Newstead,Newstead,53.066667,-1.216667,*F·SS|,...FSS,,,,,United Kingdom
,16802,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|POR·G·S·S<<|,PORGSS,,,,,United Kingdom
,16982,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|SER·B|,SERB,,,,,United Kingdom
,17049,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|LV^A^LER[T^]ER|,LVALERTER,,,,,United Kingdom
,17142,Dressel 20,Newstead,Newstead,53.066667,-1.216667,|P[A]+,PA...,,,,,United Kingdom
,17073,Dressel 20,Northwich,Northwich,53.266667,-2.5,|AVIH'R'|,AVIHR,,69,96,La Mallena,United Kingdom
,16891,Dressel 20,Norton Disney,Norton Disney,53.116667,-0.683333,"FSCIMNIANO, sine imagine",FSCIMNIANO,,,,Las Delicias,United Kingdom
,15819,Dressel 20,Old Kilpatrick,Old Kilpatrick,55.916667,-4.45,|MM>CSV^R|,MMCSVR,,142,165,Alcolea del Río,United Kingdom
,15819,Dressel 20,Old Kilpatrick,Old Kilpatrick,55.916667,-4.45,|MM>CSV^R|,MMCSVR,,142,165,El Tejarillo,United Kingdom
,16449,Dressel 20,Old Kilpatrick,Old Kilpatrick,55.916667,-4.45,*GNA^EC|,GNAEC,,142,165,,United Kingdom
,16453,Dressel 20,Old Kilpatrick,Old Kilpatrick,55.916667,-4.45,*GNA[--],…GNA…,,142,165,,United Kingdom
,16522,Dressel 20,Old Kilpatrick,Old Kilpatrick,55.916667,-4.45,N^IGEFV^A^R|,NIGEFVAR,,142,165,,United Kingdom
,16779,Dressel 20,Old Kilpatrick,Old Kilpatrick,55.916667,-4.45,|LSPBOER|,LSPBOER,,142,165,,United Kingdom
,16251,Dressel 20,Ospringe,Ospringe,51.3,0.866667,"IIIVNIMELISSETMELISSE, sine imagine",IIIVNIMELISSETMELISSE,,,,Itálica,United Kingdom
,17212,Dressel 20,Paisley,Barochan Hill,55.833333,-4.433333,|L''POR+,LPOR,,142,165,,United Kingdom
,16662,Dressel 20,Penrith,Castlesteads (Voreda),54.65,-2.733333,|L((hedera))Q((hedera))S((hedera))|,LQS,,,,Alcolea del Río,United Kingdom
,17159,Dressel 20,Penrith,Castlesteads (Voreda),54.65,-2.733333,"S+, sine imagine",S...,,,,,United Kingdom
,15527,Dressel 20,Peterborough,Elton,52.583333,-0.25,"AEMEVPH, sine imagine",AEMEVPH,,,,,United Kingdom
,15858,Dressel 20,Peterborough,Longthorpe,52.583333,-0.25,|FC·LC|,FCLC,,,,,United Kingdom
,16246,Dressel 20,Piercebridge,Piercebridge,54.533333,-1.683333,"LIVNIMELISSI, sine imagine",LIVNIMELISSI,,,,Las Delicias,United Kingdom
,16936,Dressel 20,Prestatyn,Prestatyn,53.333333,-3.416667,[SE],SE,,,,,United Kingdom
,33419,Dressel 20,Puriton,Crandon Bridge,51.168333,-2.970556,|VI'EE|,VIEE,,,,,United Kingdom
,33420,Dressel 20,Puriton,Crandon Bridge,51.168333,-2.970556,+SP|,...SP,,,,,United Kingdom
,16384,Dressel 20,Ravenglass,Ravenglass,54.35,-3.4,+MR|,...MR,,,,,United Kingdom
,15446,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,|·TAN'| & |M'AT·'|,TAN & MAT,,,,,United Kingdom
,15462,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,POLAR|,POLAR,,,,,United Kingdom
,15481,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,|G'A'[V]E'L'|,GAVEL?,,,,La Catria,United Kingdom
,15483,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,[ACIR]G'I[F]|,ARCIRGI?,,,,,United Kingdom
,15545,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,[AG]RICOLAE|,AGRICOLAE,,,,Casa de Mingaobez,United Kingdom
,15549,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,|AG[RICOLAE],AGRICOLAE?,,,,Casa de Mingaobez,United Kingdom
,15588,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,|C·AN'+,CAN...,,,,,United Kingdom
,16093,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,|QI'A'F'·S!|,QIAFS,,,,Malpica,United Kingdom
,16098,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,+APFS|,...APFS,,,,,United Kingdom
,16166,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,|QIMFN|,QIMFN,,,,Malpica,United Kingdom
,16187,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,"CIS, sine imagine",CIS,,,,La Catria,United Kingdom
,16188,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,"CIS, sine imagine",CIS,,,,La Catria,United Kingdom
,16293,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,+M'E'L'I'S+/+MELISSE+,...MELIS...MELISSE...,,,,,United Kingdom
,16322,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,"SLP, sine imagine",SLP,,,,,United Kingdom
,17013,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,+C'V'A|,...CVA,,,,,United Kingdom
,17019,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,"LVC, sine imagine",LVC,,,,,United Kingdom
,17107,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,"A(--)Q, sine imagine",A...Q,,,,,United Kingdom
,17117,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,C'A'+,CA...,,,,,United Kingdom
,17204,Dressel 20,Ribchester,Ribchester,53.8,-2.533333,|M'+,M...,,,,,United Kingdom
,15384,Dressel 20,Richborough,Richborough,51.283333,1.333333,|SA|,SA,,,,Dehesa de Arriba,United Kingdom
,15403,Dressel 20,Richborough,Richborough,51.283333,1.333333,|L·AF!|,LAF,,,,La Catria,United Kingdom
,15418,Dressel 20,Richborough,Richborough,51.283333,1.333333,|P·O·P·AH|,POPAH,,,,,United Kingdom
,15427,Dressel 20,Richborough,Richborough,51.283333,1.333333,|L·AL|,LAL,,,,Las Valbuenas,United Kingdom
,15427,Dressel 20,Richborough,Richborough,51.283333,1.333333,|L·AL|,LAL,,,,Tarancón,United Kingdom
,15454,Dressel 20,Richborough,Richborough,51.283333,1.333333,[P]OR·LA·R|,PORLAR,,,,La Catria,United Kingdom
,15461,Dressel 20,Richborough,Richborough,51.283333,1.333333,POL'AR,POLAR,,,,,United Kingdom
,15487,Dressel 20,Richborough,Richborough,51.283333,1.333333,"ACIRGI, sine imagine",ACIRGI (ACIRCI),,,,Itálica,United Kingdom
,15497,Dressel 20,Richborough,Richborough,51.283333,1.333333,|AC·IRG[I],ACIRGI (ACIRCI),,,,Itálica,United Kingdom
,15498,Dressel 20,Richborough,Richborough,51.283333,1.333333,|ACIRGI|,ACIRGI (ACIRCI),,,,Itálica,United Kingdom
,15518,Dressel 20,Richborough,Richborough,51.283333,1.333333,A^EA^L^EX|,AEALEX,,,,,United Kingdom
,15524,Dressel 20,Richborough,Richborough,51.283333,1.333333,|M·AEME|,MAEME,,,,Arva,United Kingdom
,15525,Dressel 20,Richborough,Richborough,51.283333,1.333333,|M·AEME|,MAEME,,,,Arva,United Kingdom
,15571,Dressel 20,Richborough,Richborough,51.283333,1.333333,|CAN^TON^I·QVI^ETI'|,CANTONQVETI,,,,Alcolea del Río,United Kingdom
,15575,Dressel 20,Richborough,Richborough,51.283333,1.333333,QVETI,QVETI,,,,,United Kingdom
,15576,Dressel 20,Richborough,Richborough,51.283333,1.333333,G·AN^TON+,CANTON... (GANTON...),,,,,United Kingdom
,15577,Dressel 20,Richborough,Richborough,51.283333,1.333333,|C[A^]N^TQ+,CANTQ (CNTQ),,,,,United Kingdom
,15578,Dressel 20,Richborough,Richborough,51.283333,1.333333,|C·A^N^TQ'VI^ET^[I],CANTQVIETI,,,,,United Kingdom
,15579,Dressel 20,Richborough,Richborough,51.283333,1.333333,|[CA]N'[T]Q'[V][IET]I|,CANTOQVIETI?,,,,Alcolea del Río,United Kingdom
,15580,Dressel 20,Richborough,Richborough,51.283333,1.333333,|CA^N^TQVI^E[T]|,CANTQVIET,,,,Cerro de los Pesebres,United Kingdom
,15590,Dressel 20,Richborough,Richborough,51.283333,1.333333,[C]AN^TON^I·Q'VI^ET'+,CANTONIQVIET...,,,,Alcolea del Río,United Kingdom
,15614,Dressel 20,Richborough,Richborough,51.283333,1.333333,|Q·A^N^T·R^VG|,QANTRVG,,,,,United Kingdom
,15617,Dressel 20,Richborough,Richborough,51.283333,1.333333,|QA^[N]^T·R|,QANTR,,,,La Catria,United Kingdom
,15650,Dressel 20,Richborough,Richborough,51.283333,1.333333,+TCI|,...TCI,,,,,United Kingdom
,15652,Dressel 20,Richborough,Richborough,51.283333,1.333333,|T·A·A·P·A|,TAAPA,,,,,United Kingdom
,15653,Dressel 20,Richborough,Richborough,51.283333,1.333333,|TAA[-]+,TAA…,,,,,United Kingdom
,15663,Dressel 20,Richborough,Richborough,51.283333,1.333333,|P·A^T^VI'[C],PATVIC,,,,,United Kingdom
,15666,Dressel 20,Richborough,Richborough,51.283333,1.333333,|DA^TSCOL|,DATSCOL,,,,Azanaque-Castillejo,United Kingdom
,15690,Dressel 20,Richborough,Richborough,51.283333,1.333333,|BA^E^T^IC·R^V^FI^N^I|,BAETICRVFINI,,,,Las Sesenta,United Kingdom
,15703,Dressel 20,Richborough,Richborough,51.283333,1.333333,|L·C·A^E|,LCAE,,,,,United Kingdom
,15743,Dressel 20,Richborough,Richborough,51.283333,1.333333,"LCFPCO, sine imagine",LCFPCO,,,,,United Kingdom
,15754,Dressel 20,Richborough,Richborough,51.283333,1.333333,|L·C·FP'R'+,LCFPR...,,,,,United Kingdom
,15788,Dressel 20,Richborough,Richborough,51.283333,1.333333,|QCR|,QCR,,,,Sevilla,United Kingdom
,15789,Dressel 20,Richborough,Richborough,51.283333,1.333333,Q'C·R|,QCR,,,,Sevilla,United Kingdom
,15791,Dressel 20,Richborough,Richborough,51.283333,1.333333,|QCR|,QCR,,,,Sevilla,United Kingdom
,15800,Dressel 20,Richborough,Richborough,51.283333,1.333333,Q'CR|,QCR,,,,Sevilla,United Kingdom
,15806,Dressel 20,Richborough,Richborough,51.283333,1.333333,"MMCS, sine imagine",MMCS,,,,,United Kingdom
,15882,Dressel 20,Richborough,Richborough,51.283333,1.333333,|CRAT''I'',CRATI…,,,,,United Kingdom
,15924,Dressel 20,Richborough,Richborough,51.283333,1.333333,[I]IIENN^IIV^L'+,IIIENNIIVL...,,,,huerta del río,United Kingdom
,15929,Dressel 20,Richborough,Richborough,51.283333,1.333333,|ENN^I·IV^L'((corona))|,IIIENNIIVL,,,,huerta del río,United Kingdom
,15934,Dressel 20,Richborough,Richborough,51.283333,1.333333,+ENN^I·IV^L((corona))|,ENNIIVL,,,,,United Kingdom
,15941,Dressel 20,Richborough,Richborough,51.283333,1.333333,|E'ROT^IS|,EROTIS,,,,Azanaque-Castillejo,United Kingdom
,15956,Dressel 20,Richborough,Richborough,51.283333,1.333333,|L·F·C·|,LFC,,,,Alcotrista,United Kingdom
,15993,Dressel 20,Richborough,Richborough,51.283333,1.333333,+SF·E·|,...SFE,,,,,United Kingdom
,16008,Dressel 20,Richborough,Richborough,51.283333,1.333333,|QFN'|,QFF,,,,La Catria,United Kingdom
,16012,Dressel 20,Richborough,Richborough,51.283333,1.333333,M·F·M·*,MFM,,,,,United Kingdom
,16021,Dressel 20,Richborough,Richborough,51.283333,1.333333,|L·F'·S|,LFS,,,,Berro II,United Kingdom
,16041,Dressel 20,Richborough,Richborough,51.283333,1.333333,+IRM+,...IRM...,,,,,United Kingdom
,16056,Dressel 20,Richborough,Richborough,51.283333,1.333333,|LH'^R'R|,LHRR,,,,,United Kingdom
,16064,Dressel 20,Richborough,Richborough,51.283333,1.333333,HERMESF|,HERMESF,,,,Villar de Brenes,United Kingdom
,16084,Dressel 20,Richborough,Richborough,51.283333,1.333333,Q'IA,QIA,,,,Malpica,United Kingdom
,16086,Dressel 20,Richborough,Richborough,51.283333,1.333333,+{·/Q}·I·P![-]S+,QIAPS...,,,,,United Kingdom
,16095,Dressel 20,Richborough,Richborough,51.283333,1.333333,|Q'I+,QI...,,,,,United Kingdom
,16105,Dressel 20,Richborough,Richborough,51.283333,1.333333,|QIAFS|,QIAFS,,,,Malpica,United Kingdom
,16162,Dressel 20,Richborough,Richborough,51.283333,1.333333,[QI]MFN'|,QIMFN,,,,Malpica,United Kingdom
,16172,Dressel 20,Richborough,Richborough,51.283333,1.333333,*F[-]PC|,…F…PC,,,,,United Kingdom
,16204,Dressel 20,Richborough,Richborough,51.283333,1.333333,L·I·T|,LIT,,,,,United Kingdom
,16211,Dressel 20,Richborough,Richborough,51.283333,1.333333,"|L·I·T|, bis impressum est",LIT,,,,,United Kingdom
,16216,Dressel 20,Richborough,Richborough,51.283333,1.333333,|L·+,L...,,,,,United Kingdom
,16296,Dressel 20,Richborough,Richborough,51.283333,1.333333,+IVN^I[--]L'I'+/+T'ME'+,IIIVNI...LI...TME...,,,,Itálica,United Kingdom
,16330,Dressel 20,Richborough,Richborough,51.283333,1.333333,|GI''PVD^E| & |GL''PVD^E|,CLPVDE & GLPVDE,,,,,United Kingdom
,16331,Dressel 20,Richborough,Richborough,51.283333,1.333333,CLPV(DE)],CLPVDE,,,,,United Kingdom
,16335,Dressel 20,Richborough,Richborough,51.283333,1.333333,|HLQ'C+,HLQC...,,,,La Rambla y El Acebuchal,United Kingdom
,16359,Dressel 20,Richborough,Richborough,51.283333,1.333333,+PM[--]|,...PM,,,,,United Kingdom
,16389,Dressel 20,Richborough,Richborough,51.283333,1.333333,|QMR,QMR,,,,,United Kingdom
,16390,Dressel 20,Richborough,Richborough,51.283333,1.333333,|QMR,QMR,,,,,United Kingdom
,16417,Dressel 20,Richborough,Richborough,51.283333,1.333333,PM''VP'|,PMVP,,,,,United Kingdom
,16447,Dressel 20,Richborough,Richborough,51.283333,1.333333,|G'N'A'C|,GNAC (CNAC),,,,Peñaflor,United Kingdom
,16454,Dressel 20,Richborough,Richborough,51.283333,1.333333,MNC,MNC,,,,,United Kingdom
,16459,Dressel 20,Richborough,Richborough,51.283333,1.333333,|VN'+,VN...,,,,,United Kingdom
,16483,Dressel 20,Richborough,Richborough,51.283333,1.333333,|PN[N]*,PNN & PNN…,,,,Alcolea del Río,United Kingdom
,16483,Dressel 20,Richborough,Richborough,51.283333,1.333333,|PN[N]*,PNN & PNN…,,,,Arva,United Kingdom
,16483,Dressel 20,Richborough,Richborough,51.283333,1.333333,|PN[N]*,PNN & PNN…,,,,El Tejarillo,United Kingdom
,16483,Dressel 20,Richborough,Richborough,51.283333,1.333333,|PN[N]*,PNN & PNN…,,,,Tostoneras,United Kingdom
,16487,Dressel 20,Richborough,Richborough,51.283333,1.333333,|PNN,PNN,,,,Alcolea del Río,United Kingdom
,16487,Dressel 20,Richborough,Richborough,51.283333,1.333333,|PNN,PNN,,,,Arva,United Kingdom
,16487,Dressel 20,Richborough,Richborough,51.283333,1.333333,|PNN,PNN,,,,El Tejarillo,United Kingdom
,16487,Dressel 20,Richborough,Richborough,51.283333,1.333333,|PNN,PNN,,,,Tostoneras,United Kingdom
,16524,Dressel 20,Richborough,Richborough,51.283333,1.333333,SOA^LVEN|,SOALVEN,,,,,United Kingdom
,16568,Dressel 20,Richborough,Richborough,51.283333,1.333333,BRO^C'·OD|,BROCOD,,,,La Catria,United Kingdom
,16574,Dressel 20,Richborough,Richborough,51.283333,1.333333,P^OROHOD|,POROHOD,,,,,United Kingdom
,16582,Dressel 20,Richborough,Richborough,51.283333,1.333333,+TATI|,...TATI,,,,,United Kingdom
,16596,Dressel 20,Richborough,Richborough,51.283333,1.333333,|A·P·H|,APH,,,,El Marchante,United Kingdom
,16601,Dressel 20,Richborough,Richborough,51.283333,1.333333,|M·P·M·*,MPM & MPM…,,,,,United Kingdom
,16605,Dressel 20,Richborough,Richborough,51.283333,1.333333,|L·P·M·S|,LPMS,,,,Haza del Olivo,United Kingdom
,16614,Dressel 20,Richborough,Richborough,51.283333,1.333333,|POR·C·P·R|,PORCPR,,,,La Catria,United Kingdom
,16669,Dressel 20,Richborough,Richborough,51.283333,1.333333,|LQS|,LQS,,,,Alcolea del Río,United Kingdom
,16670,Dressel 20,Richborough,Richborough,51.283333,1.333333,|L·Q·S,LQS,,,,Alcolea del Río,United Kingdom
,16681,Dressel 20,Richborough,Richborough,51.283333,1.333333,|QVIN^T|,QVINT,,,,,United Kingdom
,16725,Dressel 20,Richborough,Richborough,51.283333,1.333333,|PORP·S|,PORPS,,,,La Catria,United Kingdom
,16730,Dressel 20,Richborough,Richborough,51.283333,1.333333,+S·A|,...SA,,,,,United Kingdom
,16738,Dressel 20,Richborough,Richborough,51.283333,1.333333,|P·S·A',PSA,,,,,United Kingdom
,16742,Dressel 20,Richborough,Richborough,51.283333,1.333333,|P·S·A^V'|,PSAV,,,,,United Kingdom
,16747,Dressel 20,Richborough,Richborough,51.283333,1.333333,|P·S·A^V^I,PSAVI,,,,,United Kingdom
,16760,Dressel 20,Richborough,Richborough,51.283333,1.333333,|L·S·LVPI|,LSLVPI,,,,La María,United Kingdom
,16765,Dressel 20,Richborough,Richborough,51.283333,1.333333,[LS^ER]LV^PI,LSERLVPI,,,,,United Kingdom
,16771,Dressel 20,Richborough,Richborough,51.283333,1.333333,|M·S·M|/A'C'IR'GI,MSMACIRGI,,,,,United Kingdom
,16784,Dressel 20,Richborough,Richborough,51.283333,1.333333,M'P|,MP,,,,,United Kingdom
,16788,Dressel 20,Richborough,Richborough,51.283333,1.333333,|QSP|,QSP,,,,,United Kingdom
,16810,Dressel 20,Richborough,Richborough,51.283333,1.333333,|S'A^EN^IA^N^ES',SAENIANES,,,,,United Kingdom
,16820,Dressel 20,Richborough,Richborough,51.283333,1.333333,|SA~N[-]+,SAN…?,,,,,United Kingdom
,16821,Dressel 20,Richborough,Richborough,51.283333,1.333333,[P]R·sAEN[I],PRSAENI (PRSAEN),,,,,United Kingdom
,16838,Dressel 20,Richborough,Richborough,51.283333,1.333333,|SA[TVRNI]N'I|,SATVRNINI,,,,,United Kingdom
,16839,Dressel 20,Richborough,Richborough,51.283333,1.333333,[SATV]RNINI|,SATVRNINI,,,,,United Kingdom
,16869,Dressel 20,Richborough,Richborough,51.283333,1.333333,|SCA^LENSIA|,SCALENSIA,,,,Cerro de los Pesebres,United Kingdom
,16873,Dressel 20,Richborough,Richborough,51.283333,1.333333,|SCA^L|,SCAL,,,,Cerro de los Pesebres,United Kingdom
,16937,Dressel 20,Richborough,Richborough,51.283333,1.333333,|QS^E·SA|,QSESA,,,,,United Kingdom
,16949,Dressel 20,Richborough,Richborough,51.283333,1.333333,|CSE[MPOL],CSEMPOL,,,,,United Kingdom
,16976,Dressel 20,Richborough,Richborough,51.283333,1.333333,|POL·[ICLITI],POLICLITI,,,,,United Kingdom
,16983,Dressel 20,Richborough,Richborough,51.283333,1.333333,|SERROM''|,SERROM,,,,,United Kingdom
,16984,Dressel 20,Richborough,Richborough,51.283333,1.333333,LS^E·R^V^F'I,LSERVFI,,,,,United Kingdom
,17022,Dressel 20,Richborough,Richborough,51.283333,1.333333,|·P·VC'',PVC,,,,,United Kingdom
,17028,Dressel 20,Richborough,Richborough,51.283333,1.333333,|PV'I'*,PVI…?,,,,,United Kingdom
,17034,Dressel 20,Richborough,Richborough,51.283333,1.333333,|M'·VR'VC|,MVRVC,,,,,United Kingdom
,17037,Dressel 20,Richborough,Richborough,51.283333,1.333333,C'·V·V^A|,CVVA,,,,Barranco del Picacho,United Kingdom
,17037,Dressel 20,Richborough,Richborough,51.283333,1.333333,C'·V·V^A|,CVVA,,,,Dehesilla,United Kingdom
,17037,Dressel 20,Richborough,Richborough,51.283333,1.333333,C'·V·V^A|,CVVA,,,,La Estrella,United Kingdom
,17103,Dressel 20,Richborough,Richborough,51.283333,1.333333,[VR]I^TT^IPVS|,VRITTIPVS,,,,,United Kingdom
,17122,Dressel 20,Richborough,Richborough,51.283333,1.333333,"DI+, sine imagine",DI...,,,,,United Kingdom
,17136,Dressel 20,Richborough,Richborough,51.283333,1.333333,|M(--)|,M...,,,,,United Kingdom
,17138,Dressel 20,Richborough,Richborough,51.283333,1.333333,|MA'(-)I|,MA...I,,,,,United Kingdom
,17148,Dressel 20,Richborough,Richborough,51.283333,1.333333,|P(-)S(-)+,P...S...,,,,,United Kingdom
,17167,Dressel 20,Richborough,Richborough,51.283333,1.333333,|T·M·COR'|,TMCOR,,,,,United Kingdom
,17185,Dressel 20,Richborough,Richborough,51.283333,1.333333,*C·L·R*,CLR & …CLR…,,,,,United Kingdom
,17193,Dressel 20,Richborough,Richborough,51.283333,1.333333,+·IA+,...IA...,,,,,United Kingdom
,17194,Dressel 20,Richborough,Richborough,51.283333,1.333333,"+I+, sine imagine",...I...,,,,,United Kingdom
,17198,Dressel 20,Richborough,Richborough,51.283333,1.333333,*[-]L'I'D'|,...LID?,,,,,United Kingdom
,17199,Dressel 20,Richborough,Richborough,51.283333,1.333333,|L'AR|,LAR,,,,,United Kingdom
,17209,Dressel 20,Richborough,Richborough,51.283333,1.333333,+·OI'A·|,...OIA,,,,,United Kingdom
,17211,Dressel 20,Richborough,Richborough,51.283333,1.333333,+PC|,...PC,,,,,United Kingdom
,17221,Dressel 20,Richborough,Richborough,51.283333,1.333333,+VRO|,...VRO,,,,,United Kingdom
,20488,Dressel 20,Richborough,Richborough,51.283333,1.333333,|CAQ'V'<I'E'*,CAQVIE…?,,,,,United Kingdom
,20504,Dressel 20,Richborough,Richborough,51.283333,1.333333,OFGRA[R]+,OFGRAR…,,,,,United Kingdom
,20607,Dressel 20,Richborough,Richborough,51.283333,1.333333,|MS'P'|,MSP?,,,,Guadajoz,United Kingdom
,20689,Dressel 20,Richborough,Richborough,51.283333,1.333333,|Q·CH|,QCH,,,,,United Kingdom
,20697,Dressel 20,Richborough,Richborough,51.283333,1.333333,|QIA·D'F'S'+,QIADFS…?,,,,,United Kingdom
,25426,Dressel 20,Richborough,Richborough,51.283333,1.333333,|L·PA·FI^[R]M^A|,LPAFIRMA,,,,,United Kingdom
,25434,Dressel 20,Richborough,Richborough,51.283333,1.333333,|SF·E·|,SFE,,,,,United Kingdom
,28050,Dressel 20,Richborough,Richborough,51.283333,1.333333,|BRO[C]HOD|,BROCHOD,,,,,United Kingdom
,15622,Dressel 20,Rocester,Rocester,52.95,-1.833333,"LAPAE, sine imagine",LAPAE,,,,La Catria,United Kingdom
,15581,Dressel 20,Rochester,Rochester,51.383333,0.516667,|CN'VI'T'|,CNVIT?,,,,,United Kingdom
,16233,Dressel 20,Rudston,Rudshon villa,54.083333,-0.316667,"LIVNIMELISSI, sine imagine",LIVNIMELISSI,,,,Las Delicias,United Kingdom
,16315,Dressel 20,Salisbury,Woodcutts,51.066667,-1.783333,"AELFO bis impressum est, sine imagine",AELFO,,,,La Catria,United Kingdom
,15620,Dressel 20,Sandy,Sandy,52.116667,-0.283333,|PORLA^TPA|,PORLATPA,,,,,United Kingdom
,17050,Dressel 20,Scole,Scole,52.366667,1.166667,"LVALTROPHIMI, sine imagine",LVALTROPHIMI,,,,Arva,United Kingdom
,16072,Dressel 20,Sea Mills,Sea Mills,51.483333,-2.65,|HISPSA^EN^I((corona))|,HISPSAENI,,,,huerta del río,United Kingdom
,16339,Dressel 20,Sea Mills,Sea Mills,51.483333,-2.65,|{LI}BE'+,LIBE...,,,,,United Kingdom
,16714,Dressel 20,Sea Mills,Sea Mills,51.483333,-2.65,|ROM[^A]NI((palma))|,ROMANI,,,,,United Kingdom
,16892,Dressel 20,Sea Mills,Sea Mills,51.483333,-2.65,"FSCIMNIANO, sine imagine",FSCIMNIANO,,,,Las Delicias,United Kingdom
,16154,Dressel 20,Sedlescombe,Sedlescombe,50.916667,0.533333,"QIM, sine imagine",QIM,,,,,United Kingdom
,16893,Dressel 20,Selby,Selby,53.783333,-1.066667,"FSCIMNIANO, sine imagine",FSCIMNIANO,,,,Las Delicias,United Kingdom
,16589,Dressel 20,Shoeburyness,Shoeburyness,51.533333,0.8,"CPCHO, sine imagine",CPCHO,,,,,United Kingdom
