"","id","lat","long","type","site","code","country","locationtype"
"844",16777,51.514248,-0.093145,"Dressel 20","London","GSP","UK","Military Camp"
"845",16787,51.514248,-0.093145,"Dressel 20","London","QSP","UK","Military Camp"
"846",16789,51.514248,-0.093145,"Dressel 20","London","QSP","UK","Military Camp"
"847",16790,51.514248,-0.093145,"Dressel 20","London","QSP","UK","Military Camp"
"848",16793,51.514248,-0.093145,"Dressel 20","London","SP","UK","Military Camp"
"849",16800,51.514248,-0.093145,"Dressel 20","London","RSRIMFRER","UK","Military Camp"
"850",16803,51.514248,-0.093145,"Dressel 20","London","LSS","UK","Military Camp"
"851",16804,51.514248,-0.093145,"Dressel 20","London","LSSEX","UK","Military Camp"
"852",16809,51.514248,-0.093145,"Dressel 20","London","PORPSOPORPSC","UK","Military Camp"
"853",16812,51.514248,-0.093145,"Dressel 20","London","SAENIANI","UK","Military Camp"
"854",16818,51.514248,-0.093145,"Dressel 20","London","SAENIANS","UK","Military Camp"
"855",16824,51.514248,-0.093145,"Dressel 20","London","ASAEN","UK","Military Camp"
"856",16825,51.514248,-0.093145,"Dressel 20","London","ASAENI","UK","Military Camp"
"857",16835,51.514248,-0.093145,"Dressel 20","London","SATVRNI","UK","Military Camp"
"858",16840,51.514248,-0.093145,"Dressel 20","London","SAN","UK","Military Camp"
"859",16847,51.514248,-0.093145,"Dressel 20","London","SATVRNI","UK","Military Camp"
"860",16863,51.514248,-0.093145,"Dressel 20","London","EXOFQRF","UK","Military Camp"
"861",16867,51.514248,-0.093145,"Dressel 20","London","SCALENSIA","UK","Military Camp"
"862",16880,51.514248,-0.093145,"Dressel 20","London","SCALENSIAACCI","UK","Military Camp"
"863",16881,51.514248,-0.093145,"Dressel 20","London","SCALENSIAACCI","UK","Military Camp"
"864",16890,51.514248,-0.093145,"Dressel 20","London","FSCIMNIANO","UK","Military Camp"
"865",16935,51.514248,-0.093145,"Dressel 20","London","SCOROBRES","UK","Military Camp"
"866",16939,51.514248,-0.093145,"Dressel 20","London","LSERSENC","UK","Military Camp"
"867",16947,51.514248,-0.093145,"Dressel 20","London","CSEMPPOLYCL","UK","Military Camp"
"868",16948,51.514248,-0.093145,"Dressel 20","London","CSEMPOL","UK","Military Camp"
"869",16952,51.514248,-0.093145,"Dressel 20","London","CSEMPOL","UK","Military Camp"
"870",16953,51.514248,-0.093145,"Dressel 20","London","CSEMPPOL","UK","Military Camp"
"871",16954,51.514248,-0.093145,"Dressel 20","London","CSEMPOL","UK","Military Camp"
"872",16959,51.514248,-0.093145,"Dressel 20","London","CSEMP","UK","Military Camp"
"873",16960,51.514248,-0.093145,"Dressel 20","London","CSEMPOLICLITI","UK","Military Camp"
"874",16961,51.514248,-0.093145,"Dressel 20","London","CSEMPPOL","UK","Military Camp"
"875",16973,51.514248,-0.093145,"Dressel 20","London","POLICLITI","UK","Military Camp"
"876",16974,51.514248,-0.093145,"Dressel 20","London","POLYCLITI","UK","Military Camp"
"877",16981,51.514248,-0.093145,"Dressel 20","London","SERVILILVPI","UK","Military Camp"
"878",16994,51.514248,-0.093145,"Dressel 20","London","CSTERPAVLLINI","UK","Military Camp"
"879",16995,51.514248,-0.093145,"Dressel 20","London","CSTERPAVLLINI","UK","Military Camp"
"880",16997,51.514248,-0.093145,"Dressel 20","London","SVAVIS","UK","Military Camp"
"881",16999,51.514248,-0.093145,"Dressel 20","London","SVRVS","UK","Military Camp"
"882",17001,51.514248,-0.093145,"Dressel 20","London","STPR","UK","Military Camp"
"883",17002,51.514248,-0.093145,"Dressel 20","London","STPR","UK","Military Camp"
"884",17010,51.514248,-0.093145,"Dressel 20","London","THALLI","UK","Military Camp"
"885",17015,51.514248,-0.093145,"Dressel 20","London","LVA","UK","Military Camp"
"886",17036,51.514248,-0.093145,"Dressel 20","London","CVV","UK","Military Camp"
"887",17043,51.514248,-0.093145,"Dressel 20","London","VALERI","UK","Military Camp"
"888",17044,51.514248,-0.093145,"Dressel 20","London","LVALERROR","UK","Military Camp"
"889",17045,51.514248,-0.093145,"Dressel 20","London","LVALERTER","UK","Military Camp"
"890",17048,51.514248,-0.093145,"Dressel 20","London","FORTTVNATIM","UK","Military Camp"
"891",17052,51.514248,-0.093145,"Dressel 20","London","LVALERITROPHIMI","UK","Military Camp"
"892",17053,51.514248,-0.093145,"Dressel 20","London","LVALTROPHIMI","UK","Military Camp"
"893",17058,51.514248,-0.093145,"Dressel 20","London","LVTROPHIMI","UK","Military Camp"
"894",17067,51.514248,-0.093145,"Dressel 20","London","SAENIANBSVENNR","UK","Military Camp"
"895",17068,51.514248,-0.093145,"Dressel 20","London","VENVSTI","UK","Military Camp"
"896",17071,51.514248,-0.093145,"Dressel 20","London","LVIBR","UK","Military Camp"
"897",17077,51.514248,-0.093145,"Dressel 20","London","VIBIOR","UK","Military Camp"
"898",17105,51.514248,-0.093145,"Dressel 20","London","VRITILIL","UK","Military Camp"
"899",17108,51.514248,-0.093145,"Dressel 20","London","AMPPLPS","UK","Military Camp"
"900",17111,51.514248,-0.093145,"Dressel 20","London","C","UK","Military Camp"
"901",17112,51.514248,-0.093145,"Dressel 20","London","C","UK","Military Camp"
"902",17121,51.514248,-0.093145,"Dressel 20","London","DFIA","UK","Military Camp"
"903",17123,51.514248,-0.093145,"Dressel 20","London","E","UK","Military Camp"
"904",17127,51.514248,-0.093145,"Dressel 20","London","IHNA","UK","Military Camp"
"905",17144,51.514248,-0.093145,"Dressel 20","London","PEP","UK","Military Camp"
"906",17150,51.514248,-0.093145,"Dressel 20","London","PVIII","UK","Military Camp"
"907",17160,51.514248,-0.093145,"Dressel 20","London","S","UK","Military Camp"
"908",17161,51.514248,-0.093145,"Dressel 20","London","SA","UK","Military Camp"
"909",17163,51.514248,-0.093145,"Dressel 20","London","SIALI","UK","Military Camp"
"910",17164,51.514248,-0.093145,"Dressel 20","London","SIN","UK","Military Camp"
"911",17168,51.514248,-0.093145,"Dressel 20","London","VFV","UK","Military Camp"
"912",20655,51.514248,-0.093145,"Dressel 20","London","LASTELLAMI","UK","Military Camp"
"913",20704,51.514248,-0.093145,"Dressel 20","London","QNDPRI","UK","Military Camp"
"914",20705,51.514248,-0.093145,"Dressel 20","London","QSP","UK","Military Camp"
"915",28278,51.514248,-0.093145,"Dressel 20","London","QNDPRI","UK","Military Camp"
"916",28313,51.514248,-0.093145,"Dressel 20","London","PMANISVP","UK","Military Camp"
"917",15389,51.662222,-4.064722,"Dressel 20","Loughor","GAF","UK","Military Camp"
"918",15396,51.662222,-4.064722,"Dressel 20","Loughor","GAF","UK","Military Camp"
"919",15554,51.662222,-4.064722,"Dressel 20","Loughor","CANNIRVFINI","UK","Military Camp"
"920",15600,51.662222,-4.064722,"Dressel 20","Loughor","CANTOQVIE","UK","Military Camp"
"921",16343,51.662222,-4.064722,"Dressel 20","Loughor","LSPECVLAEFCPM","UK","Military Camp"
"929",15570,53.066667,-1.216667,"Dressel 20","Newstead","CANTONQ","UK","Military Camp"
"930",15755,53.066667,-1.216667,"Dressel 20","Newstead","MCFRI","UK","Military Camp"
"931",15756,53.066667,-1.216667,"Dressel 20","Newstead","PCFCLBE","UK","Military Camp"
"932",15774,53.066667,-1.216667,"Dressel 20","Newstead","FCMA","UK","Military Camp"
"933",15820,53.066667,-1.216667,"Dressel 20","Newstead","MMCSVR","UK","Military Camp"
"934",16125,53.066667,-1.216667,"Dressel 20","Newstead","MIM","UK","Military Camp"
"935",16174,53.066667,-1.216667,"Dressel 20","Newstead","LIQ","UK","Military Camp"
"936",16312,53.066667,-1.216667,"Dressel 20","Newstead","ALFO","UK","Military Camp"
"937",16422,53.066667,-1.216667,"Dressel 20","Newstead","CMARISILVANI","UK","Military Camp"
"938",16426,53.066667,-1.216667,"Dressel 20","Newstead","FMA","UK","Military Camp"
"939",16441,53.066667,-1.216667,"Dressel 20","Newstead","MON","UK","Military Camp"
"940",16538,53.066667,-1.216667,"Dressel 20","Newstead","DOMS","UK","Military Camp"
"941",16561,53.066667,-1.216667,"Dressel 20","Newstead","BOPI","UK","Military Camp"
"942",16631,53.066667,-1.216667,"Dressel 20","Newstead","POR","UK","Military Camp"
"943",16668,53.066667,-1.216667,"Dressel 20","Newstead","LQS","UK","Military Camp"
"944",16801,53.066667,-1.216667,"Dressel 20","Newstead","FSS","UK","Military Camp"
"945",16802,53.066667,-1.216667,"Dressel 20","Newstead","PORGSS","UK","Military Camp"
"946",16982,53.066667,-1.216667,"Dressel 20","Newstead","SERB","UK","Military Camp"
"947",17049,53.066667,-1.216667,"Dressel 20","Newstead","LVALERTER","UK","Military Camp"
"948",17142,53.066667,-1.216667,"Dressel 20","Newstead","PA","UK","Military Camp"
"949",15819,55.916667,-4.45,"Dressel 20","Old Kilpatrick","MMCSVR","UK","Military Camp"
"950",16449,55.916667,-4.45,"Dressel 20","Old Kilpatrick","GNAEC","UK","Military Camp"
"951",16453,55.916667,-4.45,"Dressel 20","Old Kilpatrick","GNA","UK","Military Camp"
"952",16522,55.916667,-4.45,"Dressel 20","Old Kilpatrick","NIGEFVAR","UK","Military Camp"
"953",16779,55.916667,-4.45,"Dressel 20","Old Kilpatrick","LSPBOER","UK","Military Camp"
"956",15446,53.8,-2.533333,"Dressel 20","Ribchester","TANMAT","UK","Military Camp"
"957",15462,53.8,-2.533333,"Dressel 20","Ribchester","POLAR","UK","Military Camp"
"958",15481,53.8,-2.533333,"Dressel 20","Ribchester","GAVEL","UK","Military Camp"
"959",15483,53.8,-2.533333,"Dressel 20","Ribchester","ACIRGIF","UK","Military Camp"
"960",15545,53.8,-2.533333,"Dressel 20","Ribchester","AGRICOLAE","UK","Military Camp"
"961",15549,53.8,-2.533333,"Dressel 20","Ribchester","AGRICOLAE","UK","Military Camp"
"962",15588,53.8,-2.533333,"Dressel 20","Ribchester","CAN","UK","Military Camp"
"963",16093,53.8,-2.533333,"Dressel 20","Ribchester","QIAFS","UK","Military Camp"
"964",16098,53.8,-2.533333,"Dressel 20","Ribchester","APFS","UK","Military Camp"
"965",16166,53.8,-2.533333,"Dressel 20","Ribchester","QIMFN","UK","Military Camp"
"966",16187,53.8,-2.533333,"Dressel 20","Ribchester","CIS","UK","Military Camp"
"967",16188,53.8,-2.533333,"Dressel 20","Ribchester","CIS","UK","Military Camp"
"968",16293,53.8,-2.533333,"Dressel 20","Ribchester","MELISMELISSE","UK","Military Camp"
"969",16322,53.8,-2.533333,"Dressel 20","Ribchester","SLP","UK","Military Camp"
"970",17013,53.8,-2.533333,"Dressel 20","Ribchester","CVA","UK","Military Camp"
"971",17019,53.8,-2.533333,"Dressel 20","Ribchester","LVC","UK","Military Camp"
"972",17107,53.8,-2.533333,"Dressel 20","Ribchester","AQ","UK","Military Camp"
"973",17117,53.8,-2.533333,"Dressel 20","Ribchester","CA","UK","Military Camp"
"974",17204,53.8,-2.533333,"Dressel 20","Ribchester","M","UK","Military Camp"
"975",15700,54.987778,-1.421389,"Dressel 20","South Shields","BVR","UK","Military Camp"
"976",15878,54.987778,-1.421389,"Dressel 20","South Shields","COLOBRARIA","UK","Military Camp"
"977",16113,54.987778,-1.421389,"Dressel 20","South Shields","CIPALMAB","UK","Military Camp"
"978",16255,54.987778,-1.421389,"Dressel 20","South Shields","LIVNIMELISSIP","UK","Military Camp"
"979",16371,54.987778,-1.421389,"Dressel 20","South Shields","MMR","UK","Military Camp"
"980",16457,54.987778,-1.421389,"Dressel 20","South Shields","PNI","UK","Military Camp"
"981",16609,54.987778,-1.421389,"Dressel 20","South Shields","QPPHRYXI","UK","Military Camp"
"982",17026,54.987778,-1.421389,"Dressel 20","South Shields","CVF","UK","Military Camp"
"983",17124,54.987778,-1.421389,"Dressel 20","South Shields","FC","UK","Military Camp"
"984",17169,54.987778,-1.421389,"Dressel 20","South Shields","A","UK","Military Camp"
"990",15722,54.316667,-2.75,"Dressel 20","Watercrook","QCC","UK","Military Camp"
"991",15782,54.316667,-2.75,"Dressel 20","Watercrook","QCR","UK","Military Camp"
"992",15801,54.316667,-2.75,"Dressel 20","Watercrook","MMCS","UK","Military Camp"
"993",15886,54.316667,-2.75,"Dressel 20","Watercrook","QDC","UK","Military Camp"
"994",16002,54.316667,-2.75,"Dressel 20","Watercrook","LFFPC","UK","Military Camp"
"995",17089,54.316667,-2.75,"Dressel 20","Watercrook","VIRGINENSIA","UK","Military Camp"
"996",15405,53.966667,-1.083333,"Dressel 20","York","QAGSVBVR","UK","Military Camp"
"997",15424,53.966667,-1.083333,"Dressel 20","York","LAT","UK","Military Camp"
"998",15435,53.966667,-1.083333,"Dressel 20","York","SALS","UK","Military Camp"
"999",15488,53.966667,-1.083333,"Dressel 20","York","ACIRGI","UK","Military Camp"
"1000",15500,53.966667,-1.083333,"Dressel 20","York","ACIRGIPALMA","UK","Military Camp"
"1001",15526,53.966667,-1.083333,"Dressel 20","York","AEMEVP","UK","Military Camp"
"1002",15532,53.966667,-1.083333,"Dressel 20","York","MAEMRVS","UK","Military Camp"
"1003",15683,53.966667,-1.083333,"Dressel 20","York","ARAXIFM","UK","Military Camp"
"1004",15685,53.966667,-1.083333,"Dressel 20","York","AIRXIMM","UK","Military Camp"
"1005",15696,53.966667,-1.083333,"Dressel 20","York","BELSIL","UK","Military Camp"
"1006",15707,53.966667,-1.083333,"Dressel 20","York","CCCOV","UK","Military Camp"
"1007",15724,53.966667,-1.083333,"Dressel 20","York","QRAMUSPALMAECRAMUSPALAMAEC","UK","Military Camp"
"1008",15735,53.966667,-1.083333,"Dressel 20","York","QCCE","UK","Military Camp"
"1009",15765,53.966667,-1.083333,"Dressel 20","York","LCM","UK","Military Camp"
"1010",15776,53.966667,-1.083333,"Dressel 20","York","LCOC","UK","Military Camp"
"1011",15851,53.966667,-1.083333,"Dressel 20","York","LFCARES","UK","Military Camp"
"1012",15889,53.966667,-1.083333,"Dressel 20","York","VECAT","UK","Military Camp"
"1013",15899,53.966667,-1.083333,"Dressel 20","York","CEFP","UK","Military Camp"
"1014",15907,53.966667,-1.083333,"Dressel 20","York","MFS","UK","Military Camp"
"1015",15927,53.966667,-1.083333,"Dressel 20","York","IIIENNIVLHEDERA","UK","Military Camp"
"1016",16024,53.966667,-1.083333,"Dressel 20","York","PORLFS","UK","Military Camp"
"1017",16070,53.966667,-1.083333,"Dressel 20","York","HISPSAENI","UK","Military Camp"
"1018",16075,53.966667,-1.083333,"Dressel 20","York","HISPSAENICORONA","UK","Military Camp"
"1019",16077,53.966667,-1.083333,"Dressel 20","York","CENHISPSAE","UK","Military Camp"
"1020",16101,53.966667,-1.083333,"Dressel 20","York","CIALB","UK","Military Camp"
"1021",16198,53.966667,-1.083333,"Dressel 20","York","LIT","UK","Military Camp"
"1022",16224,53.966667,-1.083333,"Dressel 20","York","PIVLICRISPI","UK","Military Camp"
"1023",16253,53.966667,-1.083333,"Dressel 20","York","IIIVNIMELISSETMELISSE","UK","Military Camp"
"1024",16259,53.966667,-1.083333,"Dressel 20","York","LIVNIMELISSI","UK","Military Camp"
"1025",16264,53.966667,-1.083333,"Dressel 20","York","VNMELISI","UK","Military Camp"
"1026",16273,53.966667,-1.083333,"Dressel 20","York","LIVNMELISSI","UK","Military Camp"
"1027",16299,53.966667,-1.083333,"Dressel 20","York","IIIVNMELISSIETMELISSEHEDERA","UK","Military Camp"
"1028",16327,53.966667,-1.083333,"Dressel 20","York","CLPVHEDERA","UK","Military Camp"
"1029",16346,53.966667,-1.083333,"Dressel 20","York","RM","UK","Military Camp"
"1030",16427,53.966667,-1.083333,"Dressel 20","York","MARS","UK","Military Camp"
"1031",16439,53.966667,-1.083333,"Dressel 20","York","PMOCVFIGEDO","UK","Military Camp"
"1032",16464,53.966667,-1.083333,"Dressel 20","York","PNN","UK","Military Camp"
"1033",16472,53.966667,-1.083333,"Dressel 20","York","PNN","UK","Military Camp"
"1034",16476,53.966667,-1.083333,"Dressel 20","York","PNN","UK","Military Camp"
"1035",16495,53.966667,-1.083333,"Dressel 20","York","PALMAPNNARPALMA","UK","Military Camp"
"1036",16501,53.966667,-1.083333,"Dressel 20","York","SNR","UK","Military Camp"
"1037",16686,53.966667,-1.083333,"Dressel 20","York","FIGBA","UK","Military Camp"
"1038",16716,53.966667,-1.083333,"Dressel 20","York","ROMVLHEDERAF","UK","Military Camp"
"1039",16852,53.966667,-1.083333,"Dressel 20","York","SAXOFERREO","UK","Military Camp"
"1040",16853,53.966667,-1.083333,"Dressel 20","York","SAXOFERREO","UK","Military Camp"
"1041",16855,53.966667,-1.083333,"Dressel 20","York","SAXOFERREO","UK","Military Camp"
"1042",16866,53.966667,-1.083333,"Dressel 20","York","SAXOFER","UK","Military Camp"
"1043",16895,53.966667,-1.083333,"Dressel 20","York","FSCIMNIANI","UK","Military Camp"
"1044",17129,53.966667,-1.083333,"Dressel 20","York","ISM","UK","Military Camp"
"1045",17143,53.966667,-1.083333,"Dressel 20","York","PE","UK","Military Camp"
"1046",17170,53.966667,-1.083333,"Dressel 20","York","AA","UK","Military Camp"
"1047",15638,54.083333,-1.383333,"Dressel 20","Aldborough","ARVA","UK","Civil Settlement"
"1048",15750,54.083333,-1.383333,"Dressel 20","Aldborough","LCFPC","UK","Civil Settlement"
"1049",15901,54.083333,-1.383333,"Dressel 20","Aldborough","CEFPR","UK","Civil Settlement"
"1050",16114,54.083333,-1.383333,"Dressel 20","Aldborough","CIPALMAB","UK","Civil Settlement"
"1051",16697,54.083333,-1.383333,"Dressel 20","Aldborough","RIVS","UK","Civil Settlement"
"1052",17035,54.083333,-1.383333,"Dressel 20","Aldborough","QVS","UK","Civil Settlement"
"1053",20494,54.083333,-1.383333,"Dressel 20","Aldborough","LCFP","UK","Civil Settlement"
"1058",15504,51.61,-2.766667,"Dressel 20","Caerwent","ACIR","UK","Civil Settlement"
"1059",15521,51.61,-2.766667,"Dressel 20","Caerwent","SAEQARR","UK","Civil Settlement"
"1060",15535,51.61,-2.766667,"Dressel 20","Caerwent","MAEMRVS","UK","Civil Settlement"
"1061",15565,51.61,-2.766667,"Dressel 20","Caerwent","CANTONIQVIETI","UK","Civil Settlement"
"1062",15673,51.61,-2.766667,"Dressel 20","Caerwent","LAVRGER","UK","Civil Settlement"
"1063",16257,51.61,-2.766667,"Dressel 20","Caerwent","IMELISSI","UK","Civil Settlement"
"1064",16571,51.61,-2.766667,"Dressel 20","Caerwent","OD","UK","Civil Settlement"
"1065",16598,51.61,-2.766667,"Dressel 20","Caerwent","APM","UK","Civil Settlement"
"1066",16604,51.61,-2.766667,"Dressel 20","Caerwent","LPMS","UK","Civil Settlement"
"1067",16635,51.61,-2.766667,"Dressel 20","Caerwent","PROCVLINI","UK","Civil Settlement"
"1068",16728,51.61,-2.766667,"Dressel 20","Caerwent","PORPS","UK","Civil Settlement"
"1069",16769,51.61,-2.766667,"Dressel 20","Caerwent","MSMACIRGI","UK","Civil Settlement"
"1070",16799,51.61,-2.766667,"Dressel 20","Caerwent","QSRPOR","UK","Civil Settlement"
"1071",16831,51.61,-2.766667,"Dressel 20","Caerwent","QSASER","UK","Civil Settlement"
"1072",16845,51.61,-2.766667,"Dressel 20","Caerwent","SATVRNINI","UK","Civil Settlement"
"1073",16979,51.61,-2.766667,"Dressel 20","Caerwent","SER","UK","Civil Settlement"
"1074",16980,51.61,-2.766667,"Dressel 20","Caerwent","SER","UK","Civil Settlement"
"1075",17093,51.61,-2.766667,"Dressel 20","Caerwent","VIRGIN","UK","Civil Settlement"
"1076",15559,51.266667,1.083333,"Dressel 20","Canterbury","PANRVF","UK","Civil Settlement"
"1077",15987,51.266667,1.083333,"Dressel 20","Canterbury","SFE","UK","Civil Settlement"
"1078",16301,51.266667,1.083333,"Dressel 20","Canterbury","KVFBARCOLSICETAS","UK","Civil Settlement"
"1079",16302,51.266667,1.083333,"Dressel 20","Canterbury","BARCOLSICETAS","UK","Civil Settlement"
"1080",16531,51.266667,1.083333,"Dressel 20","Canterbury","DOMS","UK","Civil Settlement"
"1081",16608,51.266667,1.083333,"Dressel 20","Canterbury","QPPRIX","UK","Civil Settlement"
"1082",16850,51.266667,1.083333,"Dressel 20","Canterbury","SAXOFERREO","UK","Civil Settlement"
"1083",17106,51.266667,1.083333,"Dressel 20","Canterbury","VRSI","UK","Civil Settlement"
"1084",17206,51.266667,1.083333,"Dressel 20","Canterbury","NFR","UK","Civil Settlement"
"1091",15406,50.7,-3.533333,"Dressel 20","Exeter","QAGEMELLI","UK","Civil Settlement"
"1092",15676,50.7,-3.533333,"Dressel 20","Exeter","PAVR","UK","Civil Settlement"
"1093",15797,50.7,-3.533333,"Dressel 20","Exeter","QCRV","UK","Civil Settlement"
"1094",15855,50.7,-3.533333,"Dressel 20","Exeter","GEMELLI","UK","Civil Settlement"
"1095",15895,50.7,-3.533333,"Dressel 20","Exeter","CEFP","UK","Civil Settlement"
"1096",15902,50.7,-3.533333,"Dressel 20","Exeter","CEFPVEV","UK","Civil Settlement"
"1097",15986,50.7,-3.533333,"Dressel 20","Exeter","FC","UK","Civil Settlement"
"1098",16015,50.7,-3.533333,"Dressel 20","Exeter","LFO","UK","Civil Settlement"
"1099",16124,50.7,-3.533333,"Dressel 20","Exeter","MIM","UK","Civil Settlement"
"1100",16145,50.7,-3.533333,"Dressel 20","Exeter","MIM","UK","Civil Settlement"
"1101",16149,50.7,-3.533333,"Dressel 20","Exeter","MIMOPSI","UK","Civil Settlement"
"1102",16159,50.7,-3.533333,"Dressel 20","Exeter","QIM","UK","Civil Settlement"
"1103",16311,50.7,-3.533333,"Dressel 20","Exeter","AELFO","UK","Civil Settlement"
"1104",16411,50.7,-3.533333,"Dressel 20","Exeter","LMVE","UK","Civil Settlement"
"1105",16563,50.7,-3.533333,"Dressel 20","Exeter","POROCODV","UK","Civil Settlement"
"1106",16723,50.7,-3.533333,"Dressel 20","Exeter","CS","UK","Civil Settlement"
"1107",16758,50.7,-3.533333,"Dressel 20","Exeter","LSLP","UK","Civil Settlement"
"1108",16766,50.7,-3.533333,"Dressel 20","Exeter","LSERM","UK","Civil Settlement"
"1109",17047,50.7,-3.533333,"Dressel 20","Exeter","LVAGAL","UK","Civil Settlement"
"1110",17132,50.7,-3.533333,"Dressel 20","Exeter","LMIL","UK","Civil Settlement"
"1111",17220,50.7,-3.533333,"Dressel 20","Exeter","VA","UK","Civil Settlement"
"1114",15844,50.833333,-0.8,"Dressel 20","Fishbourne","QCALMARSI","UK","Civil Settlement"
"1115",16050,50.833333,-0.8,"Dressel 20","Fishbourne","PHILO","UK","Civil Settlement"
"1116",16183,50.833333,-0.8,"Dressel 20","Fishbourne","SIR","UK","Civil Settlement"
"1117",16210,50.833333,-0.8,"Dressel 20","Fishbourne","LIT","UK","Civil Settlement"
"1118",16566,50.833333,-0.8,"Dressel 20","Fishbourne","POOCODV","UK","Civil Settlement"
"1119",16704,50.833333,-0.8,"Dressel 20","Fishbourne","ROMANI","UK","Civil Settlement"
"1120",16753,50.833333,-0.8,"Dressel 20","Fishbourne","FAQVA","UK","Civil Settlement"
"1134",15896,51.007222,-2.678333,"Dressel 20","Ilchester","CEFP","UK","Civil Settlement"
"1135",15915,51.007222,-2.678333,"Dressel 20","Ilchester","CENISAEN","UK","Civil Settlement"
"1136",16150,51.007222,-2.678333,"Dressel 20","Ilchester","QIM","UK","Civil Settlement"
"1137",16460,51.007222,-2.678333,"Dressel 20","Ilchester","PNN","UK","Civil Settlement"
"1138",16624,51.007222,-2.678333,"Dressel 20","Ilchester","PERANIRENSA","UK","Civil Settlement"
"1140",15411,52.633333,-1.133333,"Dressel 20","Leicester","LAGER","UK","Civil Settlement"
"1141",15552,52.633333,-1.133333,"Dressel 20","Leicester","AMETHYST","UK","Civil Settlement"
"1142",15586,52.633333,-1.133333,"Dressel 20","Leicester","CANTQ","UK","Civil Settlement"
"1143",15607,52.633333,-1.133333,"Dressel 20","Leicester","CANIVET","UK","Civil Settlement"
"1144",15742,52.633333,-1.133333,"Dressel 20","Leicester","LCFFC","UK","Civil Settlement"
"1145",15768,52.633333,-1.133333,"Dressel 20","Leicester","LCM","UK","Civil Settlement"
"1146",15809,52.633333,-1.133333,"Dressel 20","Leicester","MMCSAE","UK","Civil Settlement"
"1147",15839,52.633333,-1.133333,"Dressel 20","Leicester","CALPVR","UK","Civil Settlement"
"1148",15887,52.633333,-1.133333,"Dressel 20","Leicester","CEC","UK","Civil Settlement"
"1149",15911,52.633333,-1.133333,"Dressel 20","Leicester","CENNIHISPSAE","UK","Civil Settlement"
"1150",15937,52.633333,-1.133333,"Dressel 20","Leicester","IIIIEN","UK","Civil Settlement"
"1151",15969,52.633333,-1.133333,"Dressel 20","Leicester","LFCF","UK","Civil Settlement"
"1152",16073,52.633333,-1.133333,"Dressel 20","Leicester","HISPSAENICORONA","UK","Civil Settlement"
"1153",16076,52.633333,-1.133333,"Dressel 20","Leicester","HISPANISAEN","UK","Civil Settlement"
"1154",16092,52.633333,-1.133333,"Dressel 20","Leicester","QIAFS","UK","Civil Settlement"
"1155",16116,52.633333,-1.133333,"Dressel 20","Leicester","IB","UK","Civil Settlement"
"1156",16146,52.633333,-1.133333,"Dressel 20","Leicester","M","UK","Civil Settlement"
"1157",16158,52.633333,-1.133333,"Dressel 20","Leicester","QIM","UK","Civil Settlement"
"1158",16170,52.633333,-1.133333,"Dressel 20","Leicester","LIOPVSNNI","UK","Civil Settlement"
"1159",16178,52.633333,-1.133333,"Dressel 20","Leicester","MIRPFOR","UK","Civil Settlement"
"1160",16222,52.633333,-1.133333,"Dressel 20","Leicester","PIVLICRISPI","UK","Civil Settlement"
"1161",16332,52.633333,-1.133333,"Dressel 20","Leicester","CLPVDGLPVD","UK","Civil Settlement"
"1162",16361,52.633333,-1.133333,"Dressel 20","Leicester","PORPMH","UK","Civil Settlement"
"1163",16394,52.633333,-1.133333,"Dressel 20","Leicester","CMS","UK","Civil Settlement"
"1164",16520,52.633333,-1.133333,"Dressel 20","Leicester","NERVAE","UK","Civil Settlement"
"1165",16558,52.633333,-1.133333,"Dressel 20","Leicester","DOMS","UK","Civil Settlement"
"1166",16594,52.633333,-1.133333,"Dressel 20","Leicester","MPFF","UK","Civil Settlement"
"1167",16602,52.633333,-1.133333,"Dressel 20","Leicester","LPMS","UK","Civil Settlement"
"1168",16705,52.633333,-1.133333,"Dressel 20","Leicester","ROMANIPALMA","UK","Civil Settlement"
"1169",16706,52.633333,-1.133333,"Dressel 20","Leicester","ROMANIPALMA","UK","Civil Settlement"
"1170",16724,52.633333,-1.133333,"Dressel 20","Leicester","PORPS","UK","Civil Settlement"
"1171",16756,52.633333,-1.133333,"Dressel 20","Leicester","PORQSR","UK","Civil Settlement"
"1172",16762,52.633333,-1.133333,"Dressel 20","Leicester","LSLVPI","UK","Civil Settlement"
"1173",16811,52.633333,-1.133333,"Dressel 20","Leicester","SAENIANES","UK","Civil Settlement"
"1174",16815,52.633333,-1.133333,"Dressel 20","Leicester","SAENICHE","UK","Civil Settlement"
"1175",17006,52.633333,-1.133333,"Dressel 20","Leicester","CTYC","UK","Civil Settlement"
"1176",17213,52.633333,-1.133333,"Dressel 20","Leicester","QVV","UK","Civil Settlement"
"1177",15387,53.233333,-0.533333,"Dressel 20","Lincoln","MACCE","UK","Civil Settlement"
"1178",15684,53.233333,-0.533333,"Dressel 20","Lincoln","ARAXIFM","UK","Civil Settlement"
"1179",15798,53.233333,-0.533333,"Dressel 20","Lincoln","QCR","UK","Civil Settlement"
"1180",15890,53.233333,-0.533333,"Dressel 20","Lincoln","PECV","UK","Civil Settlement"
"1181",15972,53.233333,-0.533333,"Dressel 20","Lincoln","LFCSENT","UK","Civil Settlement"
"1182",16030,53.233333,-0.533333,"Dressel 20","Lincoln","MFS","UK","Civil Settlement"
"1183",16139,53.233333,-0.533333,"Dressel 20","Lincoln","MIM","UK","Civil Settlement"
