AmphoraIdentifier,AmphoraIdentifier,AmphoricTypeTitle,AreaTitle,FindingPlaceTitle,FindingPlaceLatitude,FindingPlaceLongitude,FullTranscription,SimplifiedTranscription,,ProductionPlaceTitle,LocationTypeTitle
32242,32242,Dressel 20,Hainstadt,Hainstadt,49.539523,9.330391,|PNN+,PNN,,Tostoneras,Military Camp
27737,27737,Dressel 20,Hedelbergen,Hedelbergen,50.236768,8.862251,|DFN|,DFN,,Arva,Military Camp
27737,27737,Dressel 20,Hedelbergen,Hedelbergen,50.236768,8.862251,|DFN|,DFN,,El Tejarillo,Military Camp
27745,27745,Dressel 20,Hedelbergen,Hedelbergen,50.236768,8.862251,|C·IA''^L''^BA^N^IC'',CIALBANIC,,Malpica,Military Camp
27746,27746,Dressel 20,Hedelbergen,Hedelbergen,50.236768,8.862251,ilegibile,?,,,Military Camp
27747,27747,Dressel 20,Hedelbergen,Hedelbergen,50.236768,8.862251,|RVF^I{PO}|,RVFIPO,,La Catria,Military Camp
27749,27749,Dressel 20,Hedelbergen,Hedelbergen,50.236768,8.862251,|PCLOD^IICELI|,PCLODIICELI,,Arva,Military Camp
27750,27750,Dressel 20,Hedelbergen,Hedelbergen,50.236768,8.862251,|Q·I·M|,QIM,,,Military Camp
27751,27751,Dressel 20,Hedelbergen,Hedelbergen,50.236768,8.862251,|P''ANR^V''F|,PANRVF,,La Catria,Military Camp
27752,27752,Dressel 20,Hedelbergen,Hedelbergen,50.236768,8.862251,L'F'O|,LFO,,Sevilla,Military Camp
16540,16540,Dressel 20,Hexham,Hexham,54.966667,-2.1,"DOMS, sine imagine",DOMS,,Alcolea del Río,Military Camp
15752,15752,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,|L'·F'O'|,LFO,,Sevilla,Military Camp
15935,15935,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,[III]ENN^IIV[^L]((palma))|,IIIENNIIVL,,huerta del río,Military Camp
16038,16038,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,|FELIC·|,FELIC,,Las Delicias,Military Camp
16104,16104,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,+B|,...B,,,Military Camp
16193,16193,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,"LIT, sine imagine",LIT,,,Military Camp
16267,16267,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,[L]IVNI·M|/[ELI]S'·SI·P|,LIVNIMSSIP,,,Military Camp
16367,16367,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,|GMMF'',GMMF,,Azanaque-Castillejo,Military Camp
16541,16541,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,|DOMS|,DOMS,,Alcolea del Río,Military Camp
16542,16542,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,"DOMS, sine imagine",DOMS,,Alcolea del Río,Military Camp
16931,16931,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,|F·SCI[M]/|NIAN'[O],FSCIMNIANO,,Las Delicias,Military Camp
14179,14179,Dressel 20,Hüfingen,Hüfingen,47.927438,8.490334,|LCM^Y|,LCMY,,Haza del Olivo,Military Camp
14182,14182,Dressel 20,Hüfingen,Hüfingen,47.927438,8.490334,"LCM, sine imagine",LCM,,La Catria,Military Camp
15712,15712,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,"MCC, sine imagine",MCC,,Cerro de los Pesebres,Military Camp
15712,15712,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,"MCC, sine imagine",MCC,,Madueño,Military Camp
15723,15723,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,|QCC[-?]|,QCC & QCC…,,Las Sesenta,Military Camp
15850,15850,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,|CAMILI/|SILVESTRI,CAMILISILVESTRI,,Las Delicias,Military Camp
15867,15867,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,|V·GLE|,VGLE,,La Catria,Military Camp
15897,15897,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,|CEF'P'|,CEFP,,La Catria,Military Camp
16242,16242,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,"LIVNIMELISSI, sine imagine",LIVNIMELISSI,,Las Delicias,Military Camp
16370,16370,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,|M~MR+,MMR…,,,Military Camp
16557,16557,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,[D]OMS|,DOMS,,Alcolea del Río,Military Camp
16854,16854,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,|sAXO!FE'RREO!,SAXOFERREO,,Arva,Military Camp
16854,16854,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,|sAXO!FE'RREO!,SAXOFERREO,,Huerta de Belén,Military Camp
20675,20675,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,[B]AbPOR|,BABPOR?,,,Military Camp
14986,14986,Dressel 20,Koblenz,Koblenz,50.353573,7.578835,"VIRGIN, sine imagine",VIRGIN,,Villar de Brenes,Military Camp
13939,13939,Dressel 20,Köln,Köln,50.933333,6.95,|MAC+,MAC...,,Malpica Sur,Military Camp
13975,13975,Dressel 20,Köln,Köln,50.933333,6.95,|{M·}A·R],MAR,,Azanaque-Castillejo,Military Camp
14015,14015,Dressel 20,Köln,Köln,50.933333,6.95,|C·AN^TON^I·QVI^ET^I((palma))|,CANTONIQVIETI,,Alcolea del Río,Military Camp
14026,14026,Dressel 20,Köln,Köln,50.933333,6.95,|CAN^TON^IQV[IETI],CANTONIQVIETI,,Alcolea del Río,Military Camp
14065,14065,Dressel 20,Köln,Köln,50.933333,6.95,|L·A^VRGE''[R],LAVRGER,,Alcotrista,Military Camp
14070,14070,Dressel 20,Köln,Köln,50.933333,6.95,[ACIRGI],ACIRGI,,Itálica,Military Camp
14076,14076,Dressel 20,Köln,Köln,50.933333,6.95,|ACIR'G[IF],ACIRGIF,,,Military Camp
14119,14119,Dressel 20,Köln,Köln,50.933333,6.95,|BVCCI|,BVCCI,,,Military Camp
14140,14140,Dressel 20,Köln,Köln,50.933333,6.95,|Q·C·CL|,QCCL,,Las Sesenta,Military Camp
14144,14144,Dressel 20,Köln,Köln,50.933333,6.95,Q'C·CL],QCCL,,Las Sesenta,Military Camp
14215,14215,Dressel 20,Köln,Köln,50.933333,6.95,QCA^ESIN^IGR[I],QCAESINIGRI,,,Military Camp
14218,14218,Dressel 20,Köln,Köln,50.933333,6.95,IIC^A'M'ILI/|MELISSI,IICAMILIMELISSI,,Arva,Military Camp
14218,14218,Dressel 20,Köln,Köln,50.933333,6.95,IIC^A'M'ILI/|MELISSI,IICAMILIMELISSI,,Las Delicias,Military Camp
14234,14234,Dressel 20,Köln,Köln,50.933333,6.95,|CALP·C|,CALPC,,,Military Camp
14286,14286,Dressel 20,Köln,Köln,50.933333,6.95,|L'·F''CCOL''|,LFCCOL,,,Military Camp
14302,14302,Dressel 20,Köln,Köln,50.933333,6.95,"LFCCVFCM, sine imagine",LFCCVFCM,,,Military Camp
14313,14313,Dressel 20,Köln,Köln,50.933333,6.95,|L'·F·C·C'·V·F·S''C''A''L''|,LFCCVFSCAL,,Cerro de los Pesebres,Military Camp
14326,14326,Dressel 20,Köln,Köln,50.933333,6.95,|Q'·F'·C|,QFC,,Peñaflor,Military Camp
14346,14346,Dressel 20,Köln,Köln,50.933333,6.95,DFF|,DFF,,,Military Camp
14346,14346,Dressel 20,Köln,Köln,50.933333,6.95,|PNN|,PNN,,,Military Camp
14392,14392,Dressel 20,Köln,Köln,50.933333,6.95,|F·ELIC·Is|,FELICIS,,Las Delicias,Military Camp
14393,14393,Dressel 20,Köln,Köln,50.933333,6.95,|P^HI'L'E'R'O'T^I|,PHILEROTI,,,Military Camp
14476,14476,Dressel 20,Köln,Köln,50.933333,6.95,|M·I·MOPSI|,MIMOPSI,,Los Guerras,Military Camp
14513,14513,Dressel 20,Köln,Köln,50.933333,6.95,|P·I·R·[P],PIRP,,,Military Camp
14518,14518,Dressel 20,Köln,Köln,50.933333,6.95,|SIS^EN|,SISEN,,La Catria,Military Camp
14563,14563,Dressel 20,Köln,Köln,50.933333,6.95,L((hedera))I((hedera))M'[E]/LISSI((hedera))[CI],LIMELISSICI,,Las Delicias,Military Camp
14573,14573,Dressel 20,Köln,Köln,50.933333,6.95,|IIIV'N^I'MeL'I'SSI/|ETMELISSE((hedera))|,IIIVNMELISSIETMELISSE,,Las Delicias,Military Camp
14576,14576,Dressel 20,Köln,Köln,50.933333,6.95,|IIIVN^IM^ELIS'S'[I]/[E]T'M'ELIS'[SE],IIIVNMELISSIETMELISSE,,Las Delicias,Military Camp
14609,14609,Dressel 20,Köln,Köln,50.933333,6.95,|IICL'L'M'|,IICLLM?,,,Military Camp
14615,14615,Dressel 20,Köln,Köln,50.933333,6.95,|C^MM+,CMM...,,Arva,Military Camp
14615,14615,Dressel 20,Köln,Köln,50.933333,6.95,|C^MM+,CMM...,,Azanaque-Catsillejo,Military Camp
14615,14615,Dressel 20,Köln,Köln,50.933333,6.95,|C^MM+,CMM...,,El Tejarillo,Military Camp
14686,14686,Dressel 20,Köln,Köln,50.933333,6.95,|PNN^F|,PNNF,,Alcolea del Río,Military Camp
14686,14686,Dressel 20,Köln,Köln,50.933333,6.95,|PNN^F|,PNNF,,Arva,Military Camp
14686,14686,Dressel 20,Köln,Köln,50.933333,6.95,|PNN^F|,PNNF,,El Tejarillo,Military Camp
14686,14686,Dressel 20,Köln,Köln,50.933333,6.95,|PNN^F|,PNNF,,Tostoneras,Military Camp
14710,14710,Dressel 20,Köln,Köln,50.933333,6.95,|DOMS|,DOMS,,Alcolea del Río,Military Camp
14735,14735,Dressel 20,Köln,Köln,50.933333,6.95,|P^O^ROCODV|,POROCODV (BOROCODV),,La Catria,Military Camp
14746,14746,Dressel 20,Köln,Köln,50.933333,6.95,|APC·|,APC,,,Military Camp
14767,14767,Dressel 20,Köln,Köln,50.933333,6.95,|L·P·M·S'|,LPMS,,Haza del Olivo,Military Camp
14835,14835,Dressel 20,Köln,Köln,50.933333,6.95,|RIV[-]ES|,RIV...ES?,,,Military Camp
14843,14843,Dressel 20,Köln,Köln,50.933333,6.95,"PSA, sine imagine",PSA,,,Military Camp
14850,14850,Dressel 20,Köln,Köln,50.933333,6.95,|PORPSA| & |PORPSV|,PORPSA & PORPSV,,La Catria,Military Camp
14863,14863,Dressel 20,Köln,Köln,50.933333,6.95,|MSP|,MSP,,Guadajoz,Military Camp
14868,14868,Dressel 20,Köln,Köln,50.933333,6.95,|Q·S·P|,QSP,,,Military Camp
14894,14894,Dressel 20,Köln,Köln,50.933333,6.95,|L·SE^RGI·SA^T^V|,LSERGISATV,,,Military Camp
14901,14901,Dressel 20,Köln,Köln,50.933333,6.95,|sA^EN^IA^N^Es| & |sA^EN^IA^M^Es|,SAENIANES & SAENIAMES,,,Military Camp
14920,14920,Dressel 20,Köln,Köln,50.933333,6.95,|SAXFER(--)EV|,SAXFER...EV,,,Military Camp
14921,14921,Dressel 20,Köln,Köln,50.933333,6.95,|SAXO(--)VP'(--)T^I|,SAXO...VP...TI,,,Military Camp
14929,14929,Dressel 20,Köln,Köln,50.933333,6.95,S''CA^L·FES,SCALFES,,Cerro de los Pesebres,Military Camp
14956,14956,Dressel 20,Köln,Köln,50.933333,6.95,|Q'V'C·C·F|,QVCCF,,,Military Camp
14959,14959,Dressel 20,Köln,Köln,50.933333,6.95,P'·V·FA^VSTT'^I'N'[^I],PVFAVSTINI,,,Military Camp
14967,14967,Dressel 20,Köln,Köln,50.933333,6.95,|L·VS|,LVS,,,Military Camp
14997,14997,Dressel 20,Köln,Köln,50.933333,6.95,|V^RI^TT^IPV|,VRITTIPV,,,Military Camp
28041,28041,Dressel 20,Köln,Köln,50.933333,6.95,A''VGGGNNN·[((palma))]|/C''OLEARI·F·B''A''R''B''|,AVGGGNNNCOLEARIFBARB,,,Military Camp
13974,13974,Dressel 20,Kösching,Kösching,48.814007,11.504904,"LAR, sine imagine",LAR,,,Military Camp
14401,14401,Dressel 20,Ladenburg (Lopodunum),Ladenburg (Lopodunum),49.473071,8.608962,"KVFIGGRVMCOLSICETASI, sine imagine",KVFIGGRVMCOLSICETASI,,La María,Military Camp
14537,14537,Dressel 20,Ladenburg (Lopodunum),Ladenburg (Lopodunum),49.473071,8.608962,|ISH^ERM^F|,ISHERMF,,Villar de Brenes,Military Camp
15568,15568,Dressel 20,Lancaster,Lancaster,54.066667,-2.833333,"CANTONIQVIETI, sine imagine",CANTONIQVIETI,,Alcolea del Río,Military Camp
16230,16230,Dressel 20,Lancaster,Lancaster,54.066667,-2.833333,"IVLTEREN, sine imagine",IVLTEREN,,Malpica Sur,Military Camp
15382,15382,Dressel 20,London,London,51.514248,-0.093145,"A·A·F, sine imagine",AAF,,,Military Camp
15388,15388,Dressel 20,London,London,51.514248,-0.093145,|LACON'^F'| & |LACON'^E'|,LACONF & LACONE,,,Military Camp
15394,15394,Dressel 20,London,London,51.514248,-0.093145,|G·A·F*,GAF,,Azanaque-Castillejo,Military Camp
15395,15395,Dressel 20,London,London,51.514248,-0.093145,|G·A·[F],GAF,,Azanaque-Castillejo,Military Camp
15408,15408,Dressel 20,London,London,51.514248,-0.093145,|Q·A·GEME[LLI],QAGEMELLI,,,Military Camp
15410,15410,Dressel 20,London,London,51.514248,-0.093145,"LAGER, sine imagine",LAGER,,Alcotrista,Military Camp
15410,15410,Dressel 20,London,London,51.514248,-0.093145,"LAGER, sine imagine",LAGER,,Isla del Castillo,Military Camp
15410,15410,Dressel 20,London,London,51.514248,-0.093145,"LAGER, sine imagine",LAGER,,Las Ánimas,Military Camp
15413,15413,Dressel 20,London,London,51.514248,-0.093145,|PO<R^TPAH|,PORTPAH,,Cruz Verde,Military Camp
15414,15414,Dressel 20,London,London,51.514248,-0.093145,|PORTP'AH'|,PORTPAH,,Cruz Verde,Military Camp
15421,15421,Dressel 20,London,London,51.514248,-0.093145,|PAHSCA^LS|,PAHSCALS,,Cerro de los Pesebres,Military Camp
15422,15422,Dressel 20,London,London,51.514248,-0.093145,|P·A·H·SCA^L·S|,PAHSCALS,,Cerro de los Pesebres,Military Camp
15423,15423,Dressel 20,London,London,51.514248,-0.093145,|PAHSCA^L[S],PAHSCALS,,Cerro de los Pesebres,Military Camp
15428,15428,Dressel 20,London,London,51.514248,-0.093145,LAL,LAL,,Las Valbuenas,Military Camp
15428,15428,Dressel 20,London,London,51.514248,-0.093145,LAL,LAL,,Tarancón,Military Camp
15437,15437,Dressel 20,London,London,51.514248,-0.093145,|CAM|,CAM,,,Military Camp
15438,15438,Dressel 20,London,London,51.514248,-0.093145,"CAM, sine imagine",CAM,,,Military Camp
15449,15449,Dressel 20,London,London,51.514248,-0.093145,|L·A{·/·}P|,LAP,,,Military Camp
15451,15451,Dressel 20,London,London,51.514248,-0.093145,+AR|,...AR,,,Military Camp
15453,15453,Dressel 20,London,London,51.514248,-0.093145,|POR·L·AR|,PORLAR,,La Catria,Military Camp
15457,15457,Dressel 20,London,London,51.514248,-0.093145,|{PO}RLAR|,PORLAR,,La Catria,Military Camp
15458,15458,Dressel 20,London,London,51.514248,-0.093145,|{PO}RL^AR|,PORLAR,,La Catria,Military Camp
15460,15460,Dressel 20,London,London,51.514248,-0.093145,|PO·L!·A!R|,POLAR,,,Military Camp
15464,15464,Dressel 20,London,London,51.514248,-0.093145,"MAR, sine imagine",MAR,,Itálica,Military Camp
15466,15466,Dressel 20,London,London,51.514248,-0.093145,|MAR|,MAR,,Itálica,Military Camp
15467,15467,Dressel 20,London,London,51.514248,-0.093145,|M·A·R|,MAR,,Azanaque-Castillejo,Military Camp
15470,15470,Dressel 20,London,London,51.514248,-0.093145,|M·A·R|,MAR,,Azanaque-Castillejo,Military Camp
15474,15474,Dressel 20,London,London,51.514248,-0.093145,|PAR|,PAR,,,Military Camp
15479,15479,Dressel 20,London,London,51.514248,-0.093145,|V^AS|,VAS,,,Military Camp
15495,15495,Dressel 20,London,London,51.514248,-0.093145,|ACIRGI((palma))|,ACIRGI,,Itálica,Military Camp
15496,15496,Dressel 20,London,London,51.514248,-0.093145,|ACIRGI|,ACIRGI (ACIRCI),,Itálica,Military Camp
15501,15501,Dressel 20,London,London,51.514248,-0.093145,|ACIRGI|,ACIRGI (ACIRCI),,Itálica,Military Camp
15502,15502,Dressel 20,London,London,51.514248,-0.093145,|ACIRGIF|,ACIRGIF,,,Military Camp
15503,15503,Dressel 20,London,London,51.514248,-0.093145,|ACAGI|,ACAGI,,,Military Camp
15511,15511,Dressel 20,London,London,51.514248,-0.093145,|ACIR'CI|,ACIRGI,,Itálica,Military Camp
15513,15513,Dressel 20,London,London,51.514248,-0.093145,|Q·A^EL[^I]M^IN[^I]C[IA^N^I],QAELIMINICIANI,,,Military Camp
15514,15514,Dressel 20,London,London,51.514248,-0.093145,|T·A^E^L[?]·P·C|,TAELPC,,,Military Camp
15515,15515,Dressel 20,London,London,51.514248,-0.093145,|·M^A^E^L]·A^L^E·X|,MAELALEX,,El Mohino,Military Camp
15519,15519,Dressel 20,London,London,51.514248,-0.093145,|{·M^A^E}·A^L^EX|,MAEALEX,,,Military Camp
15541,15541,Dressel 20,London,London,51.514248,-0.093145,|AGRICOLAE|,AGRICOLAE,,Casa de Mingaobez,Military Camp
15542,15542,Dressel 20,London,London,51.514248,-0.093145,|AGRICOLAE|,AGRICOLAE,,Casa de Mingaobez,Military Camp
15547,15547,Dressel 20,London,London,51.514248,-0.093145,A'G'R'I'C'O'L^A^E|,AGRICOLAE,,Casa de Mingaobez,Military Camp
15553,15553,Dressel 20,London,London,51.514248,-0.093145,|C·A^M^P·GA^L·OD|,CAMPGALOD,,El Marchante,Military Camp
15562,15562,Dressel 20,London,London,51.514248,-0.093145,|L·CA^N·SEC| & |L·CA^V·SEC|,LCANSEC & LCAVSEC,,,Military Camp
15574,15574,Dressel 20,London,London,51.514248,-0.093145,[(C+J321·)(ANT)·QVI]+J189,CANTQVIE,,,Military Camp
15587,15587,Dressel 20,London,London,51.514248,-0.093145,|CA^N^T{O·}| & |CA^T{O·}|,CANTO & CATO,,,Military Camp
15589,15589,Dressel 20,London,London,51.514248,-0.093145,|C·AN^TON^IQVI|,CANTONIQVI,,Alcolea del Río,Military Camp
15594,15594,Dressel 20,London,London,51.514248,-0.093145,|C·A^N^T·Q|,CANTQ,,,Military Camp
15595,15595,Dressel 20,London,London,51.514248,-0.093145,|CA^N^T'·+,CANT...,,,Military Camp
15596,15596,Dressel 20,London,London,51.514248,-0.093145,|C·AN^TON^I·QVI^E'+,CANTONIQVIE,,Alcolea del Río,Military Camp
15603,15603,Dressel 20,London,London,51.514248,-0.093145,[CANT]ON[I]Q'V'[ETI],CANTONIQVIE,,Alcolea del Río,Military Camp
15608,15608,Dressel 20,London,London,51.514248,-0.093145,|C·AN^TON^IQVI^E^T|,CANTONIQVIET,,Alcolea del Río,Military Camp
15609,15609,Dressel 20,London,London,51.514248,-0.093145,|C·AN^TON^IQV+,CANTONIQV,,Alcolea del Río,Military Camp
15610,15610,Dressel 20,London,London,51.514248,-0.093145,[C]AN^TON^IQV^IET+,CANTONIQVIET,,Alcolea del Río,Military Camp
15611,15611,Dressel 20,London,London,51.514248,-0.093145,|CAN^TQVI E'TI|,CANTQVIETI,,,Military Camp
15612,15612,Dressel 20,London,London,51.514248,-0.093145,CAN^TON^IQ'V+,CANTONIQV,,Alcolea del Río,Military Camp
15613,15613,Dressel 20,London,London,51.514248,-0.093145,"QANTRVG, sine imagine",QANTRVG,,,Military Camp
15615,15615,Dressel 20,London,London,51.514248,-0.093145,|Q'·A^N^T^IR^VG|,QANTRVG,,,Military Camp
15626,15626,Dressel 20,London,London,51.514248,-0.093145,"CAPF, sine imagine",CAPF,,Castillo de Azanaque,Military Camp
15629,15629,Dressel 20,London,London,51.514248,-0.093145,|C·A^P·F*,CAPF,,Castillo de Azanaque,Military Camp
15632,15632,Dressel 20,London,London,51.514248,-0.093145,|C·A^P·F,CAPF,,Castillo de Azanaque,Military Camp
15639,15639,Dressel 20,London,London,51.514248,-0.093145,|P·AR^V^A|,PARVA,,La Catria,Military Camp
15642,15642,Dressel 20,London,London,51.514248,-0.093145,PORT''AR^V^A,PORTARVA,,,Military Camp
15646,15646,Dressel 20,London,London,51.514248,-0.093145,[T·ATIL^I·ASI]ATICI|,TATILIASIATICI,,Adelfa,Military Camp
15646,15646,Dressel 20,London,London,51.514248,-0.093145,[T·ATIL^I·ASI]ATICI|,TATILIASIATICI,,Guadajoz,Military Camp
15646,15646,Dressel 20,London,London,51.514248,-0.093145,[T·ATIL^I·ASI]ATICI|,TATILIASIATICI,,Juan Barba,Military Camp
15647,15647,Dressel 20,London,London,51.514248,-0.093145,[TATILIASI]AT^ICI|,...ATICI,,,Military Camp
15654,15654,Dressel 20,London,London,51.514248,-0.093145,+I'TICI|,ITICI,,,Military Camp
15656,15656,Dressel 20,London,London,51.514248,-0.093145,"A·AT·RV, sine imagine",AATRV,,,Military Camp
15658,15658,Dressel 20,London,London,51.514248,-0.093145,|LA^TR^V|,LATRV,,,Military Camp
15661,15661,Dressel 20,London,London,51.514248,-0.093145,|L·A^T·SV|,LATSV,,,Military Camp
15670,15670,Dressel 20,London,London,51.514248,-0.093145,|A^TITT^A^E|,ATITTAE,,Berro II,Military Camp
15689,15689,Dressel 20,London,London,51.514248,-0.093145,|BA^ET'[I]C'I'|,BAETICI,,,Military Camp
15692,15692,Dressel 20,London,London,51.514248,-0.093145,|BELLI'B|,BELLIB,,,Military Camp
15697,15697,Dressel 20,London,London,51.514248,-0.093145,"BELLVCI, sine imagine",BELLVCI,,,Military Camp
15699,15699,Dressel 20,London,London,51.514248,-0.093145,|B(-)FIG|,BFIG,,,Military Camp
15701,15701,Dressel 20,London,London,51.514248,-0.093145,|(-)C(-)|,C,,La Estacada,Military Camp
15705,15705,Dressel 20,London,London,51.514248,-0.093145,|L·CA^N^TP|,LCANTP,,La Catria,Military Camp
15711,15711,Dressel 20,London,London,51.514248,-0.093145,|FCCVF''IA|,FCCVFIA,,,Military Camp
15714,15714,Dressel 20,London,London,51.514248,-0.093145,|MCC(-)|,MCC,,Cerro de los Pesebres,Military Camp
15714,15714,Dressel 20,London,London,51.514248,-0.093145,|MCC(-)|,MCC,,Madueño,Military Camp
15717,15717,Dressel 20,London,London,51.514248,-0.093145,|Q·C·+,QC...,,,Military Camp
15719,15719,Dressel 20,London,London,51.514248,-0.093145,|Q·C·+,QC...,,,Military Camp
15728,15728,Dressel 20,London,London,51.514248,-0.093145,Q·C·+,QC...,,,Military Camp
15729,15729,Dressel 20,London,London,51.514248,-0.093145,|Q·C·C|,QCC,,Las Sesenta,Military Camp
15730,15730,Dressel 20,London,London,51.514248,-0.093145,|((palma))Q·C·C((palma))|,QCC,,Las Sesenta,Military Camp
15739,15739,Dressel 20,London,London,51.514248,-0.093145,|QCCLE((palma))|,QCCLE,,Las Sesenta,Military Camp
15744,15744,Dressel 20,London,London,51.514248,-0.093145,|L'·C·F·P·{C·}O|,LCFPCO,,,Military Camp
15749,15749,Dressel 20,London,London,51.514248,-0.093145,L{C·}F·P·C·E'+,LCFPCE...,,,Military Camp
15751,15751,Dressel 20,London,London,51.514248,-0.093145,|L·C·F·P+,LCFP...,,,Military Camp
15753,15753,Dressel 20,London,London,51.514248,-0.093145,|CCI'I',CCII,,,Military Camp
15764,15764,Dressel 20,London,London,51.514248,-0.093145,|Q·C·L|,QCL,,Sevilla,Military Camp
15781,15781,Dressel 20,London,London,51.514248,-0.093145,Q'·CR'|,QCR,,Sevilla,Military Camp
15792,15792,Dressel 20,London,London,51.514248,-0.093145,|QCR|,QCR,,Sevilla,Military Camp
15795,15795,Dressel 20,London,London,51.514248,-0.093145,|Q·C·R^V^A!|,QCRVA,,,Military Camp
15830,15830,Dressel 20,London,London,51.514248,-0.093145,"LCSOL, sine imagine",LCSOL,,La Catria Alta,Military Camp
15831,15831,Dressel 20,London,London,51.514248,-0.093145,|LCS''OL|,LCSOL,,La Catria Alta,Military Camp
15833,15833,Dressel 20,London,London,51.514248,-0.093145,|L·C·S·OL|,LCSOL,,La Catria Alta,Military Camp
15834,15834,Dressel 20,London,London,51.514248,-0.093145,|L·C·S·OL|,LCSOL,,La Catria Alta,Military Camp
15835,15835,Dressel 20,London,London,51.514248,-0.093145,|L·C·T|,LCT,,Tierras del Judío,Military Camp
15838,15838,Dressel 20,London,London,51.514248,-0.093145,+C'A^L~PV^RN^I'·B,...CALPVRNIB,,,Military Camp
15841,15841,Dressel 20,London,London,51.514248,-0.093145,|CA^L·PV^R·N^I| & |CA^L·PV^R·N|,CALPVRNI & CALPVRN,,,Military Camp
15843,15843,Dressel 20,London,London,51.514248,-0.093145,|Q·CA^L·M^A^RSI|,QCALMARSI,,,Military Camp
15847,15847,Dressel 20,London,London,51.514248,-0.093145,"IICAMILIMELISSI, sine imagine",IICAMILIMELISSI,,Arva,Military Camp
15847,15847,Dressel 20,London,London,51.514248,-0.093145,"IICAMILIMELISSI, sine imagine",IICAMILIMELISSI,,Las Delicias,Military Camp
15852,15852,Dressel 20,London,London,51.514248,-0.093145,|KASTELLANI|,KASTELLANI,,,Military Camp
15853,15853,Dressel 20,London,London,51.514248,-0.093145,|CASTELA^N^I|,CASTELLANI,,El Temple,Military Camp
15866,15866,Dressel 20,London,London,51.514248,-0.093145,|SCLT|,SCLT…,,Malpica Sur,Military Camp
15877,15877,Dressel 20,London,London,51.514248,-0.093145,|Q·COCL*,QCOCL…,,,Military Camp
15879,15879,Dressel 20,London,London,51.514248,-0.093145,"FCON, sine imagine",FCON,,,Military Camp
15880,15880,Dressel 20,London,London,51.514248,-0.093145,|CCR^ASSISE''M^N^I|,CCRASSISEMNI,,,Military Camp
15881,15881,Dressel 20,London,London,51.514248,-0.093145,[CC(RA)SSI(SE)M^N^I],CCRASSISEMNI,,,Military Camp
15904,15904,Dressel 20,London,London,51.514248,-0.093145,"OLMEN, sine imagine",OLMEN,,,Military Camp
15913,15913,Dressel 20,London,London,51.514248,-0.093145,+C'EN^IH^ISPSA^E|,CENNIHISPSAE,,huerta del río,Military Camp
15936,15936,Dressel 20,London,London,51.514248,-0.093145,[E]NN^I·IV^L|,ENNIIVL,,,Military Camp
15939,15939,Dressel 20,London,London,51.514248,-0.093145,"EROTIS, sine imagine",EROTIS,,Azanaque-Castillejo,Military Camp
15951,15951,Dressel 20,London,London,51.514248,-0.093145,|C·FAV|,CFAV,,,Military Camp
15952,15952,Dressel 20,London,London,51.514248,-0.093145,|C·F·A·V|,CFAV,,,Military Camp
15957,15957,Dressel 20,London,London,51.514248,-0.093145,|LFC'*,LFC…,,Alcotrista,Military Camp
15959,15959,Dressel 20,London,London,51.514248,-0.093145,"LFCCOL, sine imagine",LFCCOL,,,Military Camp
15963,15963,Dressel 20,London,London,51.514248,-0.093145,"LFCCVCAT, sine imagine",LFCCVCAT,,Isla del Castillo,Military Camp
15963,15963,Dressel 20,London,London,51.514248,-0.093145,"LFCCVCAT, sine imagine",LFCCVCAT,,Las Ánimas,Military Camp
15965,15965,Dressel 20,London,London,51.514248,-0.093145,L'FCC·VF'C'N'+,LFFCCVFCN...,,,Military Camp
15976,15976,Dressel 20,London,London,51.514248,-0.093145,|L·FCRFTCN^VFI((hedera))|,LFCRESCCVFI,,,Military Camp
16009,16009,Dressel 20,London,London,51.514248,-0.093145,|Q·F·G|,QFG,,,Military Camp
16011,16011,Dressel 20,London,London,51.514248,-0.093145,|Q·F·V^L|,QFVL,,,Military Camp
16014,16014,Dressel 20,London,London,51.514248,-0.093145,M'FN|,MFN,,Alcotrista,Military Camp
16031,16031,Dressel 20,London,London,51.514248,-0.093145,|CF·SA'II|,CFSA,,,Military Camp
