AmphoraIdentifier,AmphoraIdentifier,AmphoricTypeTitle,AreaTitle,FindingPlaceTitle,FindingPlaceLatitude,FindingPlaceLongitude,FullTranscription,SimplifiedTranscription,,ProductionPlaceTitle,LocationTypeTitle
14202,14202,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,M'MCS''A^N^TO''|,MMCSANTO,,El Tejarillo,Military Camp
14204,14204,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,M'MCS[ANTO],MMCSANTO,,El Tejarillo,Military Camp
14222,14222,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,[P]CLODIICELI|,PCLODIICELI,,Arva,Military Camp
14247,14247,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,"CEFP, sine imagine",CEFP,,La Catria,Military Camp
14249,14249,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,"HER, sine imagine",HER,,,Military Camp
14255,14255,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,[III]NN^IIVL',IIIENNIIVL,,huerta del río,Military Camp
14268,14268,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|E''QFA^T|,EQFAT,,,Military Camp
14276,14276,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|EVTICI''* & |EVETIC[HI]*,EVTICI… & EVETYCHI…,,,Military Camp
14293,14293,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,LFCCVF|,LFCCVF,,,Military Camp
14316,14316,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|LFC[FP],LFCFP,,Las Monjas,Military Camp
14321,14321,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,"LFCCV, sine imagine",LFCCV,,Dehesilla,Military Camp
14328,14328,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,"QFC, sine imagine",QFC,,Peñaflor,Military Camp
14332,14332,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|Q·F·[C],QFC,,Peñaflor,Military Camp
14341,14341,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|S·F'·E'|,SFE,,,Military Camp
14347,14347,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|D(-)F·F|,DFF,,Arva,Military Camp
14347,14347,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|D(-)F·F|,DFF,,El Tejarillo,Military Camp
14372,14372,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|QF·P·P*,QFPP,,,Military Camp
14390,14390,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|FOLS',FOLS,,El Sotillo,Military Camp
14391,14391,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|Q·FV^L·N^IC|,QFVLNIC,,Arva,Military Camp
14399,14399,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,[FGRV],FGRV,,La María,Military Camp
14404,14404,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|QHR~S'[I^L],QHRSIL,,,Military Camp
14413,14413,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|D·I·A'|,DIA,,Berro II,Military Camp
14413,14413,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|D·I·A'|,DIA,,La María,Military Camp
14431,14431,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|QI'A!F''S''|,QIAFS,,Malpica,Military Camp
14443,14443,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|CIALB|,CIALB,,Malpica,Military Camp
14457,14457,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|LIDF'IT'A|,LIDFITA,,Doña Mencía,Military Camp
14482,14482,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|QIMFN|,QIMFN,,Malpica,Military Camp
14483,14483,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|QIMFN|,QIMFN,,Malpica,Military Camp
14484,14484,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,"QIMFN, sine imagine",QIMFN,,Malpica,Military Camp
14497,14497,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,[QI]M''F!s|,QIMFS,,,Military Camp
14512,14512,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|PIRP|,PIRP,,,Military Camp
14519,14519,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|LISI*,LISI,,,Military Camp
14525,14525,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,L'·I·T|,LIT,,,Military Camp
14528,14528,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|L·I'[T],LIT,,,Military Camp
14536,14536,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|ISA^FRIF|,ISAFRIF,,,Military Camp
14571,14571,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,[IIIENMELISSI]/[E]TME'[LISSE],IIIVNMELISSIETMELISSE?,,Las Delicias,Military Camp
14574,14574,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|I'I'[IVNMELI]SSI|/|ET[M]E[LISSE]((hedera))|,IIIVNMELISSIETMELISSE,,Las Delicias,Military Camp
14583,14583,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,"IIIVNMELISSIETMELISSE, sine imagine",IIIVNMELISSIETMELISSE,,Las Delicias,Military Camp
14593,14593,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,"IIIVNMELISSIETMELISSE, sine imagine",IIIVNMELISSIETMELISSE,,Las Delicias,Military Camp
14610,14610,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,"GLPV, sine imagine",GLPV,,,Military Camp
14618,14618,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|C·M'[MF],GMMF?,,Azanaque-Castillejo,Military Camp
14619,14619,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|GM[MF],GMMF?,,Azanaque-Castillejo,Military Camp
14621,14621,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,"GMMF, sine imagine",GMMF,,Azanaque-Castillejo,Military Camp
14636,14636,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|QM·R|,QMR?,,,Military Camp
14654,14654,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|Q'M'S'D'I'·|,QMSDI?,,,Military Camp
14655,14655,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|P'·M·V|,PMV,,,Military Camp
14671,14671,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,M^Ed^IAN''[AE],MEDIANAE,,Arva,Military Camp
14672,14672,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|GNAC|,GNAC,,Peñaflor,Military Camp
14676,14676,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|PNN|,PNN,,Alcolea del Río,Military Camp
14676,14676,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|PNN|,PNN,,Arva,Military Camp
14676,14676,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|PNN|,PNN,,El Tejarillo,Military Camp
14676,14676,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|PNN|,PNN,,Tostoneras,Military Camp
14677,14677,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|P·NN|,PNN,,Alcolea del Río,Military Camp
14677,14677,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|P·NN|,PNN,,Arva,Military Camp
14677,14677,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|P·NN|,PNN,,El Tejarillo,Military Camp
14677,14677,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|P·NN|,PNN,,Tostoneras,Military Camp
14679,14679,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|PNN|,PNN,,Alcolea del Río,Military Camp
14679,14679,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|PNN|,PNN,,Arva,Military Camp
14679,14679,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|PNN|,PNN,,El Tejarillo,Military Camp
14679,14679,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|PNN|,PNN,,Tostoneras,Military Camp
14680,14680,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|Pnn|,PNN,,Alcolea del Río,Military Camp
14680,14680,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|Pnn|,PNN,,Arva,Military Camp
14680,14680,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|Pnn|,PNN,,El Tejarillo,Military Camp
14680,14680,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|Pnn|,PNN,,Tostoneras,Military Camp
14685,14685,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,[P]n·NA^R|,PNNAR,,Arva,Military Camp
14695,14695,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|SNR|,SNR,,La Catria,Military Camp
14696,14696,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|SNR|,SNR,,La Catria,Military Camp
14699,14699,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|S·N·R|,SNR,,La Catria,Military Camp
14700,14700,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|S·N·R|,SNR,,La Catria,Military Camp
14704,14704,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,"SNR, sine imagine",SNR,,La Catria,Military Camp
14706,14706,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|PNSI|,PNSI,,Arva,Military Camp
14709,14709,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|DOM'[S],DOMS,,Alcolea del Río,Military Camp
14713,14713,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|DOMS|,DOMS,,Alcolea del Río,Military Camp
14715,14715,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|DOMS|,DOMS,,Alcolea del Río,Military Camp
14717,14717,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,DOMS,DOMS,,Alcolea del Río,Military Camp
14745,14745,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,"PPAC, sine imagine",PPAC,,,Military Camp
14749,14749,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|AP(-)((amphora))CO|,APCO,,La María,Military Camp
14754,14754,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|LPCHFIL'I*,LPCHFILI,,,Military Camp
14756,14756,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|L·PF'| & |L·PE'|,LPF & LPE,,,Military Camp
14762,14762,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,M'PM|,MPM,,,Military Camp
14771,14771,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,"APP, sine imagine",APP,,,Military Camp
14777,14777,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,"[P]M·PS'|, bis impressum est",PMPS,,,Military Camp
14797,14797,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|L·Q·S|,LQS,,Alcolea del Río,Military Camp
14798,14798,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|L·Q·S|,LQS,,Alcolea del Río,Military Camp
14817,14817,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|LQSK|,LQSK,,Alcolea del Río,Military Camp
14821,14821,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,"LQS, sine imagine",LQS,,Alcolea del Río,Military Camp
14829,14829,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|L·RC·A·R·PS|,LRCARPS,,,Military Camp
14866,14866,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|MSP|,MSP,,Guadajoz,Military Camp
14867,14867,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|MSP|,MSP,,Guadajoz,Military Camp
14912,14912,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|SAXOFER[RI],SAXOFERRI,,,Military Camp
14913,14913,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|S'AXOF[ERRI],SAXOFERRI,,,Military Camp
14914,14914,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|[SAX]OFER[RI],SAXOFERRI,,,Military Camp
14927,14927,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|SCAL'E''N'S'I'S'P''|,SCALENSISP,,,Military Camp
14948,14948,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,[L]T''S'T'R((palma))|,LTSTR,,,Military Camp
20528,20528,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,[FELIC·],FELIC,,Las Delicias,Military Camp
28055,28055,Dressel 20,Saalburg,Saalburg,50.271515,8.566917,|Q''·C''·C''F''|,QCCF,,Las Sesenta,Military Camp
18668,18668,Dressel 20,Souk-el-Arba,Souk-el-Arba,34.686636,-6.002725,|A·p!((amphora))F',APF?,,,Military Camp
8800,8800,Dressel 20,Souk-el-Arba,Souk-el-Arba,34.686636,-6.002725,|BELNES|,BELNES,,,Military Camp
8894,8894,Dressel 20,Souk-el-Arba,Souk-el-Arba,34.686636,-6.002725,|V^RI^T^I·LIB|,VRITILIB,,,Military Camp
8896,8896,Dressel 20,Souk-el-Arba,Souk-el-Arba,34.686636,-6.002725,|QVC'+,QVC...,,,Military Camp
15700,15700,Dressel 20,South Shields,South Shields,54.987778,-1.421389,|BVR|,BVR,,,Military Camp
15878,15878,Dressel 20,South Shields,South Shields,54.987778,-1.421389,|C'O''L''O'BRAR'IA'|,COLOBRARIA,,Alcotrista,Military Camp
16113,16113,Dressel 20,South Shields,South Shields,54.987778,-1.421389,|CI((palma))B|,CIB,,Peñaflor,Military Camp
16255,16255,Dressel 20,South Shields,South Shields,54.987778,-1.421389,|L·IVNI·M'|/|EL'I[SSI·P],LIVNIMELISSIP,,Arva,Military Camp
16371,16371,Dressel 20,South Shields,South Shields,54.987778,-1.421389,|MMR''[-]|,MMR,,,Military Camp
16457,16457,Dressel 20,South Shields,South Shields,54.987778,-1.421389,"PNI, sine imagine",PNI,,,Military Camp
16609,16609,Dressel 20,South Shields,South Shields,54.987778,-1.421389,|QPPH^RYXI|,QPPHRYXI,,,Military Camp
17026,17026,Dressel 20,South Shields,South Shields,54.987778,-1.421389,|C·V[F]*,CVF,,,Military Camp
17124,17124,Dressel 20,South Shields,South Shields,54.987778,-1.421389,|F''C+,FC...,,,Military Camp
17169,17169,Dressel 20,South Shields,South Shields,54.987778,-1.421389,+A(-)|,...A,,,Military Camp
16650,16650,Dressel 20,Stanwix,Stanwix,54.9,-2.933333,"LQS, sine imagine",LQS,,Alcolea del Río,Military Camp
14091,14091,Dressel 20,Straubing,Straubing,48.881259,12.573853,|ACI'R'G'I'F'|,ACIRGIF,,,Military Camp
14193,14193,Dressel 20,Straubing,Straubing,48.881259,12.573853,QCR|,QCR...,,Sevilla,Military Camp
14753,14753,Dressel 20,Straubing,Straubing,48.881259,12.573853,AP((amphora))NI',APNI?,,,Military Camp
14805,14805,Dressel 20,Straubing,Straubing,48.881259,12.573853,|L·Q·S|,LQS,,Alcolea del Río,Military Camp
14881,14881,Dressel 20,Stuttgart,Stuttgart,48.782343,9.180819,|CS·A^N''^T''F'',CSANTF,,,Military Camp
13943,13943,Dressel 20,Sulz am Neckar,Sulz am Neckar,48.364013,8.636449,|G·A·F|,GAF,,Azanaque-Castillejo,Military Camp
14014,14014,Dressel 20,Sulz am Neckar,Sulz am Neckar,48.364013,8.636449,|MM^A^N^ISA^T^V^RN^I[NI],MANNISATVRNINI,,Casa del Encinarejo Bajo,Military Camp
7235,7235,Dressel 20,Szöny,Szöny,47.743184,18.11913,[F]SCIM/NIANO|,FSCIMNIANO,,Las Delicias,Military Camp
14627,14627,Dressel 20,Theilenhofen,Theilenhofen,49.083333,11.85,|Q]M'MCE'R|,QMMCER,,Villaseca,Military Camp
11975,11975,Dressel 20,Unterkirchberg,Unterkirchberg,48.339204,10.003041,[C]A^N^TON^IQVI[ETI],CANTONIQVIETI,,Alcolea del Río,Military Camp
11981,11981,Dressel 20,Unterkirchberg,Unterkirchberg,48.339204,10.003041,Q'CR|,QCR,,Sevilla,Military Camp
11991,11991,Dressel 20,Unterkirchberg,Unterkirchberg,48.339204,10.003041,[SE]X·IV^L^IRV'[F],SEXIVLRVF,,,Military Camp
12015,12015,Dressel 20,Unterkirchberg,Unterkirchberg,48.339204,10.003041,|SA[-]N|,SA...N,,,Military Camp
15807,15807,Dressel 20,Usk,Usk,51.7025,-2.904167,"MMCS, sine imagine",MMCS,,,Military Camp
16636,16636,Dressel 20,Usk,Usk,51.7025,-2.904167,"PROCVLINI, sine imagine",PROCVLINI,,Alcolea del Río,Military Camp
16696,16696,Dressel 20,Usk,Usk,51.7025,-2.904167,"RIVESRM, sine imagine",RIVESRM,,,Military Camp
16834,16834,Dressel 20,Usk,Usk,51.7025,-2.904167,"SATVRNINI, sine imagine",SATVRNINI,,,Military Camp
27095,27095,Dressel 20,Walheim,Walheim,49.012683,9.151124,|L'A''N'·*,L'A''N…,,,Military Camp
27096,27096,Dressel 20,Walheim,Walheim,49.012683,9.151124,+CCA+,…CCA…,,,Military Camp
27097,27097,Dressel 20,Walheim,Walheim,49.012683,9.151124,|QF·,QFC…,,Peñaflor,Military Camp
27098,27098,Dressel 20,Walheim,Walheim,49.012683,9.151124,|M·*,M…,,,Military Camp
27099,27099,Dressel 20,Walheim,Walheim,49.012683,9.151124,*A·L'*,…AL..,,,Military Camp
15722,15722,Dressel 20,Watercrook,Watercrook,54.316667,-2.75,"QCC, sine imagine",QCC,,Las Sesenta,Military Camp
15782,15782,Dressel 20,Watercrook,Watercrook,54.316667,-2.75,"QCR, sine imagine",QCR,,Sevilla,Military Camp
15801,15801,Dressel 20,Watercrook,Watercrook,54.316667,-2.75,"MMCS, sine imagine",MMCS,,,Military Camp
15886,15886,Dressel 20,Watercrook,Watercrook,54.316667,-2.75,"QDC, sine imagine",QDC,,Dehesilla,Military Camp
15886,15886,Dressel 20,Watercrook,Watercrook,54.316667,-2.75,"QDC, sine imagine",QDC,,La Estrella,Military Camp
16002,16002,Dressel 20,Watercrook,Watercrook,54.316667,-2.75,"LFFPC, sine imagine",LFFPC,,,Military Camp
17089,17089,Dressel 20,Watercrook,Watercrook,54.316667,-2.75,"VIRGINENSIA, sine imagine",VIRGINENSIA,,Itálica,Military Camp
5709,5709,Dressel 20,Wateringen,Wateringen,52.023061,4.274782,"CANTQVIETI, sine imagine",CANTQVIETI,,,Military Camp
14066,14066,Dressel 20,Weißenthurm,Weißenthurm,50.417187,7.450716,L'·A·GFR|,LAVGER,,La Reina,Military Camp
20602,20602,Dressel 20,Welzheim,Welzheim,48.875595,9.630983,|MQSR|,MQSR,,,Military Camp
14543,14543,Dressel 20,Wiesbaden,Wiesbaden,50.082582,8.249322,[P]IV^LICR^ISP^I|,PIVLICRISPI,,El Marchante,Military Camp
27912,27912,Dressel 20,Wiesbaden,Wiesbaden,50.082582,8.249322,|L·I+,LI…,,,Military Camp
27925,27925,Dressel 20,Wiesbaden,Wiesbaden,50.082582,8.249322,|L'I'DFIT^AL|,LIDFITAL,,,Military Camp
27927,27927,Dressel 20,Wiesbaden,Wiesbaden,50.082582,8.249322,|FIGLINA[ACIRGI]/|MS·MAV[RIANI],FIGLINACIRGIMSMMAVRIANI,,,Military Camp
27933,27933,Dressel 20,Wiesbaden,Wiesbaden,50.082582,8.249322,[LV & LVAL]CHA^E,LVCHAE & LVALCHAE,,,Military Camp
10,10,Dressel 20,Worms,Worms,49.632784,8.359164,PIV^LCRI~S^PA'^R'^T'|,PIVLCRISPART?,,,Military Camp
27956,27956,Dressel 20,Worms,Worms,49.632784,8.359164,"|EVTST^ER''[PAV^L], bis impressum est",EVTSTERPAVL,,Las Sesenta,Military Camp
27959,27959,Dressel 20,Worms,Worms,49.632784,8.359164,E'V'T'I'C'I,EVTICI,,,Military Camp
37022,37022,Dressel 20,Worms,Worms,49.632784,8.359164,"A^LFO, sine imagine",ALFO,,La Catria,Military Camp
830,830,Dressel 20,Worms,Worms,49.632784,8.359164,|G·[A^P]F|,GAPF,,Castillo de Azanaque,Military Camp
835,835,Dressel 20,Worms,Worms,49.632784,8.359164,[L]M·V^E|,LMVE,,Alcolea del Río,Military Camp
835,835,Dressel 20,Worms,Worms,49.632784,8.359164,[L]M·V^E|,LMVE,,Mejía,Military Camp
835,835,Dressel 20,Worms,Worms,49.632784,8.359164,[L]M·V^E|,LMVE,,Villar Tesoro,Military Camp
13971,13971,Dressel 20,Xanten,Xanten,51.658769,6.452971,|PO<RL~APA|,PORLAPA,,,Military Camp
14093,14093,Dressel 20,Xanten,Xanten,51.658769,6.452971,|FIGL'[INAACIRGI]/|MSM'*,FIGLINAACIRGIMSM...,,,Military Camp
15405,15405,Dressel 20,York,York,53.966667,-1.083333,"Q·AG SV^BV[R], sine imagine.",QAGSVBVR,,,Military Camp
15424,15424,Dressel 20,York,York,53.966667,-1.083333,"L·A·T, sine imagine",LAT,,,Military Camp
15435,15435,Dressel 20,York,York,53.966667,-1.083333,"SALS, sine imagine",SALS,,Arva,Military Camp
15488,15488,Dressel 20,York,York,53.966667,-1.083333,"ACIRGI, sine imagine",ACIRGI (ACIRCI),,Itálica,Military Camp
15500,15500,Dressel 20,York,York,53.966667,-1.083333,|ACIRGI((palma))[-]|,ACIRGI (ACIRCI),,Itálica,Military Camp
15526,15526,Dressel 20,York,York,53.966667,-1.083333,|AEMEV'[P],AEMEVP,,Tarancón,Military Camp
15532,15532,Dressel 20,York,York,53.966667,-1.083333,|M·A^EMRVS|,MAEMRVS,,Arva,Military Camp
15683,15683,Dressel 20,York,York,53.966667,-1.083333,A'RAXIFM|,ARAXIFM,,Malpica Sur,Military Camp
15685,15685,Dressel 20,York,York,53.966667,-1.083333,|AIrXImM|,AIRXIMM,,,Military Camp
15696,15696,Dressel 20,York,York,53.966667,-1.083333,"BELSIL, sine imagine",BELSIL,,,Military Camp
15707,15707,Dressel 20,York,York,53.966667,-1.083333,"CCCOV, sine imagine",CCCOV,,,Military Camp
15724,15724,Dressel 20,York,York,53.966667,-1.083333,|Q((ramus palmae))C((ramus palamae))C|,QCC,,Las Sesenta,Military Camp
15735,15735,Dressel 20,York,York,53.966667,-1.083333,"QCCE, sine imagine",QCCE,,Las Sesenta,Military Camp
15765,15765,Dressel 20,York,York,53.966667,-1.083333,"LCM, sine imagine",LCM,,La Catria,Military Camp
15776,15776,Dressel 20,York,York,53.966667,-1.083333,|LC·O'C|,LCOC,,,Military Camp
15851,15851,Dressel 20,York,York,53.966667,-1.083333,[LF]CA·RES|,LFCARES,,Alcotrista,Military Camp
15889,15889,Dressel 20,York,York,53.966667,-1.083333,"VECAT, sine imagine",VECAT,,,Military Camp
15899,15899,Dressel 20,York,York,53.966667,-1.083333,|C·E·F·P|,CEFP,,La Catria,Military Camp
15907,15907,Dressel 20,York,York,53.966667,-1.083333,|M·FS!|,MFS (MCS),,Alcotrista,Military Camp
15927,15927,Dressel 20,York,York,53.966667,-1.083333,|IIIENNIV^L((hedera))|,IIIENNIIVL,,huerta del río,Military Camp
16024,16024,Dressel 20,York,York,53.966667,-1.083333,"PORLFS, sine imagine",PORLFS,,La Catria,Military Camp
16070,16070,Dressel 20,York,York,53.966667,-1.083333,"HISPSAENI, sine imagine",HISPSAENI,,huerta del río,Military Camp
16075,16075,Dressel 20,York,York,53.966667,-1.083333,|HISPSA^EN^I((corona''))|,HISPSAENI,,huerta del río,Military Camp
16077,16077,Dressel 20,York,York,53.966667,-1.083333,[CEN]H^ISPSA^E|,CENHISPSAE,,huerta del río,Military Camp
16101,16101,Dressel 20,York,York,53.966667,-1.083333,|C·IA'LB|,CIALB (GIALB),,Malpica,Military Camp
16198,16198,Dressel 20,York,York,53.966667,-1.083333,"LIT, sine imagine",LIT,,,Military Camp
16224,16224,Dressel 20,York,York,53.966667,-1.083333,|PI^V^L^ICRISP''I''*,PIVLICRISPI,,El Marchante,Military Camp
16253,16253,Dressel 20,York,York,53.966667,-1.083333,"IIIVNIMELISSETMELISSE, sine imagine",IIIVNIMELISSETMELISSE,,Itálica,Military Camp
16259,16259,Dressel 20,York,York,53.966667,-1.083333,[L]IVNI·M'|/|E'L'I'SS'I·+,LIVNIMELISSI...,,Las Delicias,Military Camp
16264,16264,Dressel 20,York,York,53.966667,-1.083333,+V'N'MEL'IsI,...VNMELISI,,,Military Camp
16273,16273,Dressel 20,York,York,53.966667,-1.083333,|L''IVN''(-)M'|/|ELIS'SI|,LIVNMELISSI,,,Military Camp
16299,16299,Dressel 20,York,York,53.966667,-1.083333,|IIIVN·M^ELISSI|/|E'TMELISSE((hedera))|,IIIVNIMELISSIETMELISSE,,Itálica,Military Camp
16327,16327,Dressel 20,York,York,53.966667,-1.083333,|CLPV((hedera))|,CLPV,,La Catria,Military Camp
16346,16346,Dressel 20,York,York,53.966667,-1.083333,|RM|,RM,,,Military Camp
16427,16427,Dressel 20,York,York,53.966667,-1.083333,|MA^RS|,MARS,,,Military Camp
16439,16439,Dressel 20,York,York,53.966667,-1.083333,"PMOCVFIGEDO, sine imagine",PMOCVFIGEDO,,La Corregidora,Military Camp
16464,16464,Dressel 20,York,York,53.966667,-1.083333,"PNN, sine imagine",PNN,,Alcolea del Río,Military Camp
16464,16464,Dressel 20,York,York,53.966667,-1.083333,"PNN, sine imagine",PNN,,Arva,Military Camp
16464,16464,Dressel 20,York,York,53.966667,-1.083333,"PNN, sine imagine",PNN,,El Tejarillo,Military Camp
16464,16464,Dressel 20,York,York,53.966667,-1.083333,"PNN, sine imagine",PNN,,Tostoneras,Military Camp
16472,16472,Dressel 20,York,York,53.966667,-1.083333,"PNN, sine imagine",PNN,,Alcolea del Río,Military Camp
16472,16472,Dressel 20,York,York,53.966667,-1.083333,"PNN, sine imagine",PNN,,Arva,Military Camp
16472,16472,Dressel 20,York,York,53.966667,-1.083333,"PNN, sine imagine",PNN,,El Tejarillo,Military Camp
16472,16472,Dressel 20,York,York,53.966667,-1.083333,"PNN, sine imagine",PNN,,Tostoneras,Military Camp
16476,16476,Dressel 20,York,York,53.966667,-1.083333,"PNN, sine imagine",PNN,,Alcolea del Río,Military Camp
16476,16476,Dressel 20,York,York,53.966667,-1.083333,"PNN, sine imagine",PNN,,Arva,Military Camp
16476,16476,Dressel 20,York,York,53.966667,-1.083333,"PNN, sine imagine",PNN,,El Tejarillo,Military Camp
16476,16476,Dressel 20,York,York,53.966667,-1.083333,"PNN, sine imagine",PNN,,Tostoneras,Military Camp
16495,16495,Dressel 20,York,York,53.966667,-1.083333,[((palma'))]PNNAR((palma))|,PNNAR,,Arva,Military Camp
16501,16501,Dressel 20,York,York,53.966667,-1.083333,"SNR, sine imagine",SNR,,La Catria,Military Camp
16686,16686,Dressel 20,York,York,53.966667,-1.083333,|FIGB'A*,FIGBA…,,,Military Camp
16716,16716,Dressel 20,York,York,53.966667,-1.083333,"ROMV^L((hedera))F, sine imagine",ROMVLF,,Villar de Brenes,Military Camp
16852,16852,Dressel 20,York,York,53.966667,-1.083333,"SAXOFERREO, sine imagine",SAXOFERREO,,Arva,Military Camp
16852,16852,Dressel 20,York,York,53.966667,-1.083333,"SAXOFERREO, sine imagine",SAXOFERREO,,Huerta de Belén,Military Camp
16853,16853,Dressel 20,York,York,53.966667,-1.083333,"SAXOFERREO, sine imagine",SAXOFERREO,,Arva,Military Camp
16853,16853,Dressel 20,York,York,53.966667,-1.083333,"SAXOFERREO, sine imagine",SAXOFERREO,,Huerta de Belén,Military Camp
16855,16855,Dressel 20,York,York,53.966667,-1.083333,|S'A'[X]OFERREO|,SAXOFERREO,,Arva,Military Camp
16855,16855,Dressel 20,York,York,53.966667,-1.083333,|S'A'[X]OFERREO|,SAXOFERREO,,Huerta de Belén,Military Camp
16866,16866,Dressel 20,York,York,53.966667,-1.083333,|SAXO·FER',SAXOFER,,,Military Camp
16895,16895,Dressel 20,York,York,53.966667,-1.083333,"FSCIM/NIANI, sine imagine",FSCIMNIANO,,Las Delicias,Military Camp
