number,id,type,site,country,lat,long,code,family
1286,28218,Dressel 20,Arva,Spain,37.623647,-5.604665,PNN,PNN
1287,28226,Dressel 20,Arva,Spain,37.623647,-5.604665,PNN,PNN
1292,28330,Dressel 20,Arva,Spain,37.623647,-5.604665,MEDIANAE,MEDIANAE
3445,9541,Dressel 20,Arva,Spain,37.623647,-5.604665,FBA...,BARBA
3446,9544,Dressel 20,Arva,Spain,37.623647,-5.604665,MHA...,MHA
3447,9545,Dressel 20,Arva,Spain,37.623647,-5.604665,IIIMINICIOR,IIIMINICIOR
3448,9546,Dressel 20,Arva,Spain,37.623647,-5.604665,IIIMINICIOR,IIIMINICIOR
3449,9547,Dressel 20,Arva,Spain,37.623647,-5.604665,IIIMINICIOR,IIIMINICIOR
3450,9548,Dressel 20,Arva,Spain,37.623647,-5.604665,IIIMINICIOR,IIIMINICIOR
3451,9549,Dressel 20,Arva,Spain,37.623647,-5.604665,IIIMINICIOR,IIIMINICIOR
3452,9555,Dressel 20,Arva,Spain,37.623647,-5.604665,PNN...,PNN
3453,9556,Dressel 20,Arva,Spain,37.623647,-5.604665,PNN...,PNN
3454,9557,Dressel 20,Arva,Spain,37.623647,-5.604665,PNN,PNN
3455,9558,Dressel 20,Arva,Spain,37.623647,-5.604665,PNN...,PNN
3456,9559,Dressel 20,Arva,Spain,37.623647,-5.604665,PNN...,PNN
3457,9563,Dressel 20,Arva,Spain,37.623647,-5.604665,PNPHI,PNPHI
3458,9564,Dressel 20,Arva,Spain,37.623647,-5.604665,QAG?,QAG
3459,9565,Dressel 20,Arva,Spain,37.623647,-5.604665,?,
630,13681,Tegula,Castillo de Azanaque,Spain,37.617172,-5.565544,ARBO,
631,13682,Tegula,Castillo de Azanaque,Spain,37.617172,-5.565544,OALO...I?,
360,12941,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,CONSFC,CONSFC
361,12942,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,CONSFC,CONSFC
362,12943,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,CONSFC,CONSFC
363,12947,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,CA...,
364,12948,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,...CH...,
365,12949,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,MHICAP...,MHICA
366,12950,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,GMMF,CMM
367,12953,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,QAELOPTATI,QAELIOPTATI
368,12954,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,QAEOPCOL,QAELIOPTATI
369,12955,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,QAEOPCOL,QAELIOPTATI
632,13686,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,OFA,
633,13702,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,CMMF,CMM
634,13703,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,CMM,CMM
635,13706,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,CMM,CMM
636,13707,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,GANNIRVFINI,GANNIRVFINI
637,13708,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,SAES,SAES
638,13713,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,...MEM,
639,13722,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,CONSFC,CONSFC
640,13723,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,CONSFC,CONSFC
641,13724,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,CONSFC,CONSFC
642,13728,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,CORBEL,CORBEL
643,13729,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,MRIC...,
644,13733,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,LAEQPCOL,LAEQ
1374,33321,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,CHB,
1375,33322,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,CONSFC,CONSFC
1376,33323,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,CONSFC,CONSFC
1377,33324,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,...SFC,
1378,33325,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,CONSFC,CONSFC
1379,33326,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,CON...,
1380,33331,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,EROTI,
1381,33333,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,FIRMI,FIRMI
1382,33334,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,GA…,
1383,33337,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,GAP,GAP
1384,33338,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,CAF,
1385,33342,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,APF,APF
1386,33343,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,AF,
1387,33344,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,G·M·M·,CMM
1388,33345,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,GM,GM
1389,33347,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,G·MM·F (palma),CMM
1390,33348,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,GMM,CMM
1391,33349,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,G·M·M.,CMM
1392,33350,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,G·M·M·F,CMM
1393,33351,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,ID·N,
1394,33352,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,MHICA.,MHICA
1395,33353,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,MHI·CA,MHICA
1396,33353,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,MHICA.,MHICA
1397,33354,Dressel 23,Azanaque-Castillejo,Spain,37.617631,-5.556263,P,P...
1398,33355,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,Q·AE·O·PO,
1399,33356,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,QA.OPCO,
1400,33357,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,Q·AEOPTA,
1401,33358,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,QAEOPTATI,QAELIOPTATI
1402,33360,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,QAEOPCO,QAELIOPTATI
1403,33361,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,Q AEOPTA,
1404,33362,Dressel 20,Azanaque-Castillejo,Spain,37.617631,-5.556263,VICT,VICT
645,13736,Dressel 20,El Judío,Spain,37.624871,-5.550459,QAEOPCO,QAELIOPTATI
646,13738,Dressel 20,El Judío,Spain,37.624871,-5.550459,AGAPI,AGAPI
70,11103,Dressel 20,La Catria,Spain,37.648779,-5.506146,LIT,LIT
71,11104,Dressel 20,La Catria,Spain,37.648779,-5.506146,MMRP,MMR
72,11105,Dressel 20,La Catria,Spain,37.648779,-5.506146,PAVR,
73,11108,Dressel 20,La Catria,Spain,37.648779,-5.506146,LALF & LALP,
76,11113,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
77,11114,Dressel 20,La Catria,Spain,37.648779,-5.506146,PORODV,POROCODV
78,11121,Dressel 20,La Catria,Spain,37.648779,-5.506146,LQSP,LQS
298,12501,Dressel 20,La Catria,Spain,37.648779,-5.506146,PORT...,
299,12507,Dressel 20,La Catria,Spain,37.648779,-5.506146,SEXN...,SEXN...
300,12513,Dressel 20,La Catria,Spain,37.648779,-5.506146,MIM,MIM
301,12514,Dressel 20,La Catria,Spain,37.648779,-5.506146,...RL,
302,12515,Dressel 20,La Catria,Spain,37.648779,-5.506146,...CPCI?,
1272,28047,Dressel 20,La Catria,Spain,37.648779,-5.506146,BROCOD,POROCODV
1273,28048,Dressel 20,La Catria,Spain,37.648779,-5.506146,BROCOD,POROCODV
1274,28051,Dressel 20,La Catria,Spain,37.648779,-5.506146,BROCHOD,POROCODV
1305,29208,Dressel 20,La Catria,Spain,37.648779,-5.506146,CEFP,CEFP
3264,6645,Dressel 20,La Catria,Spain,37.648779,-5.506146,QAEOPO,QAELIOPTATI
3265,6646,Dressel 20,La Catria,Spain,37.648779,-5.506146,QAEOPO,QAELIOPTATI
3266,6647,Dressel 20,La Catria,Spain,37.648779,-5.506146,QAEOPO,QAELIOPTATI
3267,6648,Dressel 20,La Catria,Spain,37.648779,-5.506146,QAEOPO,QAELIOPTATI
3268,6649,Dressel 20,La Catria,Spain,37.648779,-5.506146,QAEOPO,QAELIOPTATI
3269,6650,Dressel 20,La Catria,Spain,37.648779,-5.506146,QAEOPO,QAELIOPTATI
3270,6651,Dressel 20,La Catria,Spain,37.648779,-5.506146,QAEOPO,QAELIOPTATI
3271,6655,Dressel 20,La Catria,Spain,37.648779,-5.506146,QAEOPO,QAELIOPTATI
3272,6656,Dressel 20,La Catria,Spain,37.648779,-5.506146,QAEOPO,QAELIOPTATI
3273,6657,Dressel 20,La Catria,Spain,37.648779,-5.506146,QAEOPO,QAELIOPTATI
3274,6658,Dressel 20,La Catria,Spain,37.648779,-5.506146,QAEOPO,QAELIOPTATI
3275,6659,Dressel 20,La Catria,Spain,37.648779,-5.506146,QAEOPO,QAELIOPTATI
3276,6660,Dressel 20,La Catria,Spain,37.648779,-5.506146,QAEOPO,QAELIOPTATI
3277,6663,Dressel 20,La Catria,Spain,37.648779,-5.506146,QAEOPO,QAELIOPTATI
3278,6664,Dressel 20,La Catria,Spain,37.648779,-5.506146,QAEOPO,QAELIOPTATI
3279,6665,Dressel 20,La Catria,Spain,37.648779,-5.506146,QAEOPO,QAELIOPTATI
3280,6666,Dressel 20,La Catria,Spain,37.648779,-5.506146,QAEOPO,QAELIOPTATI
3281,6717,Dressel 20,La Catria,Spain,37.648779,-5.506146,...VCLF,
3282,6718,Dressel 20,La Catria,Spain,37.648779,-5.506146,...VCLF,
3283,6719,Dressel 20,La Catria,Spain,37.648779,-5.506146,...VCLF,
3284,6721,Dressel 20,La Catria,Spain,37.648779,-5.506146,CHRYSAN...,CHRYSANTI
3285,6730,Dressel 20,La Catria,Spain,37.648779,-5.506146,CCEFP,
3286,6751,Dressel 20,La Catria,Spain,37.648779,-5.506146,CEFPORTI & CEFPORTT,CEFP
3287,6752,Dressel 20,La Catria,Spain,37.648779,-5.506146,CEFPORTI,CEFP
3288,6753,Dressel 20,La Catria,Spain,37.648779,-5.506146,GEFPORTI,GEF
3289,6754,Dressel 20,La Catria,Spain,37.648779,-5.506146,GEFPORTI,GEF
3290,6755,Dressel 20,La Catria,Spain,37.648779,-5.506146,GEFPORTI,GEF
3291,6786,Dressel 20,La Catria,Spain,37.648779,-5.506146,CENHISPSA,CENNIHISPANI
3292,6787,Dressel 20,La Catria,Spain,37.648779,-5.506146,CENHISPSA,CENNIHISPANI
3293,6818,Dressel 20,La Catria,Spain,37.648779,-5.506146,POQHEHE,
3294,6819,Dressel 20,La Catria,Spain,37.648779,-5.506146,POQHEHE,
3295,6821,Dressel 20,La Catria,Spain,37.648779,-5.506146,MIM,MIM
3296,6822,Dressel 20,La Catria,Spain,37.648779,-5.506146,MIM,MIM
3297,6823,Dressel 20,La Catria,Spain,37.648779,-5.506146,MIM,MIM
3298,6824,Dressel 20,La Catria,Spain,37.648779,-5.506146,MIM,MIM
3299,6825,Dressel 20,La Catria,Spain,37.648779,-5.506146,MIM,MIM
3300,6826,Dressel 20,La Catria,Spain,37.648779,-5.506146,MIM,MIM
3301,6827,Dressel 20,La Catria,Spain,37.648779,-5.506146,MIM,MIM
3302,6828,Dressel 20,La Catria,Spain,37.648779,-5.506146,MIM,MIM
3303,6829,Dressel 20,La Catria,Spain,37.648779,-5.506146,MIM,MIM
3304,6830,Dressel 20,La Catria,Spain,37.648779,-5.506146,MIM,MIM
3305,6831,Dressel 20,La Catria,Spain,37.648779,-5.506146,MIM,MIM
3306,6832,Dressel 20,La Catria,Spain,37.648779,-5.506146,MIM,MIM
3307,6833,Dressel 20,La Catria,Spain,37.648779,-5.506146,MIM,MIM
3308,6834,Dressel 20,La Catria,Spain,37.648779,-5.506146,MIM,MIM
3309,6835,Dressel 20,La Catria,Spain,37.648779,-5.506146,MIM,MIM
3310,6856,Dressel 20,La Catria,Spain,37.648779,-5.506146,ALF...,ALF
3311,6857,Dressel 20,La Catria,Spain,37.648779,-5.506146,ALF,ALF
3312,6863,Dressel 20,La Catria,Spain,37.648779,-5.506146,...BALF,
3313,6868,Dressel 20,La Catria,Spain,37.648779,-5.506146,...LFO,
3314,6882,Dressel 20,La Catria,Spain,37.648779,-5.506146,PMH...,PMH
3315,6885,Dressel 20,La Catria,Spain,37.648779,-5.506146,PMPPR,PMPPR
3316,6890,Dressel 20,La Catria,Spain,37.648779,-5.506146,MMRP,MMR
3317,6891,Dressel 20,La Catria,Spain,37.648779,-5.506146,MMRP...,MMR
3318,6892,Dressel 20,La Catria,Spain,37.648779,-5.506146,MMR...,MMR
3319,6965,Dressel 20,La Catria,Spain,37.648779,-5.506146,PORODV,POROCODV
3320,6966,Dressel 20,La Catria,Spain,37.648779,-5.506146,PORODV,POROCODV
3321,6967,Dressel 20,La Catria,Spain,37.648779,-5.506146,PORODV,POROCODV
3322,6968,Dressel 20,La Catria,Spain,37.648779,-5.506146,PORODV,POROCODV
3323,6969,Dressel 20,La Catria,Spain,37.648779,-5.506146,PORODV,POROCODV
3324,6970,Dressel 20,La Catria,Spain,37.648779,-5.506146,PORODV,POROCODV
3325,6971,Dressel 20,La Catria,Spain,37.648779,-5.506146,PORODV,POROCODV
3326,6972,Dressel 20,La Catria,Spain,37.648779,-5.506146,PORODV,POROCODV
3327,6973,Dressel 20,La Catria,Spain,37.648779,-5.506146,PORODV,POROCODV
3328,6974,Dressel 20,La Catria,Spain,37.648779,-5.506146,PORODV,POROCODV
3329,6977,Dressel 20,La Catria,Spain,37.648779,-5.506146,POCODV,POCODV
3330,6978,Dressel 20,La Catria,Spain,37.648779,-5.506146,POCODV,POCODV
3331,6995,Dressel 20,La Catria,Spain,37.648779,-5.506146,GPC,GPC
3332,7003,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLII,POPVLI
3333,7004,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3334,7005,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3335,7006,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3336,7007,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3337,7008,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3338,7009,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3339,7010,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3340,7011,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3341,7012,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3342,7013,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3343,7014,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3344,7015,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3345,7016,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3346,7017,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3347,7018,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3348,7019,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3349,7020,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3350,7021,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3351,7022,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPPVLI,POPVLI
3352,7023,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3353,7024,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3354,7025,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3355,7026,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3356,7027,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3357,7028,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3358,7029,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3359,7030,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3360,7031,Dressel 20,La Catria,Spain,37.648779,-5.506146,POPVLI,POPVLI
3361,7055,Dressel 20,La Catria,Spain,37.648779,-5.506146,LQSP,LQS
3362,7056,Dressel 20,La Catria,Spain,37.648779,-5.506146,LQSP,LQS
3363,7062,Dressel 20,La Catria,Spain,37.648779,-5.506146,QVNTI,
3364,7120,Dressel 20,La Catria,Spain,37.648779,-5.506146,LSERLVP,LSERLVPI
3365,7121,Dressel 20,La Catria,Spain,37.648779,-5.506146,LSERLVP,LSERLVPI
3366,7123,Dressel 20,La Catria,Spain,37.648779,-5.506146,RVSR,
3367,7133,Dressel 20,La Catria,Spain,37.648779,-5.506146,LVTROPHIMI,LVALERITROPHIMI
3368,7136,Dressel 20,La Catria,Spain,37.648779,-5.506146,M...OPSVR…,
3369,7137,Dressel 20,La Catria,Spain,37.648779,-5.506146,ATITAC?,ATITAE
3370,7138,Dressel 20,La Catria,Spain,37.648779,-5.506146,...CRROP,
1271,28044,Dressel 20,Los Mochales,Spain,37.642799,-5.497951,BROODV,POROCODV
1275,28052,Dressel 20,Los Mochales,Spain,37.642799,-5.497951,BROCHOD,POROCODV
1276,28053,Dressel 20,Los Mochales,Spain,37.642799,-5.497951,BRPOD,
79,11171,Dressel 20,Haza del Olivo,Spain,37.661787,-5.486442,SIP,SIP
80,11172,Dressel 20,Haza del Olivo,Spain,37.661787,-5.486442,IPC...,IPC...
81,11173,Dressel 20,Haza del Olivo,Spain,37.661787,-5.486442,NERV,
82,11174,Dressel 20,Haza del Olivo,Spain,37.661787,-5.486442,NERVAELVP,NERVAELVP
83,11181,Dressel 20,Manuel Nieto,Spain,37.657511,-5.480342,LSERLV,LSERLVPI
84,11182,Dressel 20,Manuel Nieto,Spain,37.657511,-5.480342,LSERLV,LSERLVPI
359,12939,Dressel 20,Lora la Vieja,Spain,37.627358,-5.461938,LVTROPHIMI,LVALERITROPHIMI
485,13242,Dressel 20,Lora la Vieja,Spain,37.627358,-5.461938,LVTROPHIMI,LVALERITROPHIMI
85,11208,Dressel 20,El Marchante,Spain,37.630921,-5.452824,LSENSENC,LSL
86,11213,Dressel 20,El Marchante,Spain,37.630921,-5.452824,VPC & CPV,VPC
87,11214,Dressel 20,El Marchante,Spain,37.630921,-5.452824,VPC & CPV,VPC
88,11221,Dressel 20,El Marchante,Spain,37.630921,-5.452824,GAPMA,GAPMA
89,11222,Dressel 20,El Marchante,Spain,37.630921,-5.452824,AMGALOD,
90,11223,Dressel 20,El Marchante,Spain,37.630921,-5.452824,ICIFAFC...?,ICIFAFC...
91,11224,Dressel 20,El Marchante,Spain,37.630921,-5.452824,SELSEN,LSLSEN
92,11225,Dressel 20,El Marchante,Spain,37.630921,-5.452824,CARLA...? & CARIAI...?,
93,11226,Dressel 20,El Marchante,Spain,37.630921,-5.452824,CRISPI,
100,11272,Dressel 20,La María,Spain,37.674854,-5.451432,DIA,DIA
101,11274,Dressel 20,La María,Spain,37.674854,-5.451432,NER...,NER
102,11275,Dressel 20,La María,Spain,37.674854,-5.451432,NER...,NER
103,11277,Dressel 20,La María,Spain,37.674854,-5.451432,LERP,LER
295,12470,Dressel 20,La María,Spain,37.674854,-5.451432,DIA,DIA
296,12473,Dressel 20,La María,Spain,37.674854,-5.451432,FCRV,FCRV
297,12474,Dressel 20,La María,Spain,37.674854,-5.451432,DIA,DIA
354,12905,Dressel 20,La María,Spain,37.674854,-5.451432,...MST,
355,12906,Dressel 20,La María,Spain,37.674854,-5.451432,...ST,
356,12908,Dressel 20,La María,Spain,37.674854,-5.451432,...ICCRA,
357,12909,Dressel 20,La María,Spain,37.674854,-5.451432,...LSLVP,
358,12910,Dressel 20,La María,Spain,37.674854,-5.451432,IFPV & LFPV,IFPV & LFPV
3202,41661,Dressel 20,La María,Spain,37.674854,-5.451432,QCKS,
3203,41663,Dressel 20,La María,Spain,37.674854,-5.451432,CCRASSISEMNI,
3204,41664,Dressel 20,La María,Spain,37.674854,-5.451432,CCRASSISEMNI,
3205,41676,Dressel 20,La María,Spain,37.674854,-5.451432,AVGGGNNNCOLEARIFGRV,
3206,41679,Dressel 20,La María,Spain,37.674854,-5.451432,KVFICGRVMCOLSICETASI,
3207,41681,Dressel 20,La María,Spain,37.674854,-5.451432,FIGGRV,
3208,41683,Dressel 20,La María,Spain,37.674854,-5.451432,DIA,
3209,41688,Dressel 20,La María,Spain,37.674854,-5.451432,LVRIF & LVRIE,
3210,41690,Dressel 20,La María,Spain,37.674854,-5.451432,...MPFGRV?,
868,21228,Dressel 20,La Coscoja,Spain,37.717502,-5.412668,QAO,QAO
869,21229,Dressel 20,La Coscoja,Spain,37.717502,-5.412668,QAEO,QAELIOPTATI
870,21238,Dressel 20,La Botica,Spain,37.696596,-5.366061,LASFIC,LASFIC
1238,27288,Beltrán 2B,Fuentes de Andalucía,Spain,37.4998706316,-5.3476862671,MPO,
289,12464,Dressel 20,El Portillo,Spain,37.695332,-5.291723,KVFIGCEPCOLLEOPAR,KV
290,12465,Dressel 20,El Portillo,Spain,37.695332,-5.291723,M...,
291,12466,Dressel 20,El Portillo,Spain,37.695332,-5.291723,KVFIGCEPCOLLEOPAR,KV
292,12467,Dressel 20,El Portillo,Spain,37.695332,-5.291723,L...,
293,12468,Dressel 20,El Portillo,Spain,37.695332,-5.291723,IIAVRHERACLAEPATETFILFCEPAR,AVRELIHERACLAE
294,12469,Dressel 20,El Portillo,Spain,37.695332,-5.291723,IIAVRHERACLAEPATETFILFCEPAR,AVRELIHERACLAE
331,12825,Dressel 20,El Portillo,Spain,37.695332,-5.291723,...VFNCEPA...CORALODFA,
3425,910,Dressel 20,Madueño,Spain,37.687599,-5.274237,MCC,MCC
3426,911,Dressel 20,Madueño,Spain,37.687599,-5.274237,MCC,MCC
3427,912,Dressel 20,Madueño,Spain,37.687599,-5.274237,MCC & MCG,MCC
3428,913,Dressel 20,Madueño,Spain,37.687599,-5.274237,MCCDFM (MCGDFM),MCCDFM
3429,921,Dressel 20,Madueño,Spain,37.687599,-5.274237,TTLVCR,TTLVC
3430,922,Dressel 20,Madueño,Spain,37.687599,-5.274237,TTLVCR,TTLVC
3431,923,Dressel 20,Madueño,Spain,37.687599,-5.274237,TTLVC,TTLVC
3432,924,Dressel 20,Madueño,Spain,37.687599,-5.274237,LFLVC,TTLVC
3433,926,Dressel 20,Madueño,Spain,37.687599,-5.274237,SECVNCIINIA & SECVNDINIA,SECVNDIINIA
3434,928,Dressel 20,Madueño,Spain,37.687599,-5.274237,KVFIGCEPACOLLEOPAR,KV
1075,24961,Haltern 70,El Mohino,Spain,37.723211,-5.246417,LVGA…,
1077,25023,Dressel 20,El Mohino,Spain,37.723211,-5.246417,MAELALEX,MAELIALEXANDRI
1078,25024,Dressel 20,El Mohino,Spain,37.723211,-5.246417,LVCA…,
131,11520,Dressel 20,Isla de la Jurada,Spain,37.736864,-5.23998,SAXE,
132,11521,Dressel 20,Isla de la Jurada,Spain,37.736864,-5.23998,CIAQBERO,
133,11522,Dressel 20,Isla de la Jurada,Spain,37.736864,-5.23998,SBOGLVAELPAF,SBOGLVAELPAF
3435,930,Dressel 20,La Graja,Spain,37.678539,-5.224417,PCHO,PCHO
3436,931,Dressel 20,La Graja,Spain,37.678539,-5.224417,PCHO,PCHO
3437,932,Dressel 20,La Graja,Spain,37.678539,-5.224417,PCHO,PCHO
107,11416,Dressel 20,Tierras del Judío,Spain,37.67122,-5.222501,LVBC,LVIBICHOMIS
108,11417,Dressel 20,Tierras del Judío,Spain,37.67122,-5.222501,LVBC,LVIBICHOMIS
109,11418,Dressel 20,Tierras del Judío,Spain,37.67122,-5.222501,LVBC,LVIBICHOMIS
110,11435,Dressel 20,Tierras del Judío,Spain,37.67122,-5.222501,LCTI,LCT
111,11436,Dressel 20,Tierras del Judío,Spain,37.67122,-5.222501,LCTI,LCT
112,11437,Dressel 20,Tierras del Judío,Spain,37.67122,-5.222501,LCTI,LCT
113,11438,Dressel 20,Tierras del Judío,Spain,37.67122,-5.222501,LCTI,LCT
114,11439,Dressel 20,Tierras del Judío,Spain,37.67122,-5.222501,LCTI,LCT
115,11440,Dressel 20,Tierras del Judío,Spain,37.67122,-5.222501,LVBC,LVIBICHOMIS
116,11441,Dressel 20,Tierras del Judío,Spain,37.67122,-5.222501,LVBC,LVIBICHOMIS
117,11442,Dressel 20,Tierras del Judío,Spain,37.67122,-5.222501,LVBC,LVIBICHOMIS
118,11443,Dressel 20,Tierras del Judío,Spain,37.67122,-5.222501,LVBC,LVIBICHOMIS
119,11444,Dressel 20,Tierras del Judío,Spain,37.67122,-5.222501,LVBC,LVIBICHOMIS
120,11445,Dressel 20,Tierras del Judío,Spain,37.67122,-5.222501,LVBC,LVIBICHOMIS
121,11456,Dressel 20,Tierras del Judío,Spain,37.67122,-5.222501,VIBIOR...,LVIBICHROMIS
104,11397,Dressel 20,Malpica Sur,Spain,37.67842,-5.21428,FGFIVSF,FGFIVSFM
105,11411,Dressel 20,Malpica Sur,Spain,37.67842,-5.21428,...MIFRPN,
106,11413,Dressel 20,Malpica Sur,Spain,37.67842,-5.21428,FA...,FA...
282,12449,Dressel 20,Malpica Sur,Spain,37.67842,-5.21428,...CI...,
283,12450,Dressel 20,Malpica Sur,Spain,37.67842,-5.21428,FCFIVSFM,FCFIVSFM
284,12451,Dressel 20,Malpica Sur,Spain,37.67842,-5.21428,TRLA?,TRLA
285,12452,Dressel 20,Malpica Sur,Spain,37.67842,-5.21428,FCFIVSFM,FCFIVSFM
286,12454,Later,Malpica Sur,Spain,37.67842,-5.21428,LIA,
287,12456,Later,Malpica Sur,Spain,37.67842,-5.21428,...ALQVIN,
288,12460,Dressel 20,Malpica Sur,Spain,37.67842,-5.21428,...MIFRPN,
1126,26637,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,PAHSCALV,PAH 
1127,26638,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,PAHSCALV,PAH 
1128,26639,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,PAHSCALV,PAH 
1129,26640,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,PAHSCALV,PAH 
1130,26641,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,CANTQVIE,CANTONIQVIETI
1131,26666,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1132,26667,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
1133,26668,Dressel 20,Cerro de los Pesebres,Spain,37.752937,-5.211861,LFCCVFS,LFC
