,AmphoraIdentifier,AmphoricTypeTitle,AreaTitle,,FindingPlaceLatitude,FindingPlaceLongitude,FullTranscription,SimplifiedTranscription,,,,,,,
,14990,Dressel 20,Köln,,50.933333,6.95,|VIR·I|,VIRI,,,,,,,
,14997,Dressel 20,Köln,,50.933333,6.95,|V^RI^TT^IPV|,VRITTIPV,,,,,,,
,28041,Dressel 20,Köln,,50.933333,6.95,A''VGGGNNN·[((palma))]|/C''OLEARI·F·B''A''R''B''|,AVGGGNNNCOLEARIFBARB,,,,,,,
,8610,Dressel 20,Köln,,50.933333,6.95,|CSE+,CSE...?,,,,,,,
,8611,Dressel 20,Köln,,50.933333,6.95,C'CLOCA',CCLOCA,,,,,,,
,8612,Dressel 20,Köln,,50.933333,6.95,MANNS[ATVRNINI]+,MANNSATVRNINI?,,,,,,,
,8613,Dressel 20,Köln,,50.933333,6.95,+C'M|,CM?,,,,,,,
,8614,Dressel 20,Köln,,50.933333,6.95,+CHR*,…CHR…,,,,,,,
,8615,Dressel 20,Köln,,50.933333,6.95,"CII, sine imagine",CII?,,,,,,,
,8616,Dressel 20,Köln,,50.933333,6.95,|LPFAV|,LPFAV,,,,,,,
,11973,Dressel 20,Köngen,,48.683449,9.363795,|P·A·R^VF|,PARVF,,,,,,,
,11974,Dressel 20,Köngen,,48.683449,9.363795,CA^P·F,CAPF,,,,,,,
,11986,Dressel 20,Köngen,,48.683449,9.363795,|QIA'+,QIA...,,,,,,,
,12003,Dressel 20,Köngen,,48.683449,9.363795,|DOMS|,DOMS,,,,,,,
,13989,Dressel 20,Köngen,,48.683449,9.363795,|L((hedera))A·EL|,LAEL,,,,,,,
,14012,Dressel 20,Köngen,,48.683449,9.363795,|P·A·R^VF|,PARVF,,,,,,,
,14368,Dressel 20,Köngen,,48.683449,9.363795,"LFO, sine imagine",LFO,,,,,,,
,14604,Dressel 20,Köngen,,48.683449,9.363795,"ALFO, sine imagine",ALFO,,,,,,,
,14701,Dressel 20,Köngen,,48.683449,9.363795,|SNR|,SNR,,,,,,,
,14731,Dressel 20,Köngen,,48.683449,9.363795,|CONSFC|,CONSFC,,,,,,,
,14731,Dressel 20,Köngen,,48.683449,9.363795,|CONSFC|,CONSFC,,,,,,,
,14815,Dressel 20,Köngen,,48.683449,9.363795,"LQS, sine imagine",LQS,,,,,,,
,14963,Dressel 20,Köngen,,48.683449,9.363795,|CVIV'*,CVIV...,,,,,,,
,13974,Dressel 20,Kösching,,48.814007,11.504904,"LAR, sine imagine",LAR,,,,,,,
,14859,Dressel 20,Kösching,,48.814007,11.504904,|C·S·P|,CSP,,,,,,,
,14353,Dressel 20,Künzing,,48.666945,13.077504,|LFFGI*,LFFGI...,,,,,,,
,11978,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|Q((palma))C((palma))C|,QCC,,,,,,,
,11979,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|Q·C·CA|,QCCA,,,,,,,
,11984,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|QFC|,QFC,,,,,,,
,11988,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|Q·Ic|,QIC,,,,,,,
,11990,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|QIM!F!N|,QIMFN,,,,,,,
,12012,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,nL!R|,NLR?,,,,,,,
,14401,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,"KVFIGGRVMCOLSICETASI, sine imagine",KVFIGGRVMCOLSICETASI,,,,,,,
,14537,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|ISH^ERM^F|,ISHERMF,,,,,,,
,14925,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|SCA^L~ENSIAPH'I'|,SCALENSIAPHI,,,,,,,
,18871,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|POR·P·A·H|,PORPAH,,,,,,,
,18872,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|BELL|,BELL,,,,,,,
,18873,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|FBELI|,FBELI,,,,,,,
,18874,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|MCC|,MCC,,,,,,,
,18874,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|MCC|,MCC,,,,,,,
,18875,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|PCHO|,PCHO,,,,,,,
,18876,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|PCA^ES^IN^IGR^I|,PCAESINIGRI,,,,,,,
,18877,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,L'FCCVCA'[T],LFCCVCAT,,,,,,,
,18877,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,L'FCCVCA'[T],LFCCVCAT,,,,,,,
,18878,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|S·F·E·|,SFE,,,,,,,
,18879,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|QIMFN|,QIMFN,,,,,,,
,18880,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|QIMFS|,QIMFS,,,,,,,
,18881,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|ISVIRG|,ISVIRG,,,,,,,
,18882,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,[L]·I·T,LIT,,,,,,,
,18883,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|PI^V^LCRIsP|,PIVLCRISP,,,,,,,
,18884,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,IIIVN^IM^ELISSI/ETMELISSE|,IIIVNMELISSIETMELISSE,,,,,,,
,18885,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|FSCIM|/|NIANO|,FSCIMNIANO,,,,,,,
,18885,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|LIVNIM|/|ELIS·SI|,LIVNIMELISSI,,,,,,,
,18886,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|L·M·V^E|,LMVE,,,,,,,
,18886,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|L·M·V^E|,LMVE,,,,,,,
,18886,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|L·M·V^E|,LMVE,,,,,,,
,18887,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|CPCSVB|,CPCSVB,,,,,,,
,18888,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|ROM^AN^I,ROMANI,,,,,,,
,18889,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|L·S·A!|,LSA,,,,,,,
,18890,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,"FSCIMNIANO, sine imagine",FSCIMNIANO,,,,,,,
,18890,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,"LIVNIMELISSI, sine imagine",LIVNIMELISSI,,,,,,,
,18891,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|F((hedera))SCIM|/|NIANO|,FSCIMNIANO,,,,,,,
,18892,Dressel 20,Ladenburg (Lopodunum),,49.473071,8.608962,|VIRCIN|,VIRCIN,,,,,,,
,18868,Dressel 20,Lauffen am Neckar,,49.073397,9.145666,|L·'F·FC'A'L''|,LFFCCAL,,,,,,,
,13940,Dressel 20,Mainz,,49.984188,8.279096,|G·A·F|,GAF,,,,,,,
,13953,Dressel 20,Mainz,,49.984188,8.279096,|QAGEME'L'L'[I],QAGEMELLI,,,,,,,
,13956,Dressel 20,Mainz,,49.984188,8.279096,[POR·PA·H],PORPAH,,,,,,,
,13961,Dressel 20,Mainz,,49.984188,8.279096,"|SALS|, bis impressum est",SALS,,,,,,,
,13973,Dressel 20,Mainz,,49.984188,8.279096,|OFGRARLVC|,OFGARLVC,,,,,,,
,13976,Dressel 20,Mainz,,49.984188,8.279096,|MAR|,MAR,,,,,,,
,13979,Dressel 20,Mainz,,49.984188,8.279096,|·N·A·R·C·|,NARC,,,,,,,
,13984,Dressel 20,Mainz,,49.984188,8.279096,M^ATB((palma))|,MATB,,,,,,,
,13985,Dressel 20,Mainz,,49.984188,8.279096,"MATB, sine imagine",MATB,,,,,,,
,13987,Dressel 20,Mainz,,49.984188,8.279096,|L·AE·L'·|,LAEL,,,,,,,
,13993,Dressel 20,Mainz,,49.984188,8.279096,|SA^EQARSE|,SAEQARSE,,,,,,,
,13997,Dressel 20,Mainz,,49.984188,8.279096,|Q·A^EL^I·M^ICIA^N^I|,QAELIMINICIANI,,,,,,,
,13998,Dressel 20,Mainz,,49.984188,8.279096,|M·A^EM·R'[VS],MAEMRVS,,,,,,,
,14000,Dressel 20,Mainz,,49.984188,8.279096,[MA]EMRVS|,MAEMRVS,,,,,,,
,14006,Dressel 20,Mainz,,49.984188,8.279096,F·ALB·LIC·,FALBLIC,,,,,,,
,14008,Dressel 20,Mainz,,49.984188,8.279096,|C·A^NN^I·R[^V^]F'[I^N]^I,CANNIRVFINI,,,,,,,
,14008,Dressel 20,Mainz,,49.984188,8.279096,|C·A^NN^I·R[^V^]F'[I^N]^I,CANNIRVFINI,,,,,,,
,14009,Dressel 20,Mainz,,49.984188,8.279096,|P·n·n|,PNN,,,,,,,
,14009,Dressel 20,Mainz,,49.984188,8.279096,|P·n·n|,PNN,,,,,,,
,14009,Dressel 20,Mainz,,49.984188,8.279096,|P·n·n|,PNN,,,,,,,
,14009,Dressel 20,Mainz,,49.984188,8.279096,|P·n·n|,PNN,,,,,,,
,14010,Dressel 20,Mainz,,49.984188,8.279096,|P·A^N^R^VF|,PANRVF,,,,,,,
,14017,Dressel 20,Mainz,,49.984188,8.279096,|C'A^N^TQVI^ET^I|,CANTQVIETI (GANTQVIETI),,,,,,,
,14018,Dressel 20,Mainz,,49.984188,8.279096,|C·AN^TON^IQVI^ET^I|,CANTONIQVIETI,,,,,,,
,14020,Dressel 20,Mainz,,49.984188,8.279096,|C·A'N^TON^IQVI^ET^I|,CANTONIQVIETI,,,,,,,
,14030,Dressel 20,Mainz,,49.984188,8.279096,"CANTONIQVIETI, sine imagine",CANTONIQVIETI,,,,,,,
,14031,Dressel 20,Mainz,,49.984188,8.279096,[C]AN^TON^I·QVI^ET^I|,CANTONIQVIETI,,,,,,,
,14032,Dressel 20,Mainz,,49.984188,8.279096,C·AN^TON^I·QVI^ET^I|,CANTONIQVIETI,,,,,,,
,14033,Dressel 20,Mainz,,49.984188,8.279096,|GAN^TON^I·QV[I^]E[T^I]|,CANTONIQVIETI,,,,,,,
,14035,Dressel 20,Mainz,,49.984188,8.279096,|C·A^N^TQVI^E'T^I|,CANTQVIETI,,,,,,,
,14039,Dressel 20,Mainz,,49.984188,8.279096,*[CANT]Q'VI^E'T^I'|,CANTQVIETI?,,,,,,,
,14059,Dressel 20,Mainz,,49.984188,8.279096,|PATO|,PATO,,,,,,,
,14069,Dressel 20,Mainz,,49.984188,8.279096,|ACIRGIF|,ACIRGIF,,,,,,,
,14089,Dressel 20,Mainz,,49.984188,8.279096,|ACIR+,ACIR…,,,,,,,
,14100,Dressel 20,Mainz,,49.984188,8.279096,|AGRICOL'AE|,AGRICOLAE,,,,,,,
,14108,Dressel 20,Mainz,,49.984188,8.279096,[K]V·FIG·BA'[R]/[C]O'LSICE^TA'[SI],KVFIGBARCOLSICETASI,,,,,,,
,14122,Dressel 20,Mainz,,49.984188,8.279096,|LCA^N'T'P'|,LCANTP,,,,,,,
,14123,Dressel 20,Mainz,,49.984188,8.279096,|LCA^N^TP|,LCANTP,,,,,,,
,14145,Dressel 20,Mainz,,49.984188,8.279096,"|QCCV, bis impressum est",QCCV,,,,,,,
,14151,Dressel 20,Mainz,,49.984188,8.279096,|M'C'F''R''I''| & |M'C'F''P''I''|,MCFRI…,,,,,,,
,14180,Dressel 20,Mainz,,49.984188,8.279096,LCM*,LCM,,,,,,,
,14213,Dressel 20,Mainz,,49.984188,8.279096,|PCA^E·H^ER|,PCAEHER,,,,,,,
,14219,Dressel 20,Mainz,,49.984188,8.279096,"IICAMILIMELISSI, sine imagine",IICAMILIMELISSI,,,,,,,
,14219,Dressel 20,Mainz,,49.984188,8.279096,"IICAMILIMELISSI, sine imagine",IICAMILIMELISSI,,,,,,,
,14238,Dressel 20,Mainz,,49.984188,8.279096,"CALPVRNI, sine imagine",CALPVRNI,,,,,,,
,14242,Dressel 20,Mainz,,49.984188,8.279096,|CHRYSANT^I((hedera))|,CHRYSANTI,,,,,,,
,14279,Dressel 20,Mainz,,49.984188,8.279096,[Q]F'·AB'*,QFAB...,,,,,,,
,14280,Dressel 20,Mainz,,49.984188,8.279096,"CFAV, sine imagine",CFAV,,,,,,,
,14288,Dressel 20,Mainz,,49.984188,8.279096,|LFCCOL|,LFCCOL,,,,,,,
,14289,Dressel 20,Mainz,,49.984188,8.279096,|LFCCVCAT'|,LFCCVCAT,,,,,,,
,14289,Dressel 20,Mainz,,49.984188,8.279096,|LFCCVCAT'|,LFCCVCAT,,,,,,,
,14292,Dressel 20,Mainz,,49.984188,8.279096,[LFCCVCM,LFCCVCM,,,,,,,
,14296,Dressel 20,Mainz,,49.984188,8.279096,|LFCCVFCM'|,LFCCVFCM,,,,,,,
,14297,Dressel 20,Mainz,,49.984188,8.279096,[L]FCCVFcCM',LFCCVFCM,,,,,,,
,14306,Dressel 20,Mainz,,49.984188,8.279096,|LFCCV·FC'·[M],LFCCVFCM,,,,,,,
,14317,Dressel 20,Mainz,,49.984188,8.279096,LF'CFP,LFCFP,,,,,,,
,14320,Dressel 20,Mainz,,49.984188,8.279096,|LFCCV+,LFCCV...,,,,,,,
,14323,Dressel 20,Mainz,,49.984188,8.279096,"LFCCVCAT, sine imagine",LFCCVCAT,,,,,,,
,14323,Dressel 20,Mainz,,49.984188,8.279096,"LFCCVCAT, sine imagine",LFCCVCAT,,,,,,,
,14329,Dressel 20,Mainz,,49.984188,8.279096,[Q·F·CF,QFCF,,,,,,,
,14331,Dressel 20,Mainz,,49.984188,8.279096,|Q'F'C'|,QFC,,,,,,,
,14348,Dressel 20,Mainz,,49.984188,8.279096,"DFF, sine imagine",DFF,,,,,,,
,14348,Dressel 20,Mainz,,49.984188,8.279096,"DFF, sine imagine",DFF,,,,,,,
,14354,Dressel 20,Mainz,,49.984188,8.279096,"|LEFPC|, bis impressum est",LEFPC,,,,,,,
,14363,Dressel 20,Mainz,,49.984188,8.279096,|FLFBA'+,FLFBA...,,,,,,,
,14367,Dressel 20,Mainz,,49.984188,8.279096,|F·M'·[FA],FMFA,,,,,,,
,14383,Dressel 20,Mainz,,49.984188,8.279096,|CFVA+,CFVA...,,,,,,,
,14394,Dressel 20,Mainz,,49.984188,8.279096,|P^H^I^LO|,PHILO,,,,,,,
,14405,Dressel 20,Mainz,,49.984188,8.279096,|HISPSA^EN^I((corona)),HISPSAENI,,,,,,,
,14421,Dressel 20,Mainz,,49.984188,8.279096,"QIAFS, sine imagine",QIAFS,,,,,,,
,14422,Dressel 20,Mainz,,49.984188,8.279096,"QIAFS, sine imagine",QIAFS,,,,,,,
,14423,Dressel 20,Mainz,,49.984188,8.279096,|QIAFS|,QIAFS,,,,,,,
,14441,Dressel 20,Mainz,,49.984188,8.279096,|C·IAL·B*,CIALB,,,,,,,
,14454,Dressel 20,Mainz,,49.984188,8.279096,|Q·I·C·SEC|,QICSEC,,,,,,,
,14458,Dressel 20,Mainz,,49.984188,8.279096,|LIDFITA^LLICA^E|,LIDFITALICAE,,,,,,,
,14461,Dressel 20,Mainz,,49.984188,8.279096,|M·I·M|,MIM,,,,,,,
,14461,Dressel 20,Mainz,,49.984188,8.279096,|M·I·M|,MIM,,,,,,,
,14462,Dressel 20,Mainz,,49.984188,8.279096,|M·I·M|,MIM,,,,,,,
,14462,Dressel 20,Mainz,,49.984188,8.279096,|M·I·M|,MIM,,,,,,,
,14466,Dressel 20,Mainz,,49.984188,8.279096,|MIM|,MIM,,,,,,,
,14466,Dressel 20,Mainz,,49.984188,8.279096,|MIM|,MIM,,,,,,,
,14474,Dressel 20,Mainz,,49.984188,8.279096,|M·I·M|,MIM,,,,,,,
,14474,Dressel 20,Mainz,,49.984188,8.279096,|M·I·M|,MIM,,,,,,,
,14475,Dressel 20,Mainz,,49.984188,8.279096,|MI·M|,MIM,,,,,,,
,14475,Dressel 20,Mainz,,49.984188,8.279096,|MI·M|,MIM,,,,,,,
,14496,Dressel 20,Mainz,,49.984188,8.279096,|QIM[FN]*,QIMFN?,,,,,,,
,14503,Dressel 20,Mainz,,49.984188,8.279096,|QIM|/|S!|,QIMS,,,,,,,
,14516,Dressel 20,Mainz,,49.984188,8.279096,|SEX·I·R'[VFI],SEXIRVFI?,,,,,,,
,14517,Dressel 20,Mainz,,49.984188,8.279096,[S]EX·I·R^V^FI|,SEXIRVFI,,,,,,,
,14532,Dressel 20,Mainz,,49.984188,8.279096,|L·I·T|,LIT,,,,,,,
,14533,Dressel 20,Mainz,,49.984188,8.279096,"LIT, sine imagine",LIT,,,,,,,
,14542,Dressel 20,Mainz,,49.984188,8.279096,|P·IV^L^ICR^ISP^I|,PIVLICRISPI,,,,,,,
,14549,Dressel 20,Mainz,,49.984188,8.279096,|{C·}IVLI·SVRI|,CIVLISVRI,,,,,,,
,14551,Dressel 20,Mainz,,49.984188,8.279096,|IVL'·T'E'R'EN|,IVLTEREN,,,,,,,
,14552,Dressel 20,Mainz,,49.984188,8.279096,|C·IV^N^I·H^EBV^RI|,CIVNIHEBVRI,,,,,,,
,14554,Dressel 20,Mainz,,49.984188,8.279096,"CIVNIHEBVRI, sine imagine",CIVNIHEBVRI,,,,,,,
,14564,Dressel 20,Mainz,,49.984188,8.279096,|L((hedera))IVNI|/|MELISSI|,LIVNIMELISSI,,,,,,,
,14568,Dressel 20,Mainz,,49.984188,8.279096,|L'[IVNI]/|MEL[ISSI],LIVNIMELISSI,,,,,,,
,14570,Dressel 20,Mainz,,49.984188,8.279096,|IIIVN^IM^ELISSI/|E'TMELISSE|,IIIVNMELISSIETMELISSE,,,,,,,
,14579,Dressel 20,Mainz,,49.984188,8.279096,|IIIVN^IM^ELISSI|/|ETMELISSE((hedera))|,IIIVNMELISSIETMELISSE,,,,,,,
,14592,Dressel 20,Mainz,,49.984188,8.279096,|I'I'I'VN^IME'LISSI'|/|E'T'ME'LIS'S'E'|,IIIVNMELISSIETMELISSE,,,,,,,
,14599,Dressel 20,Mainz,,49.984188,8.279096,|AL·FO|,ALFO,,,,,,,
,14603,Dressel 20,Mainz,,49.984188,8.279096,"ALFO, sine imagine",ALFO,,,,,,,
,14605,Dressel 20,Mainz,,49.984188,8.279096,|AELFO|,AELFO,,,,,,,
,14616,Dressel 20,Mainz,,49.984188,8.279096,|G·M·M·F|,GMMF,,,,,,,
,14629,Dressel 20,Mainz,,49.984188,8.279096,|PMOCV|/FIGEDO|,PMOCVFIGEDO,,,,,,,
,14661,Dressel 20,Mainz,,49.984188,8.279096,|L'·M·V^E',LMVE,,,,,,,
,14661,Dressel 20,Mainz,,49.984188,8.279096,|L'·M·V^E',LMVE,,,,,,,
,14661,Dressel 20,Mainz,,49.984188,8.279096,|L'·M·V^E',LMVE,,,,,,,
,14663,Dressel 20,Mainz,,49.984188,8.279096,|PM^AN^ISV[P],PMANISVP,,,,,,,
,14697,Dressel 20,Mainz,,49.984188,8.279096,|SNR|,SNR,,,,,,,
,14703,Dressel 20,Mainz,,49.984188,8.279096,|SNR|,SNR,,,,,,,
,14730,Dressel 20,Mainz,,49.984188,8.279096,|CONSFC',CONSFC,,,,,,,
,14730,Dressel 20,Mainz,,49.984188,8.279096,|CONSFC',CONSFC,,,,,,,
,14736,Dressel 20,Mainz,,49.984188,8.279096,[POR]OCODV|,POROCODV (BOROCODV),,,,,,,
,14748,Dressel 20,Mainz,,49.984188,8.279096,|A·P·G|,APC (APG),,,,,,,
,14760,Dressel 20,Mainz,,49.984188,8.279096,"APM, sine imagine",APM,,,,,,,
,14784,Dressel 20,Mainz,,49.984188,8.279096,"PONTICI, sine imagine",PONTICI,,,,,,,
,14785,Dressel 20,Mainz,,49.984188,8.279096,[PONTICI],PONTICI,,,,,,,
,14787,Dressel 20,Mainz,,49.984188,8.279096,"POPVLI, sine imagine",POPVLI,,,,,,,
,14787,Dressel 20,Mainz,,49.984188,8.279096,"POPVLI, sine imagine",POPVLI,,,,,,,
,14791,Dressel 20,Mainz,,49.984188,8.279096,[A]Q'F'V'A',AQFVA,,,,,,,
,14799,Dressel 20,Mainz,,49.984188,8.279096,|L·Q·S|,LQS,,,,,,,
,14809,Dressel 20,Mainz,,49.984188,8.279096,|LQS|,LQS,,,,,,,
,14814,Dressel 20,Mainz,,49.984188,8.279096,|L·Q·S·|,LQS,,,,,,,
,14822,Dressel 20,Mainz,,49.984188,8.279096,|LQ·S|,LQS,,,,,,,
,14831,Dressel 20,Mainz,,49.984188,8.279096,|PRI|,PRI,,,,,,,
,14840,Dressel 20,Mainz,,49.984188,8.279096,|ROM^AN^I|,ROMANI (ROMNI),,,,,,,
,14841,Dressel 20,Mainz,,49.984188,8.279096,|RVFP~O|,RVFIPO,,,,,,,
,14846,Dressel 20,Mainz,,49.984188,8.279096,[P]OR·P·S],PORPS,,,,,,,
,14849,Dressel 20,Mainz,,49.984188,8.279096,|PO'R·P·S·A*,PORPSA,,,,,,,
,14852,Dressel 20,Mainz,,49.984188,8.279096,|P·S·AVI[TI],PSAVITI,,,,,,,
,14852,Dressel 20,Mainz,,49.984188,8.279096,|SV^AVI|,SVAVI,,,,,,,
,14854,Dressel 20,Mainz,,49.984188,8.279096,|L·S·LVPI|,LSLVPI,,,,,,,
,14862,Dressel 20,Mainz,,49.984188,8.279096,|LSP·BO|,LSPBO,,,,,,,
,14871,Dressel 20,Mainz,,49.984188,8.279096,|QSP((palma))|,QSP,,,,,,,
,14878,Dressel 20,Mainz,,49.984188,8.279096,QSASER,QSASER,,,,,,,
,14880,Dressel 20,Mainz,,49.984188,8.279096,|CSEA^N^T|,CSEANT,,,,,,,
,14883,Dressel 20,Mainz,,49.984188,8.279096,|QS'E'P'·SA|,QSEPSA?,,,,,,,
,14886,Dressel 20,Mainz,,49.984188,8.279096,C·SEMPO<LYCLI[TI],CSEMPOLYCLITI,,,,,,,
,14890,Dressel 20,Mainz,,49.984188,8.279096,|SER|,SER,,,,,,,
,14895,Dressel 20,Mainz,,49.984188,8.279096,|L·ST^R·LVC^A^N^I|,LSTRLVCANI,,,,,,,
,14902,Dressel 20,Mainz,,49.984188,8.279096,|SA^E^N^IA^M^VS|,SAENIAMVS,,,,,,,
,14906,Dressel 20,Mainz,,49.984188,8.279096,|OPT·S'A'EN^I|,OPTSAENI,,,,,,,
,14909,Dressel 20,Mainz,,49.984188,8.279096,|SA^T^V^RN[INI],SATVRNINI,,,,,,,
,14911,Dressel 20,Mainz,,49.984188,8.279096,|SAXOF'E'[RRI],SAXOFERRI,,,,,,,
,14918,Dressel 20,Mainz,,49.984188,8.279096,|[S]AXOFER|,SAXOFER,,,,,,,
,14923,Dressel 20,Mainz,,49.984188,8.279096,|SCA^L~ENS^IAG^EM^E|,SCALENSIAGEME,,,,,,,
,14924,Dressel 20,Mainz,,49.984188,8.279096,|SC{A^LE}NS^IACRE|,SCALESIACRE,,,,,,,
,14930,Dressel 20,Mainz,,49.984188,8.279096,*SCA^LFES|,SCALFES,,,,,,,
,14934,Dressel 20,Mainz,,49.984188,8.279096,|FSCIM|/|NIANO|,FSCIMNIANO,,,,,,,
,14935,Dressel 20,Mainz,,49.984188,8.279096,F'SCIM|/|NIANO|,FSCIMNIANO,,,,,,,
,14936,Dressel 20,Mainz,,49.984188,8.279096,"FSCIMNIANO, sine imagine",FSCIMNIANO,,,,,,,
,14938,Dressel 20,Mainz,,49.984188,8.279096,F'SC'IM'|/N'IANO'|,FSCIMNIANO,,,,,,,
,14939,Dressel 20,Mainz,,49.984188,8.279096,|FSCIM|/|NIANI|,FSCIMNIANI,,,,,,,
,14940,Dressel 20,Mainz,,49.984188,8.279096,[S]T'A^TIA^NI^ENSI'A|,STATIANIENSIA,,,,,,,
,14944,Dressel 20,Mainz,,49.984188,8.279096,|ST·CA|,STCA,,,,,,,
,14949,Dressel 20,Mainz,,49.984188,8.279096,|C·TO·SE·SA^L|,CTOSESAL,,,,,,,
,14950,Dressel 20,Mainz,,49.984188,8.279096,|CTYC·CL|,CTYCCL,,,,,,,
,14952,Dressel 20,Mainz,,49.984188,8.279096,|TERT'I'|,TERTI,,,,,,,
,14953,Dressel 20,Mainz,,49.984188,8.279096,|LVA|,LVA,,,,,,,
,14954,Dressel 20,Mainz,,49.984188,8.279096,|P·V·A((corona))|,PVA,,,,,,,
,14958,Dressel 20,Mainz,,49.984188,8.279096,|L·V·F'|,LVF,,,,,,,
,14966,Dressel 20,Mainz,,49.984188,8.279096,|EV·RI|,EVRI,,,,,,,
,14971,Dressel 20,Mainz,,49.984188,8.279096,|L'·V^A^LT^ROP^H^IM^I|,LVALTROPHIMI,,,,,,,
,14974,Dressel 20,Mainz,,49.984188,8.279096,|L·V·TROP^H^IM^I|,LVTROPHIMI,,,,,,,
,14974,Dressel 20,Mainz,,49.984188,8.279096,|L·V·TROP^H^IM^I|,LVTROPHIMI,,,,,,,
,14974,Dressel 20,Mainz,,49.984188,8.279096,|L·V·TROP^H^IM^I|,LVTROPHIMI,,,,,,,
,14975,Dressel 20,Mainz,,49.984188,8.279096,|L·V·TROP^H^IM^I|,LVTROPHIMI,,,,,,,
,14975,Dressel 20,Mainz,,49.984188,8.279096,|L·V·TROP^H^IM^I|,LVTROPHIMI,,,,,,,
,14975,Dressel 20,Mainz,,49.984188,8.279096,|L·V·TROP^H^IM^I|,LVTROPHIMI,,,,,,,
,14976,Dressel 20,Mainz,,49.984188,8.279096,"LVTROPHIMI, sine imagine",LVTROPHIMI,,,,,,,
,14976,Dressel 20,Mainz,,49.984188,8.279096,"LVTROPHIMI, sine imagine",LVTROPHIMI,,,,,,,
,14976,Dressel 20,Mainz,,49.984188,8.279096,"LVTROPHIMI, sine imagine",LVTROPHIMI,,,,,,,
,14978,Dressel 20,Mainz,,49.984188,8.279096,|L·[V]·V|,LVV?,,,,,,,
,14979,Dressel 20,Mainz,,49.984188,8.279096,|L·A'[L]·V[IT],LVALVIT,,,,,,,
,14980,Dressel 20,Mainz,,49.984188,8.279096,|{L·}V^A[^L]·[A^]M^E'^T',LVALEAME,,,,,,,
,14987,Dressel 20,Mainz,,49.984188,8.279096,"VIRGIN, sine imagine",VIRGIN,,,,,,,
,14991,Dressel 20,Mainz,,49.984188,8.279096,|V'IR·IIII|,VIRIIII,,,,,,,
,18897,Dressel 20,Mainz,,49.984188,8.279096,|PsPAC|,PSPAC,,,,,,,
,18898,Dressel 20,Mainz,,49.984188,8.279096,+PAC|,PAC,,,,,,,
,18899,Dressel 20,Mainz,,49.984188,8.279096,"|PQAF|, sine imagine",PQAF,,,,,,,
,18900,Dressel 20,Mainz,,49.984188,8.279096,|C·A·L^F|,CALF,,,,,,,
,18901,Dressel 20,Mainz,,49.984188,8.279096,|Q·A·G·APOL|,QAGAPOL,,,,,,,
,18902,Dressel 20,Mainz,,49.984188,8.279096,|Q·A·GEMELI|,QAGEMELI,,,,,,,
,18903,Dressel 20,Mainz,,49.984188,8.279096,|PORL^AR|,PORLAR,,,,,,,
,18904,Dressel 20,Mainz,,49.984188,8.279096,|M·A·R|,MAR,,,,,,,
,18905,Dressel 20,Mainz,,49.984188,8.279096,|M·A·R|,MAR,,,,,,,
,18906,Dressel 20,Mainz,,49.984188,8.279096,|M'A'A'|,MAR,,,,,,,
,18907,Dressel 20,Mainz,,49.984188,8.279096,|P·Q·A·R|,PQAR,,,,,,,
